fap,Emploi moyen,Tension ,Catégorie Tension,Intensité d'embauches,Lien formation-emploi,Manque de main-d'œuvre disponible,Non-durabilité de l'emploi,Conditions de travail contraignantes,Inadéquation géographique,Année,niveau_geo,niveau_fap,reg,dep
S3Z90,300,0.5331543136297093,,,,,,,,2019,dep,fap 225,,72
S3Z90,600,0.9058914710514948,5.0,5.0,1.0,2.0,5.0,3.0,3.0,2019,dep,fap 225,,73
S3Z90,700,0.6050641297752316,5.0,5.0,1.0,1.0,2.0,3.0,3.0,2019,dep,fap 225,,74
S3Z90,8200,,,,,,,,,2019,dep,fap 225,,75
S3Z90,600,0.3404021778399942,,,,,,,,2019,dep,fap 225,,76
S3Z90,1100,,,,,,,,,2019,dep,fap 225,,77
S3Z90,1200,,,,,,,,,2019,dep,fap 225,,78
S3Z90,100,-0.5289812144930061,,,,,,,,2019,dep,fap 225,,79
S3Z90,300,-0.04556995656388389,,,,,,,,2019,dep,fap 225,,80
S3Z90,100,0.1110528174263155,,,,,,,,2019,dep,fap 225,,81
S3Z90,100,0.1110528174263155,,,,,,,,2019,dep,fap 225,,82
S3Z90,1100,-0.5534205842294557,2.0,2.0,1.0,1.0,3.0,3.0,3.0,2019,dep,fap 225,,83
S3Z90,500,0.02395381886052336,,,,,,,,2019,dep,fap 225,,84
S3Z90,400,0.5331543136297093,,,,,,,,2019,dep,fap 225,,85
S3Z90,200,-0.5289812144930061,,,,,,,,2019,dep,fap 225,,86
S3Z90,200,-0.5289812144930061,,,,,,,,2019,dep,fap 225,,87
S3Z90,200,0.738844128163894,,,,,,,,2019,dep,fap 225,,88
S3Z90,200,1.022625008042474,,,,,,,,2019,dep,fap 225,,89
S3Z90,100,1.022625008042474,,,,,,,,2019,dep,fap 225,,90
S3Z90,700,,,,,,,,,2019,dep,fap 225,,91
S3Z90,2700,,,,,,,,,2019,dep,fap 225,,92
S3Z90,1100,,,,,,,,,2019,dep,fap 225,,93
S3Z90,1000,,,,,,,,,2019,dep,fap 225,,94
S3Z90,800,,,,,,,,,2019,dep,fap 225,,95
S3Z90,200,-1.79860224016367,1.0,2.0,1.0,1.0,2.0,3.0,3.0,2019,dep,fap 225,,971
S3Z90,200,1.587528445120588,5.0,4.0,1.0,1.0,3.0,3.0,3.0,2019,dep,fap 225,,972
S3Z90,100,0.2872601474438148,,,,,,,,2019,dep,fap 225,,973
S3Z90,400,0.1372234949436939,4.0,3.0,1.0,1.0,1.0,3.0,3.0,2019,dep,fap 225,,974
T0Z60,1100,2.047786628945282,5.0,5.0,5.0,1.0,1.0,4.0,1.0,2019,dep,fap 225,,01
T0Z60,700,0.1907769350786461,4.0,3.0,5.0,1.0,2.0,4.0,1.0,2019,dep,fap 225,,02
T0Z60,600,0.7738619159360992,5.0,5.0,5.0,2.0,2.0,4.0,1.0,2019,dep,fap 225,,03
T0Z60,200,1.268103711024729,5.0,5.0,5.0,1.0,5.0,4.0,1.0,2019,dep,fap 225,,04
T0Z60,300,0.552501601414772,5.0,5.0,5.0,2.0,5.0,4.0,1.0,2019,dep,fap 225,,05
T0Z60,2000,0.6594408925267055,5.0,5.0,5.0,1.0,2.0,4.0,1.0,2019,dep,fap 225,,06
T0Z60,500,1.158033844501193,5.0,5.0,5.0,1.0,3.0,4.0,1.0,2019,dep,fap 225,,07
T0Z60,300,1.674263899470114,5.0,4.0,5.0,1.0,3.0,4.0,1.0,2019,dep,fap 225,,08
T0Z60,200,0.8988821609541169,,,,,,,,2019,dep,fap 225,,09
T0Z60,500,1.466367703145106,5.0,5.0,5.0,1.0,2.0,4.0,1.0,2019,dep,fap 225,,10
T0Z60,500,0.6490153944915273,5.0,5.0,5.0,1.0,2.0,4.0,1.0,2019,dep,fap 225,,11
T0Z60,400,2.030969196802952,5.0,5.0,5.0,2.0,3.0,4.0,1.0,2019,dep,fap 225,,12
T0Z60,3200,0.4633173433396883,4.0,5.0,5.0,1.0,2.0,4.0,1.0,2019,dep,fap 225,,13
T0Z60,1400,0.4122562359821902,4.0,4.0,5.0,2.0,3.0,4.0,1.0,2019,dep,fap 225,,14
T0Z60,200,1.096022518658868,,,,,,,,2019,dep,fap 225,,15
T0Z60,500,1.454630990563743,5.0,3.0,5.0,2.0,3.0,4.0,1.0,2019,dep,fap 225,,16
T0Z60,1100,1.003328936688569,5.0,5.0,5.0,1.0,4.0,4.0,1.0,2019,dep,fap 225,,17
T0Z60,400,1.166705833284752,5.0,5.0,5.0,2.0,1.0,4.0,1.0,2019,dep,fap 225,,18
T0Z60,300,0.4240011369452955,4.0,3.0,5.0,2.0,2.0,4.0,1.0,2019,dep,fap 225,,19
T0Z60,900,1.329559939211729,5.0,5.0,5.0,2.0,2.0,4.0,1.0,2019,dep,fap 225,,21
T0Z60,900,0.6891131488962632,5.0,5.0,5.0,2.0,3.0,4.0,1.0,2019,dep,fap 225,,22
T0Z60,100,1.104911411344333,,,,,,,,2019,dep,fap 225,,23
T0Z60,600,0.9041888657469463,5.0,5.0,5.0,1.0,3.0,4.0,1.0,2019,dep,fap 225,,24
T0Z60,1000,0.9759043827302778,5.0,5.0,5.0,2.0,2.0,4.0,1.0,2019,dep,fap 225,,25
T0Z60,800,0.3251621111815793,4.0,5.0,5.0,1.0,3.0,4.0,1.0,2019,dep,fap 225,,26
T0Z60,1000,0.8088166330802725,5.0,4.0,5.0,1.0,1.0,4.0,1.0,2019,dep,fap 225,,27
T0Z60,700,0.9209606048002158,5.0,4.0,5.0,1.0,2.0,4.0,1.0,2019,dep,fap 225,,28
T0Z60,1400,1.046946670505136,5.0,5.0,5.0,2.0,2.0,4.0,1.0,2019,dep,fap 225,,29
T0Z60,400,1.438527779131599,5.0,5.0,5.0,2.0,2.0,4.0,1.0,2019,dep,fap 225,,2A
T0Z60,300,1.611469589593639,5.0,5.0,5.0,1.0,3.0,4.0,1.0,2019,dep,fap 225,,2B
T0Z60,1000,1.115474367824522,5.0,5.0,5.0,1.0,2.0,4.0,1.0,2019,dep,fap 225,,30
T0Z60,2400,1.350512227532617,5.0,5.0,5.0,1.0,1.0,4.0,1.0,2019,dep,fap 225,,31
T0Z60,200,-0.2200159011470539,3.0,5.0,5.0,1.0,5.0,4.0,1.0,2019,dep,fap 225,,32
T0Z60,2800,1.004653614367298,5.0,5.0,5.0,1.0,2.0,4.0,1.0,2019,dep,fap 225,,33
T0Z60,1900,0.7479586798833615,5.0,5.0,5.0,1.0,3.0,4.0,1.0,2019,dep,fap 225,,34
T0Z60,1800,0.6344174936136585,5.0,5.0,5.0,2.0,2.0,4.0,1.0,2019,dep,fap 225,,35
T0Z60,400,2.023214873305465,5.0,5.0,5.0,2.0,1.0,4.0,1.0,2019,dep,fap 225,,36
T0Z60,1100,0.8409576129079579,5.0,5.0,5.0,2.0,1.0,4.0,1.0,2019,dep,fap 225,,37
T0Z60,2000,0.4012393132692024,4.0,5.0,5.0,1.0,2.0,4.0,1.0,2019,dep,fap 225,,38
T0Z60,400,0.4514864673751675,4.0,3.0,5.0,3.0,2.0,4.0,1.0,2019,dep,fap 225,,39
T0Z60,700,1.278077063248368,5.0,5.0,5.0,1.0,5.0,4.0,1.0,2019,dep,fap 225,,40
T0Z60,600,0.5806589817268354,5.0,4.0,5.0,3.0,2.0,4.0,1.0,2019,dep,fap 225,,41
T0Z60,1200,-0.08301188367663459,3.0,4.0,5.0,2.0,4.0,4.0,1.0,2019,dep,fap 225,,42
T0Z60,200,1.096022518658868,,,,,,,,2019,dep,fap 225,,43
T0Z60,2600,1.278687405091604,5.0,5.0,5.0,2.0,2.0,4.0,1.0,2019,dep,fap 225,,44
T0Z60,1200,-0.09657209576184816,3.0,3.0,5.0,2.0,2.0,4.0,1.0,2019,dep,fap 225,,45
T0Z60,200,0.9663568995427066,5.0,5.0,5.0,1.0,4.0,4.0,1.0,2019,dep,fap 225,,46
T0Z60,600,2.007994848081984,5.0,4.0,5.0,2.0,2.0,4.0,1.0,2019,dep,fap 225,,47
T0Z60,100,0.8988821609541169,,,,,,,,2019,dep,fap 225,,48
T0Z60,1400,1.175644750754508,5.0,5.0,5.0,2.0,2.0,4.0,1.0,2019,dep,fap 225,,49
T0Z60,1000,0.3490535766566313,4.0,4.0,5.0,3.0,4.0,4.0,1.0,2019,dep,fap 225,,50
T0Z60,1100,0.2286020332133447,4.0,5.0,5.0,2.0,2.0,4.0,1.0,2019,dep,fap 225,,51
T0Z60,300,0.7467593493571075,,,,,,,,2019,dep,fap 225,,52
T0Z60,500,1.302958995280973,5.0,4.0,5.0,4.0,2.0,4.0,1.0,2019,dep,fap 225,,53
T0Z60,1100,1.359084182782096,5.0,5.0,5.0,1.0,3.0,4.0,1.0,2019,dep,fap 225,,54
T0Z60,200,0.7467593493571075,,,,,,,,2019,dep,fap 225,,55
T0Z60,1200,1.591115400556077,5.0,5.0,5.0,2.0,3.0,4.0,1.0,2019,dep,fap 225,,56
T0Z60,2100,0.5238057810408203,5.0,4.0,5.0,1.0,2.0,4.0,1.0,2019,dep,fap 225,,57
T0Z60,400,1.27410923046047,5.0,4.0,5.0,3.0,2.0,4.0,1.0,2019,dep,fap 225,,58
T0Z60,3900,0.6442321287321962,5.0,5.0,5.0,1.0,3.0,4.0,1.0,2019,dep,fap 225,,59
T0Z60,1300,-0.04835274947705183,3.0,4.0,5.0,1.0,2.0,4.0,1.0,2019,dep,fap 225,,60
T0Z60,400,1.776662412254965,5.0,5.0,5.0,2.0,5.0,4.0,1.0,2019,dep,fap 225,,61
T0Z60,2100,0.5061532376543898,4.0,4.0,5.0,1.0,3.0,4.0,1.0,2019,dep,fap 225,,62
T0Z60,1100,0.8589904396007642,5.0,5.0,5.0,1.0,3.0,4.0,1.0,2019,dep,fap 225,,63
T0Z60,1400,1.231818136322641,5.0,5.0,5.0,2.0,5.0,4.0,1.0,2019,dep,fap 225,,64
T0Z60,500,-0.9484570555981915,1.0,5.0,5.0,1.0,3.0,4.0,1.0,2019,dep,fap 225,,65
T0Z60,800,0.7255054013606822,5.0,5.0,5.0,1.0,4.0,4.0,1.0,2019,dep,fap 225,,66
T0Z60,2200,0.5813120692821845,5.0,4.0,5.0,2.0,2.0,4.0,1.0,2019,dep,fap 225,,67
T0Z60,1600,1.060097885935346,5.0,4.0,5.0,2.0,1.0,4.0,1.0,2019,dep,fap 225,,68
T0Z60,3100,1.083055003613607,5.0,5.0,5.0,1.0,1.0,4.0,1.0,2019,dep,fap 225,,69
T0Z60,300,-0.6188427950021627,1.0,4.0,5.0,1.0,4.0,4.0,1.0,2019,dep,fap 225,,70
T0Z60,1000,0.5488837935781202,5.0,4.0,5.0,2.0,3.0,4.0,1.0,2019,dep,fap 225,,71
T0Z60,1000,1.471141204105607,5.0,4.0,5.0,2.0,3.0,4.0,1.0,2019,dep,fap 225,,72
T0Z60,900,1.788214035690862,5.0,5.0,5.0,1.0,5.0,4.0,1.0,2019,dep,fap 225,,73
T0Z60,1600,1.475937038321143,5.0,5.0,5.0,1.0,3.0,4.0,1.0,2019,dep,fap 225,,74
T0Z60,7500,,,,,,,,,2019,dep,fap 225,,75
T0Z60,2100,-0.02707732051259101,3.0,4.0,5.0,1.0,3.0,4.0,1.0,2019,dep,fap 225,,76
T0Z60,2300,,,,,,,,,2019,dep,fap 225,,77
T0Z60,2300,,,,,,,,,2019,dep,fap 225,,78
T0Z60,600,0.6071595402830273,5.0,5.0,5.0,3.0,2.0,4.0,1.0,2019,dep,fap 225,,79
T0Z60,700,0.8869886340055958,5.0,4.0,5.0,1.0,2.0,4.0,1.0,2019,dep,fap 225,,80
T0Z60,500,1.558100466672029,5.0,4.0,5.0,1.0,3.0,4.0,1.0,2019,dep,fap 225,,81
T0Z60,400,1.325599582259596,5.0,4.0,5.0,1.0,3.0,4.0,1.0,2019,dep,fap 225,,82
T0Z60,1700,0.2827304118069802,4.0,5.0,5.0,1.0,3.0,4.0,1.0,2019,dep,fap 225,,83
T0Z60,900,0.546296464953578,5.0,5.0,5.0,1.0,2.0,4.0,1.0,2019,dep,fap 225,,84
T0Z60,1200,0.7601011166406274,5.0,5.0,5.0,3.0,4.0,4.0,1.0,2019,dep,fap 225,,85
T0Z60,700,1.408253703323244,5.0,5.0,5.0,2.0,3.0,4.0,1.0,2019,dep,fap 225,,86
T0Z60,600,1.285443825467995,5.0,3.0,5.0,2.0,3.0,4.0,1.0,2019,dep,fap 225,,87
T0Z60,500,-0.3502802604788818,2.0,5.0,5.0,1.0,3.0,4.0,1.0,2019,dep,fap 225,,88
T0Z60,500,0.9569622084421541,5.0,5.0,5.0,2.0,2.0,4.0,1.0,2019,dep,fap 225,,89
T0Z60,300,1.719416822532545,5.0,5.0,5.0,2.0,2.0,4.0,1.0,2019,dep,fap 225,,90
T0Z60,1700,,,,,,,,,2019,dep,fap 225,,91
T0Z60,2700,,,,,,,,,2019,dep,fap 225,,92
T0Z60,1800,,,,,,,,,2019,dep,fap 225,,93
T0Z60,1900,,,,,,,,,2019,dep,fap 225,,94
T0Z60,1800,,,,,,,,,2019,dep,fap 225,,95
T0Z60,500,0.5650233757644231,5.0,5.0,5.0,1.0,2.0,4.0,1.0,2019,dep,fap 225,,971
T0Z60,500,-1.084571532772618,1.0,5.0,5.0,1.0,2.0,4.0,1.0,2019,dep,fap 225,,972
T0Z60,200,1.523636920591474,5.0,4.0,5.0,1.0,3.0,4.0,1.0,2019,dep,fap 225,,973
T0Z60,1000,0.7906712841062674,5.0,5.0,5.0,1.0,2.0,4.0,1.0,2019,dep,fap 225,,974
T1Z60,1400,0.4667906439295861,4.0,5.0,1.0,1.0,4.0,3.0,5.0,2019,dep,fap 225,,01
T1Z60,1300,-1.374655796926838,1.0,2.0,1.0,1.0,5.0,3.0,5.0,2019,dep,fap 225,,02
T1Z60,1300,-1.81111748715557,1.0,3.0,1.0,1.0,5.0,3.0,5.0,2019,dep,fap 225,,03
T1Z60,300,-1.227971564727603,1.0,5.0,1.0,1.0,5.0,3.0,5.0,2019,dep,fap 225,,04
T1Z60,300,-1.08241127834734,1.0,5.0,1.0,1.0,5.0,3.0,5.0,2019,dep,fap 225,,05
T1Z60,4600,0.557083204445397,5.0,5.0,1.0,1.0,4.0,3.0,5.0,2019,dep,fap 225,,06
T1Z60,600,-0.8817494873907143,1.0,5.0,1.0,1.0,5.0,3.0,5.0,2019,dep,fap 225,,07
T1Z60,700,0.4836171859861612,4.0,2.0,1.0,1.0,5.0,3.0,5.0,2019,dep,fap 225,,08
T1Z60,400,-1.659555981727657,1.0,5.0,1.0,1.0,5.0,3.0,5.0,2019,dep,fap 225,,09
T1Z60,700,-0.3987503634619034,2.0,4.0,1.0,1.0,5.0,3.0,5.0,2019,dep,fap 225,,10
T1Z60,700,0.4361313999918143,4.0,5.0,1.0,1.0,5.0,3.0,5.0,2019,dep,fap 225,,11
T1Z60,600,1.140402541144532,5.0,5.0,1.0,1.0,5.0,3.0,5.0,2019,dep,fap 225,,12
T1Z60,4200,0.6154848658584606,5.0,5.0,1.0,1.0,3.0,3.0,5.0,2019,dep,fap 225,,13
T1Z60,2600,1.153085086507303,5.0,4.0,1.0,1.0,3.0,3.0,5.0,2019,dep,fap 225,,14
T1Z60,500,0.9619689741752488,,,,,,,,2019,dep,fap 225,,15
T1Z60,1100,0.8867582228625799,5.0,4.0,1.0,1.0,5.0,3.0,5.0,2019,dep,fap 225,,16
T1Z60,1700,0.912822592230317,5.0,5.0,1.0,1.0,4.0,3.0,5.0,2019,dep,fap 225,,17
T1Z60,700,0.7684871652675784,5.0,3.0,1.0,1.0,4.0,3.0,5.0,2019,dep,fap 225,,18
T1Z60,600,0.2239462757790823,4.0,2.0,1.0,1.0,5.0,3.0,5.0,2019,dep,fap 225,,19
T1Z60,1300,-0.2646957300292009,2.0,5.0,1.0,1.0,3.0,3.0,5.0,2019,dep,fap 225,,21
T1Z60,900,0.3479385294533625,4.0,5.0,1.0,1.0,5.0,3.0,5.0,2019,dep,fap 225,,22
T1Z60,400,0.7748389915238085,,,,,,,,2019,dep,fap 225,,23
T1Z60,1100,0.9851735225345661,5.0,4.0,1.0,1.0,5.0,3.0,5.0,2019,dep,fap 225,,24
T1Z60,600,1.352246219652775,5.0,5.0,1.0,1.0,3.0,3.0,5.0,2019,dep,fap 225,,25
T1Z60,1100,0.0607883335509827,3.0,5.0,1.0,1.0,5.0,3.0,5.0,2019,dep,fap 225,,26
T1Z60,1700,0.3892398516725157,4.0,3.0,1.0,1.0,3.0,3.0,5.0,2019,dep,fap 225,,27
T1Z60,1000,1.490299683671585,5.0,3.0,1.0,1.0,2.0,3.0,5.0,2019,dep,fap 225,,28
T1Z60,1700,1.066614263685316,5.0,5.0,1.0,1.0,5.0,3.0,5.0,2019,dep,fap 225,,29
T1Z60,500,0.2892084325958885,4.0,5.0,1.0,1.0,5.0,3.0,5.0,2019,dep,fap 225,,2A
T1Z60,400,1.485383271463976,5.0,5.0,1.0,1.0,5.0,3.0,5.0,2019,dep,fap 225,,2B
T1Z60,1100,-0.6495015251246343,1.0,5.0,1.0,1.0,5.0,3.0,5.0,2019,dep,fap 225,,30
T1Z60,2800,1.020817972339244,5.0,5.0,1.0,1.0,2.0,3.0,5.0,2019,dep,fap 225,,31
T1Z60,500,1.440604476103167,5.0,5.0,1.0,1.0,5.0,3.0,5.0,2019,dep,fap 225,,32
T1Z60,4500,1.100966578400815,5.0,5.0,1.0,1.0,3.0,3.0,5.0,2019,dep,fap 225,,33
T1Z60,1700,0.1395339127683373,4.0,5.0,1.0,1.0,5.0,3.0,5.0,2019,dep,fap 225,,34
T1Z60,2300,1.803350131960214,5.0,5.0,1.0,1.0,3.0,3.0,5.0,2019,dep,fap 225,,35
T1Z60,600,0.8988208185441134,,,,,,,,2019,dep,fap 225,,36
T1Z60,1800,0.2955202866941848,4.0,5.0,1.0,1.0,5.0,3.0,5.0,2019,dep,fap 225,,37
T1Z60,2500,2.440652344478122,5.0,5.0,1.0,1.0,5.0,3.0,5.0,2019,dep,fap 225,,38
T1Z60,400,1.695129602916203,5.0,5.0,1.0,1.0,5.0,3.0,5.0,2019,dep,fap 225,,39
T1Z60,1300,0.5266613178058732,5.0,5.0,1.0,1.0,5.0,3.0,5.0,2019,dep,fap 225,,40
T1Z60,900,1.376139282506978,5.0,5.0,1.0,1.0,4.0,3.0,5.0,2019,dep,fap 225,,41
T1Z60,1700,-0.681429125604458,1.0,5.0,1.0,1.0,4.0,3.0,5.0,2019,dep,fap 225,,42
T1Z60,500,0.1630912499852547,4.0,4.0,1.0,1.0,5.0,3.0,5.0,2019,dep,fap 225,,43
T1Z60,2800,1.562301193154058,5.0,5.0,1.0,1.0,3.0,3.0,5.0,2019,dep,fap 225,,44
T1Z60,1400,1.011693905096687,5.0,5.0,1.0,1.0,3.0,3.0,5.0,2019,dep,fap 225,,45
T1Z60,500,-0.1480670060656343,3.0,5.0,1.0,1.0,5.0,3.0,5.0,2019,dep,fap 225,,46
T1Z60,900,0.9014448834881728,5.0,3.0,1.0,1.0,5.0,3.0,5.0,2019,dep,fap 225,,47
T1Z60,100,0.3353184194431875,,,,,,,,2019,dep,fap 225,,48
T1Z60,2000,1.40158874508303,5.0,5.0,1.0,1.0,4.0,3.0,5.0,2019,dep,fap 225,,49
T1Z60,1300,1.450727439955377,5.0,5.0,1.0,1.0,5.0,3.0,5.0,2019,dep,fap 225,,50
T1Z60,1800,0.5385732252271551,5.0,3.0,1.0,1.0,3.0,3.0,5.0,2019,dep,fap 225,,51
T1Z60,500,1.122010959146404,5.0,2.0,1.0,1.0,5.0,3.0,5.0,2019,dep,fap 225,,52
T1Z60,500,0.8538703157416012,5.0,5.0,1.0,1.0,5.0,3.0,5.0,2019,dep,fap 225,,53
T1Z60,1600,1.014521297587552,5.0,5.0,1.0,1.0,3.0,3.0,5.0,2019,dep,fap 225,,54
T1Z60,400,0.6848400736015925,5.0,5.0,1.0,1.0,5.0,3.0,5.0,2019,dep,fap 225,,55
T1Z60,1400,1.48723269053041,5.0,5.0,1.0,1.0,5.0,3.0,5.0,2019,dep,fap 225,,56
T1Z60,2400,0.6130501410271607,5.0,5.0,1.0,1.0,4.0,3.0,5.0,2019,dep,fap 225,,57
T1Z60,600,-1.125269935412874,1.0,4.0,1.0,1.0,5.0,3.0,5.0,2019,dep,fap 225,,58
T1Z60,6900,0.3458908846353797,4.0,4.0,1.0,1.0,3.0,3.0,5.0,2019,dep,fap 225,,59
T1Z60,2000,1.316664722393938,5.0,5.0,1.0,1.0,3.0,3.0,5.0,2019,dep,fap 225,,60
T1Z60,900,-0.3454657730343456,2.0,4.0,1.0,1.0,5.0,3.0,5.0,2019,dep,fap 225,,61
T1Z60,4200,0.5173843025764125,5.0,3.0,1.0,1.0,5.0,3.0,5.0,2019,dep,fap 225,,62
T1Z60,1800,1.294400728232899,5.0,5.0,1.0,1.0,2.0,3.0,5.0,2019,dep,fap 225,,63
T1Z60,2200,0.5284978428307544,5.0,5.0,1.0,1.0,4.0,3.0,5.0,2019,dep,fap 225,,64
T1Z60,500,-0.3923566350825175,2.0,5.0,1.0,1.0,5.0,3.0,5.0,2019,dep,fap 225,,65
T1Z60,900,-0.7780272298833149,1.0,5.0,1.0,1.0,5.0,3.0,5.0,2019,dep,fap 225,,66
T1Z60,2700,1.605627447451847,5.0,5.0,1.0,1.0,3.0,3.0,5.0,2019,dep,fap 225,,67
T1Z60,1800,0.2290560868823161,4.0,5.0,1.0,1.0,4.0,3.0,5.0,2019,dep,fap 225,,68
T1Z60,4600,1.37038650218302,5.0,5.0,1.0,1.0,5.0,3.0,5.0,2019,dep,fap 225,,69
T1Z60,400,0.4922313105464675,,,,,,,,2019,dep,fap 225,,70
T1Z60,1200,-0.2962311382142146,2.0,5.0,1.0,1.0,5.0,3.0,5.0,2019,dep,fap 225,,71
T1Z60,1400,0.9829648191412476,5.0,5.0,1.0,1.0,2.0,3.0,5.0,2019,dep,fap 225,,72
T1Z60,1200,2.115148390217453,5.0,5.0,1.0,2.0,5.0,3.0,5.0,2019,dep,fap 225,,73
T1Z60,1900,1.569968320192573,5.0,5.0,1.0,2.0,2.0,3.0,5.0,2019,dep,fap 225,,74
T1Z60,19500,,,,,,,,,2019,dep,fap 225,,75
T1Z60,3400,0.02579867014015008,3.0,3.0,1.0,1.0,5.0,3.0,5.0,2019,dep,fap 225,,76
T1Z60,3500,,,,,,,,,2019,dep,fap 225,,77
T1Z60,5500,,,,,,,,,2019,dep,fap 225,,78
T1Z60,900,0.7306636223947568,5.0,4.0,1.0,1.0,4.0,3.0,5.0,2019,dep,fap 225,,79
T1Z60,1700,0.5391176786515959,5.0,3.0,1.0,1.0,5.0,3.0,5.0,2019,dep,fap 225,,80
T1Z60,900,1.676925123293934,5.0,5.0,1.0,1.0,5.0,3.0,5.0,2019,dep,fap 225,,81
T1Z60,500,1.380950713699882,5.0,5.0,1.0,1.0,5.0,3.0,5.0,2019,dep,fap 225,,82
T1Z60,2300,0.8546788238422711,5.0,5.0,1.0,1.0,5.0,3.0,5.0,2019,dep,fap 225,,83
T1Z60,1800,0.2474545183083191,4.0,5.0,1.0,1.0,3.0,3.0,5.0,2019,dep,fap 225,,84
T1Z60,1500,1.266314056672512,5.0,5.0,1.0,1.0,5.0,3.0,5.0,2019,dep,fap 225,,85
T1Z60,1100,0.1395401417314587,4.0,5.0,1.0,1.0,4.0,3.0,5.0,2019,dep,fap 225,,86
T1Z60,1300,0.04220632610511488,3.0,4.0,1.0,1.0,5.0,3.0,5.0,2019,dep,fap 225,,87
T1Z60,600,1.009936304837956,5.0,5.0,1.0,1.0,5.0,3.0,5.0,2019,dep,fap 225,,88
T1Z60,900,-0.2201808103819221,3.0,3.0,1.0,1.0,5.0,3.0,5.0,2019,dep,fap 225,,89
T1Z60,200,0.4922313105464675,,,,,,,,2019,dep,fap 225,,90
T1Z60,3100,,,,,,,,,2019,dep,fap 225,,91
T1Z60,8800,,,,,,,,,2019,dep,fap 225,,92
T1Z60,4600,,,,,,,,,2019,dep,fap 225,,93
T1Z60,4600,,,,,,,,,2019,dep,fap 225,,94
T1Z60,3200,,,,,,,,,2019,dep,fap 225,,95
T1Z60,1400,-1.684624819341342,1.0,1.0,1.0,1.0,5.0,3.0,5.0,2019,dep,fap 225,,971
T1Z60,1100,0.03807112431776832,3.0,3.0,1.0,1.0,5.0,3.0,5.0,2019,dep,fap 225,,972
T1Z60,600,1.064552479320386,5.0,1.0,1.0,1.0,3.0,3.0,5.0,2019,dep,fap 225,,973
T1Z60,4500,0.335839026722269,4.0,1.0,1.0,1.0,5.0,3.0,5.0,2019,dep,fap 225,,974
T2A60,4300,1.69163354847841,5.0,3.0,1.0,5.0,4.0,3.0,3.0,2019,dep,fap 225,,01
T2A60,5600,0.8732280300701134,5.0,2.0,1.0,3.0,5.0,3.0,3.0,2019,dep,fap 225,,02
T2A60,3700,1.666698922943553,5.0,1.0,1.0,4.0,5.0,3.0,3.0,2019,dep,fap 225,,03
T2A60,1600,1.098961150490058,5.0,1.0,1.0,4.0,5.0,3.0,3.0,2019,dep,fap 225,,04
T2A60,1300,2.05400243592919,5.0,3.0,1.0,5.0,4.0,3.0,3.0,2019,dep,fap 225,,05
T2A60,9800,1.205814102756028,5.0,4.0,1.0,4.0,2.0,3.0,3.0,2019,dep,fap 225,,06
T2A60,3200,1.242859042858394,5.0,1.0,1.0,4.0,5.0,3.0,3.0,2019,dep,fap 225,,07
T2A60,2800,1.278037354987152,5.0,2.0,1.0,4.0,5.0,3.0,3.0,2019,dep,fap 225,,08
T2A60,1800,1.615666355649396,5.0,1.0,1.0,4.0,5.0,3.0,3.0,2019,dep,fap 225,,09
T2A60,2800,0.6982044815358434,5.0,2.0,1.0,3.0,3.0,3.0,3.0,2019,dep,fap 225,,10
T2A60,4700,1.325753179764496,5.0,3.0,1.0,4.0,4.0,3.0,3.0,2019,dep,fap 225,,11
T2A60,3000,1.559533879825505,5.0,1.0,1.0,5.0,5.0,3.0,3.0,2019,dep,fap 225,,12
T2A60,16200,1.45697353258794,5.0,4.0,1.0,4.0,2.0,3.0,3.0,2019,dep,fap 225,,13
T2A60,6600,1.082921763860925,5.0,3.0,1.0,4.0,4.0,3.0,3.0,2019,dep,fap 225,,14
T2A60,1700,0.9584736667814863,5.0,2.0,1.0,5.0,5.0,3.0,3.0,2019,dep,fap 225,,15
T2A60,3900,1.399829311550374,5.0,1.0,1.0,4.0,5.0,3.0,3.0,2019,dep,fap 225,,16
T2A60,7200,1.636801881425909,5.0,3.0,1.0,4.0,3.0,3.0,3.0,2019,dep,fap 225,,17
T2A60,3000,1.38796297440946,5.0,2.0,1.0,4.0,5.0,3.0,3.0,2019,dep,fap 225,,18
T2A60,3100,1.21933872088358,5.0,1.0,1.0,5.0,4.0,3.0,3.0,2019,dep,fap 225,,19
T2A60,4600,-0.1101940856339912,3.0,2.0,1.0,4.0,4.0,3.0,3.0,2019,dep,fap 225,,21
T2A60,5800,1.298933102913094,5.0,1.0,1.0,4.0,5.0,3.0,3.0,2019,dep,fap 225,,22
T2A60,1700,1.64240166524454,5.0,2.0,1.0,5.0,5.0,3.0,3.0,2019,dep,fap 225,,23
T2A60,5200,1.114479282219117,5.0,1.0,1.0,5.0,4.0,3.0,3.0,2019,dep,fap 225,,24
T2A60,3900,1.61671906194142,5.0,5.0,1.0,4.0,2.0,3.0,3.0,2019,dep,fap 225,,25
T2A60,4900,1.258088494981039,5.0,3.0,1.0,4.0,5.0,3.0,3.0,2019,dep,fap 225,,26
T2A60,4600,0.7284730006834843,5.0,2.0,1.0,4.0,5.0,3.0,3.0,2019,dep,fap 225,,27
T2A60,3200,1.346113336755312,5.0,3.0,1.0,4.0,3.0,3.0,3.0,2019,dep,fap 225,,28
