"Fap","diplome","Annee","Pourcentage"
"J4Z80","CAP, BEP ou autre diplôme équivalent","2017-2019",0.206043521026417
"J4Z80","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.0980946059683616
"J4Z80","En cours d'études initiales","2017-2019",0.0138411137208488
"J5Z60","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.304622227270769
"J5Z60","Bac + 2","2017-2019",0.230256483574162
"J5Z60","Bac, brevet professionnel ou équivalent","2017-2019",0.253730919431725
"J5Z60","CAP, BEP ou autre diplôme équivalent","2017-2019",0.093455777996258
"J5Z60","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.110076811895072
"J5Z60","En cours d'études initiales","2017-2019",0.00785777983201397
"J5Z61","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.0933774577226252
"J5Z61","Bac + 2","2017-2019",0.175362334877991
"J5Z61","Bac, brevet professionnel ou équivalent","2017-2019",0.285593460668301
"J5Z61","CAP, BEP ou autre diplôme équivalent","2017-2019",0.247156465613852
"J5Z61","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.152102211665581
"J5Z61","En cours d'études initiales","2017-2019",0.0464080694516499
"J5Z62","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.112321266244668
"J5Z62","Bac + 2","2017-2019",0.214326809042112
"J5Z62","Bac, brevet professionnel ou équivalent","2017-2019",0.359424382631645
"J5Z62","CAP, BEP ou autre diplôme équivalent","2017-2019",0.174009292459068
"J5Z62","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.0939447395695228
"J5Z62","En cours d'études initiales","2017-2019",0.045973510052984
"J5Z80","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.228979883811671
"J5Z80","Bac + 2","2017-2019",0.303911601491373
"J5Z80","Bac, brevet professionnel ou équivalent","2017-2019",0.205610801612763
"J5Z80","CAP, BEP ou autre diplôme équivalent","2017-2019",0.13197170619093
"J5Z80","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.12329795478193
"J5Z80","En cours d'études initiales","2017-2019",0.0062280521113327
"J6Z90","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.36041922217598
"J6Z90","Bac + 2","2017-2019",0.27003633386634
"J6Z90","Bac, brevet professionnel ou équivalent","2017-2019",0.156459460495477
"J6Z90","CAP, BEP ou autre diplôme équivalent","2017-2019",0.14934704455348
"J6Z90","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.0540432036229821
"J6Z90","En cours d'études initiales","2017-2019",0.00969473528574245
"J6Z91","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.47493501467145
"J6Z91","Bac + 2","2017-2019",0.162262120758798
"J6Z91","Bac, brevet professionnel ou équivalent","2017-2019",0.191001144620148
"J6Z91","CAP, BEP ou autre diplôme équivalent","2017-2019",0.0974996774751381
"J6Z91","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.0721077754568187
"J6Z91","En cours d'études initiales","2017-2019",0.00219426701764691
"J6Z92","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.53371213275244
"J6Z92","Bac + 2","2017-2019",0.226138987904823
"J6Z92","Bac, brevet professionnel ou équivalent","2017-2019",0.13161685403528
"J6Z92","CAP, BEP ou autre diplôme équivalent","2017-2019",0.0814286729833755
"J6Z92","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.0188723354558287
"J6Z92","En cours d'études initiales","2017-2019",0.00823101686825295
"K0Z20","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.00652343174122135
"K0Z20","Bac + 2","2017-2019",0.038425557948515
"K0Z20","Bac, brevet professionnel ou équivalent","2017-2019",0.111740509025595
"K0Z20","CAP, BEP ou autre diplôme équivalent","2017-2019",0.277917488135014
"K0Z20","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.543973596996683
"K0Z20","En cours d'études initiales","2017-2019",0.0214194161529719
"K0Z40","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.132108596855994
"K0Z40","Bac + 2","2017-2019",0.103709768938251
"K0Z40","Bac, brevet professionnel ou équivalent","2017-2019",0.245494815219332
"K0Z40","CAP, BEP ou autre diplôme équivalent","2017-2019",0.354746409555803
"K0Z40","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.162829963650851
"K0Z40","En cours d'études initiales","2017-2019",0.00111044577976881
"L0Z60","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.0878589650935934
"L0Z60","Bac + 2","2017-2019",0.225150805684706
"L0Z60","Bac, brevet professionnel ou équivalent","2017-2019",0.365319795409728
"L0Z60","CAP, BEP ou autre diplôme équivalent","2017-2019",0.209709779839608
"L0Z60","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.0994477011838815
"L0Z60","En cours d'études initiales","2017-2019",0.0125129527884838
"L1Z60","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.177129706000895
"L1Z60","Bac + 2","2017-2019",0.367413218662406
"L1Z60","Bac, brevet professionnel ou équivalent","2017-2019",0.2657820692094
"L1Z60","CAP, BEP ou autre diplôme équivalent","2017-2019",0.120371672553237
"L1Z60","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.0352015926893061
"L1Z60","En cours d'études initiales","2017-2019",0.0341017408847551
"L2Z60","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.145597512459647
"L2Z60","Bac + 2","2017-2019",0.113224637919221
"L2Z60","Bac, brevet professionnel ou équivalent","2017-2019",0.310965540858944
"L2Z60","CAP, BEP ou autre diplôme équivalent","2017-2019",0.255662657695388
"L2Z60","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.122455013728412
"L2Z60","En cours d'études initiales","2017-2019",0.0520946373383886
"L2Z61","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.196300047014674
"L2Z61","Bac + 2","2017-2019",0.237927000819042
"L2Z61","Bac, brevet professionnel ou équivalent","2017-2019",0.252049293226364
"L2Z61","CAP, BEP ou autre diplôme équivalent","2017-2019",0.161731939247417
"L2Z61","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.100506325074652
"L2Z61","En cours d'études initiales","2017-2019",0.0514853946178512
"L3Z80","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.176000186618967
"L3Z80","Bac + 2","2017-2019",0.344419855234285
"L3Z80","Bac, brevet professionnel ou équivalent","2017-2019",0.268796467811921
"L3Z80","CAP, BEP ou autre diplôme équivalent","2017-2019",0.146695597481609
"L3Z80","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.0507716935590789
"L3Z80","En cours d'études initiales","2017-2019",0.0133161992941386
"L4Z80","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.335453627388576
"L4Z80","Bac + 2","2017-2019",0.285285770915289
"L4Z80","Bac, brevet professionnel ou équivalent","2017-2019",0.179665032554262
"L4Z80","CAP, BEP ou autre diplôme équivalent","2017-2019",0.107409706146524
"L4Z80","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.0471785921872516
"L4Z80","En cours d'études initiales","2017-2019",0.0450072708080978
"L4Z81","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.334084614097722
"L4Z81","Bac + 2","2017-2019",0.359361771253046
"L4Z81","Bac, brevet professionnel ou équivalent","2017-2019",0.160495582215133
"L4Z81","CAP, BEP ou autre diplôme équivalent","2017-2019",0.0706913955907395
"L4Z81","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.0178620746198277
"L4Z81","En cours d'études initiales","2017-2019",0.0575045622235323
"L5Z90","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.624655581500487
"L5Z90","Bac + 2","2017-2019",0.193149621314562
"L5Z90","Bac, brevet professionnel ou équivalent","2017-2019",0.0963269164702644
"L5Z90","CAP, BEP ou autre diplôme équivalent","2017-2019",0.0512617156009318
"L5Z90","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.0250622804493016
"L5Z90","En cours d'études initiales","2017-2019",0.00954388466445352
"L5Z91","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.939974262326787
"L5Z91","Bac + 2","2017-2019",0.0279790431907098
"L5Z91","Bac, brevet professionnel ou équivalent","2017-2019",0.00897064811769804
"L5Z91","CAP, BEP ou autre diplôme équivalent","2017-2019",0.00905143536082112
"L5Z91","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.00306284295476758
"L5Z91","En cours d'études initiales","2017-2019",0.0109617680492166
"L5Z92","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.723441242370393
"L5Z92","Bac + 2","2017-2019",0.160575608211958
"L5Z92","Bac, brevet professionnel ou équivalent","2017-2019",0.0510531051383624
"L5Z92","CAP, BEP ou autre diplôme équivalent","2017-2019",0.0400163825106198
"L5Z92","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.0190662344004219
"L5Z92","En cours d'études initiales","2017-2019",0.00584742736824418
"L6Z00","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.381552143189622
"L6Z00","Bac + 2","2017-2019",0.169966465891158
"L6Z00","Bac, brevet professionnel ou équivalent","2017-2019",0.174748914544269
"L6Z00","CAP, BEP ou autre diplôme équivalent","2017-2019",0.184011905113699
"L6Z00","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.0879261962254506
"L6Z00","En cours d'études initiales","2017-2019",0.00179437503580123
"L6Z90","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.63550868440904
"L6Z90","Bac + 2","2017-2019",0.243588121716752
"L6Z90","Bac, brevet professionnel ou équivalent","2017-2019",0.0426777037908807
"L6Z90","CAP, BEP ou autre diplôme équivalent","2017-2019",0.0363609180508861
"L6Z90","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.0314080128192841
"L6Z90","En cours d'études initiales","2017-2019",0.0104565592131577
"M0Z60","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.248118050936997
"M0Z60","Bac + 2","2017-2019",0.23779397405416
"M0Z60","Bac, brevet professionnel ou équivalent","2017-2019",0.170854028610708
"M0Z60","CAP, BEP ou autre diplôme équivalent","2017-2019",0.0830896451306049
"M0Z60","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.0725054917129222
"M0Z60","En cours d'études initiales","2017-2019",0.187638809554607
"M1Z80","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.335317577536866
"M1Z80","Bac + 2","2017-2019",0.382803683386073
"M1Z80","Bac, brevet professionnel ou équivalent","2017-2019",0.147239283082685
"M1Z80","CAP, BEP ou autre diplôme équivalent","2017-2019",0.0261368667184715
"M1Z80","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.0191645886509293
"M1Z80","En cours d'études initiales","2017-2019",0.089338000624976
"M1Z81","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.214014899955039
"M1Z81","Bac + 2","2017-2019",0.333647828352651
"M1Z81","Bac, brevet professionnel ou équivalent","2017-2019",0.203536998478659
"M1Z81","CAP, BEP ou autre diplôme équivalent","2017-2019",0.153707206176325
"M1Z81","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.0743685104222984
"M1Z81","En cours d'études initiales","2017-2019",0.0207245566150275
"M2Z90","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.780032621314595
"M2Z90","Bac + 2","2017-2019",0.150905757309434
"M2Z90","Bac, brevet professionnel ou équivalent","2017-2019",0.0394739845669057
"M2Z90","CAP, BEP ou autre diplôme équivalent","2017-2019",0.00530883818234766
"M2Z90","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.00889869762862109
"M2Z90","En cours d'études initiales","2017-2019",0.0153801009980973
"M2Z91","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.528486238812834
"M2Z91","Bac + 2","2017-2019",0.296663061828082
"M2Z91","Bac, brevet professionnel ou équivalent","2017-2019",0.0972633242789813
"M2Z91","CAP, BEP ou autre diplôme équivalent","2017-2019",0.0121145307050942
"M2Z91","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.0426237921095125
"M2Z91","En cours d'études initiales","2017-2019",0.0228490522654968
"M2Z92","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.720675133435235
"M2Z92","Bac + 2","2017-2019",0.166559631432257
"M2Z92","Bac, brevet professionnel ou équivalent","2017-2019",0.0738423882712788
"M2Z92","CAP, BEP ou autre diplôme équivalent","2017-2019",0.0257980859516669
"M2Z92","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.0077449569513009
"M2Z92","En cours d'études initiales","2017-2019",0.00537980395826123
"N0Z90","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.8124470150596
"N0Z90","Bac + 2","2017-2019",0.112983045417068
"N0Z90","Bac, brevet professionnel ou équivalent","2017-2019",0.0320493649713988
"N0Z90","CAP, BEP ou autre diplôme équivalent","2017-2019",0.0131357138049445
"N0Z90","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.00677679007289372
"N0Z90","En cours d'études initiales","2017-2019",0.022608070674095
"N0Z91","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.81095002724286
"N0Z91","Bac + 2","2017-2019",0.0278995645093805
"N0Z91","Bac, brevet professionnel ou équivalent","2017-2019",0.0102564648558324
"N0Z91","CAP, BEP ou autre diplôme équivalent","2017-2019",0.00297959178297385
"N0Z91","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.000617629225771526
"N0Z91","En cours d'études initiales","2017-2019",0.147296722383182
"P0Z60","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.158436657478097
"P0Z60","Bac + 2","2017-2019",0.314730995898965
"P0Z60","Bac, brevet professionnel ou équivalent","2017-2019",0.277976296262685
"P0Z60","CAP, BEP ou autre diplôme équivalent","2017-2019",0.15135889579187
"P0Z60","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.0930310138391542
"P0Z60","En cours d'études initiales","2017-2019",0.00446614072922877
"P0Z61","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.124159349920193
"P0Z61","Bac + 2","2017-2019",0.190222023098986
"P0Z61","Bac, brevet professionnel ou équivalent","2017-2019",0.314727898505261
"P0Z61","CAP, BEP ou autre diplôme équivalent","2017-2019",0.249276681926151
"P0Z61","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.112608333319467
"P0Z61","En cours d'études initiales","2017-2019",0.0090057132299421
"P0Z62","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.0362847658157647
"P0Z62","Bac + 2","2017-2019",0.110314275020262
"P0Z62","Bac, brevet professionnel ou équivalent","2017-2019",0.407216406257486
"P0Z62","CAP, BEP ou autre diplôme équivalent","2017-2019",0.249008950584942
"P0Z62","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.188771244730689
"P0Z62","En cours d'études initiales","2017-2019",0.00840435759085678
"P1Z80","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.305736811819946
"P1Z80","Bac + 2","2017-2019",0.195077978126872
"P1Z80","Bac, brevet professionnel ou équivalent","2017-2019",0.326174617449715
"P1Z80","CAP, BEP ou autre diplôme équivalent","2017-2019",0.0924189002752798
"P1Z80","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.0805916923281874
"P1Z80","En cours d'études initiales","2017-2019",0
"P1Z81","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.314433588796638
"P1Z81","Bac + 2","2017-2019",0.234497076585234
"P1Z81","Bac, brevet professionnel ou équivalent","2017-2019",0.272987029982597
"P1Z81","CAP, BEP ou autre diplôme équivalent","2017-2019",0.102186991268073
"P1Z81","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.0605308868346378
"P1Z81","En cours d'études initiales","2017-2019",0.0153644265328198
"P1Z82","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.087725021624817
"P1Z82","Bac + 2","2017-2019",0.111950174516589
"P1Z82","Bac, brevet professionnel ou équivalent","2017-2019",0.515651128746987
"P1Z82","CAP, BEP ou autre diplôme équivalent","2017-2019",0.109920745715369
"P1Z82","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.124513702067469
"P1Z82","En cours d'études initiales","2017-2019",0.0502392273287681
"P2Z90","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.686675259201894
"P2Z90","Bac + 2","2017-2019",0.144792048594556
"P2Z90","Bac, brevet professionnel ou équivalent","2017-2019",0.103126330686654
"P2Z90","CAP, BEP ou autre diplôme équivalent","2017-2019",0.0304991971521353
"P2Z90","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.0204260783836059
"P2Z90","En cours d'études initiales","2017-2019",0.0144810859811541
"P2Z91","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.363234667273483
"P2Z91","Bac + 2","2017-2019",0.186123515266376
"P2Z91","Bac, brevet professionnel ou équivalent","2017-2019",0.256148868155985
"P2Z91","CAP, BEP ou autre diplôme équivalent","2017-2019",0.130807474631735
"P2Z91","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.0636854746724207
"P2Z91","En cours d'études initiales","2017-2019",0
"P2Z92","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.651833113437813
"P2Z92","Bac + 2","2017-2019",0.0820853512863062
"P2Z92","Bac, brevet professionnel ou équivalent","2017-2019",0.184890331929013
"P2Z92","CAP, BEP ou autre diplôme équivalent","2017-2019",0.0319932375242494
"P2Z92","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.0322682752271815
"P2Z92","En cours d'études initiales","2017-2019",0.0169296905954364
"P3Z90","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.921244447119273
"P3Z90","Bac + 2","2017-2019",0.0492967381007012
"P3Z90","Bac, brevet professionnel ou équivalent","2017-2019",0.00239391156552144
"P3Z90","CAP, BEP ou autre diplôme équivalent","2017-2019",0.00365314666375779
"P3Z90","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.0057401216891612
"P3Z90","En cours d'études initiales","2017-2019",0.0176716348615857
"P3Z91","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.893290957190286
"P3Z91","Bac + 2","2017-2019",0
"P3Z91","Bac, brevet professionnel ou équivalent","2017-2019",0.0957072136468652
"P3Z91","CAP, BEP ou autre diplôme équivalent","2017-2019",0.00668938709618518
"P3Z91","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0
"P3Z91","En cours d'études initiales","2017-2019",0.00431244206666402
"P4Z60","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.0843093700814998
"P4Z60","Bac + 2","2017-2019",0.16871976496343
"P4Z60","Bac, brevet professionnel ou équivalent","2017-2019",0.46766274104225
"P4Z60","CAP, BEP ou autre diplôme équivalent","2017-2019",0.159058932837558
"P4Z60","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.105120405417268
"P4Z60","En cours d'études initiales","2017-2019",0.0151287856579942
"P4Z61","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.0443160612490094
"P4Z61","Bac + 2","2017-2019",0.0701842700871306
"P4Z61","Bac, brevet professionnel ou équivalent","2017-2019",0.428262481147269
"P4Z61","CAP, BEP ou autre diplôme équivalent","2017-2019",0.248616548716245
"P4Z61","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.208620638800347
"P4Z61","En cours d'études initiales","2017-2019",0
"P4Z80","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.0970600402259951
"P4Z80","Bac + 2","2017-2019",0.266500924100679
"P4Z80","Bac, brevet professionnel ou équivalent","2017-2019",0.39304730075863
"P4Z80","CAP, BEP ou autre diplôme équivalent","2017-2019",0.112000965245956
"P4Z80","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.13139076966874
"P4Z80","En cours d'études initiales","2017-2019",0
"Q0Z60","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.276760716419253
"Q0Z60","Bac + 2","2017-2019",0.358729537377743
"Q0Z60","Bac, brevet professionnel ou équivalent","2017-2019",0.200563916716212
"Q0Z60","CAP, BEP ou autre diplôme équivalent","2017-2019",0.0869495782302689
"Q0Z60","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.0416177190042415
"Q0Z60","En cours d'études initiales","2017-2019",0.0353785322522811
"Q1Z80","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.349947583447231
"Q1Z80","Bac + 2","2017-2019",0.331190749889193
"Q1Z80","Bac, brevet professionnel ou équivalent","2017-2019",0.192963915634386
"Q1Z80","CAP, BEP ou autre diplôme équivalent","2017-2019",0.0721379992587237
"Q1Z80","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.0259895760339387
"Q1Z80","En cours d'études initiales","2017-2019",0.0277701757365274
"Q1Z81","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.291450833445607
"Q1Z81","Bac + 2","2017-2019",0.369076483616523
"Q1Z81","Bac, brevet professionnel ou équivalent","2017-2019",0.208406618763486
"Q1Z81","CAP, BEP ou autre diplôme équivalent","2017-2019",0.0874229331274558
"Q1Z81","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.0345467849620677
"Q1Z81","En cours d'études initiales","2017-2019",0.00909634608486057
"Q2Z90","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.690639591624428
"Q2Z90","Bac + 2","2017-2019",0.177309622095294
"Q2Z90","Bac, brevet professionnel ou équivalent","2017-2019",0.0809463020162518
"Q2Z90","CAP, BEP ou autre diplôme équivalent","2017-2019",0.0342896895139242
"Q2Z90","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.0115075627035917
"Q2Z90","En cours d'études initiales","2017-2019",0.00530723204650989
"Q2Z91","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.527242871872893
"Q2Z91","Bac + 2","2017-2019",0.225593576215251
"Q2Z91","Bac, brevet professionnel ou équivalent","2017-2019",0.17487347411493
"Q2Z91","CAP, BEP ou autre diplôme équivalent","2017-2019",0.0376230237202438
"Q2Z91","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.0327396417366828
"Q2Z91","En cours d'études initiales","2017-2019",0.00192741233999993
"R0Z60","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.071015768383194
"R0Z60","Bac + 2","2017-2019",0.105824833240277
"R0Z60","Bac, brevet professionnel ou équivalent","2017-2019",0.252850670731784
"R0Z60","CAP, BEP ou autre diplôme équivalent","2017-2019",0.321089401612977
"R0Z60","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.204613312780123
"R0Z60","En cours d'études initiales","2017-2019",0.0446060132516452
"R0Z61","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.0431105622793293
"R0Z61","Bac + 2","2017-2019",0.0641590185713392
"R0Z61","Bac, brevet professionnel ou équivalent","2017-2019",0.300282055234188
"R0Z61","CAP, BEP ou autre diplôme équivalent","2017-2019",0.270057534688638
"R0Z61","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.200340691906546
"R0Z61","En cours d'études initiales","2017-2019",0.12205013731996
"R1Z60","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.0853517219306557
"R1Z60","Bac + 2","2017-2019",0.112902633124525
"R1Z60","Bac, brevet professionnel ou équivalent","2017-2019",0.237104540163269
"R1Z60","CAP, BEP ou autre diplôme équivalent","2017-2019",0.308125264857866
"R1Z60","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.183073017859106
"R1Z60","En cours d'études initiales","2017-2019",0.0734428220645778
"R1Z61","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.0938242441419981
"R1Z61","Bac + 2","2017-2019",0.157068774470216
"R1Z61","Bac, brevet professionnel ou équivalent","2017-2019",0.356405304122702
"R1Z61","CAP, BEP ou autre diplôme équivalent","2017-2019",0.247021547770974
"R1Z61","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.105451314208696
"R1Z61","En cours d'études initiales","2017-2019",0.0402288152854144
"R1Z62","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.114227734234394
"R1Z62","Bac + 2","2017-2019",0.131005850544142
"R1Z62","Bac, brevet professionnel ou équivalent","2017-2019",0.335218328355069
"R1Z62","CAP, BEP ou autre diplôme équivalent","2017-2019",0.225374542947624
"R1Z62","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.115467057133087
"R1Z62","En cours d'études initiales","2017-2019",0.0787064867856849
"R1Z63","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.137604221635884
"R1Z63","Bac + 2","2017-2019",0.273299829852292
"R1Z63","Bac, brevet professionnel ou équivalent","2017-2019",0.306546593346978
"R1Z63","CAP, BEP ou autre diplôme équivalent","2017-2019",0.214011293862353
"R1Z63","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.042373387912115
"R1Z63","En cours d'études initiales","2017-2019",0.026164673390378
"R1Z66","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.0700182281560592
"R1Z66","Bac + 2","2017-2019",0.112154011320352
"R1Z66","Bac, brevet professionnel ou équivalent","2017-2019",0.310694168508101
"R1Z66","CAP, BEP ou autre diplôme équivalent","2017-2019",0.255591544284199
"R1Z66","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.198541102487322
"R1Z66","En cours d'études initiales","2017-2019",0.0530009452439671
"R1Z67","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.167520076829181
"R1Z67","Bac + 2","2017-2019",0.216297823024768
"R1Z67","Bac, brevet professionnel ou équivalent","2017-2019",0.366260914858765
"R1Z67","CAP, BEP ou autre diplôme équivalent","2017-2019",0.128668300853072
"R1Z67","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.0995697400028163
"R1Z67","En cours d'études initiales","2017-2019",0.021683144431397
"R2Z80","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.228356488728862
"R2Z80","Bac + 2","2017-2019",0.289435079791631
"R2Z80","Bac, brevet professionnel ou équivalent","2017-2019",0.221036880999756
"R2Z80","CAP, BEP ou autre diplôme équivalent","2017-2019",0.15335243910427
"R2Z80","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.0713577088324763
"R2Z80","En cours d'études initiales","2017-2019",0.0364614025430043
"R2Z83","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.178557363214643
"R2Z83","Bac + 2","2017-2019",0.270075639697613
"R2Z83","Bac, brevet professionnel ou équivalent","2017-2019",0.240560173305649
"R2Z83","CAP, BEP ou autre diplôme équivalent","2017-2019",0.150655260084773
"R2Z83","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.10323111377596
"R2Z83","En cours d'études initiales","2017-2019",0.0569204499213618
"R3Z80","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.180827202850338
"R3Z80","Bac + 2","2017-2019",0.156143022551698
"R3Z80","Bac, brevet professionnel ou équivalent","2017-2019",0.221986140141424
"R3Z80","CAP, BEP ou autre diplôme équivalent","2017-2019",0.230825823727629
"R3Z80","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.193818658998792
"R3Z80","En cours d'études initiales","2017-2019",0.0163991517301185
"R3Z81","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.22297799537311
"R3Z81","Bac + 2","2017-2019",0.141482541561306
"R3Z81","Bac, brevet professionnel ou équivalent","2017-2019",0.227843761768978
"R3Z81","CAP, BEP ou autre diplôme équivalent","2017-2019",0.180791951363856
"R3Z81","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.224038091138968
"R3Z81","En cours d'études initiales","2017-2019",0.0028656587937806
"R3Z82","Diplôme supérieur (bac + 3 ou plus)","2017-2019",0.239664627218107
"R3Z82","Bac + 2","2017-2019",0.287924444996615
"R3Z82","Bac, brevet professionnel ou équivalent","2017-2019",0.249984175336485
"R3Z82","CAP, BEP ou autre diplôme équivalent","2017-2019",0.121135931697214
"R3Z82","Aucun diplôme, CEP ou brevet des collèges","2017-2019",0.068129009733839
"R3Z82","En cours d'études initiales","2017-2019",0.0331618110177401
