"code_reg","FAP_3","emp_fap_reg","emp_reg","variable","nom_reg","GID","var_classe","REG","emp_fap_reg2","pourcentage"
24,"T2B","17184.81","975024.95","1.7625","Centre-Val de Loire","FRA.4_1","1,5 - 2,0","24",17184.81,0.0429489932017378
27,"T2B","18886.89","1070586.35","1.7642","Bourgogne-Franche-Comté","FRA.2_1","1,5 - 2,0","27",18886.89,0.0472029024593213
28,"T2B","23971.26","1269386.93","1.8884","Normandie","FRA.9_1","1,5 - 2,0","28",23971.26,0.0599099718168015
32,"T2B","39620.37","2109995.91","1.8777","Hauts-de-France","FRA.7_1","1,5 - 2,0","32",39620.37,0.0990208795896105
44,"T2B","33562.03","2060125.53","1.6291","Grand Est","FRA.6_1","1,5 - 2,0","44",33562.03,0.0838796238251409
52,"T2B","31196.86","1530280.18","2.0386","Pays de la Loire","FRA.12_1","2,0 - 2,5","52",31196.86,0.0779684924101904
53,"T2B","22309.21","1308549.40","1.7049","Bretagne","FRA.3_1","1,5 - 2,0","53",22309.21,0.0557561072031719
75,"T2B","34628.89","2326392.53","1.4885","Nouvelle-Aquitaine","FRA.10_1","1,0 - 1,5","75",34628.89,0.0865459647906334
76,"T2B","28152.75","2211951.10","1.2728","Occitanie","FRA.11_1","1,0 - 1,5","76",28152.75,0.0703605258574417
84,"T2B","53604.93","3200845.62","1.6747","Auvergne-Rhône-Alpes","FRA.1_1","1,5 - 2,0","84",53604.93,0.133971674644621
93,"T2B","18513.72","1900656.30","0.9741","Provence-Alpes-Côte d'Azur","FRA.13_1","0,75 - 1,0","93",18513.72,0.0462702604462241
94,"T2B","1072.27","131710.37","0.8141","Corse","FRA.5_1","0,75 - 1,0","94",1072.27,0.00267986186291425
101,"T3Z","1415.83","126983.02","1.1150","Guadeloupe","Dom____","1,0 - 1,5","1",1415.83,0.00653787386548381
102,"T3Z","1718.01","129619.25","1.3254","Martinique","Dom____","1,0 - 1,5","2",1718.01,0.00793324952829071
103,"T3Z","1091.42","68798.00","1.5864","Guyane","Dom____","1,5 - 2,0","3",1091.42,0.005039846799592
104,"T3Z","2541.80","260932.19","0.9741","La Réunion","Dom____","0,75 - 1,0","4",2541.8,0.0117372620945218
11,"T3Z","88442.92","5730403.41","1.5434","Île-de-France","FRA.8_1","1,5 - 2,0","11",88442.92,0.408402601481163
24,"T3Z","5801.25","975024.95","0.5950","Centre-Val de Loire","FRA.4_1","0,5 - 0,75","24",5801.25,0.0267884144015439
27,"T3Z","5022.52","1070586.35","0.4691","Bourgogne-Franche-Comté","FRA.2_1","0,25 - 0,5","27",5022.52,0.0231924752596496
28,"T3Z","7861.90","1269386.93","0.6193","Normandie","FRA.9_1","0,5 - 0,75","28",7861.9,0.0363038716110318
32,"T3Z","15858.06","2109995.91","0.7516","Hauts-de-France","FRA.7_1","0,75 - 1,0","32",15858.06,0.0732277152138846
44,"T3Z","12176.36","2060125.53","0.5910","Grand Est","FRA.6_1","0,5 - 0,75","44",12176.36,0.0562267403718825
52,"T3Z","6444.79","1530280.18","0.4212","Pays de la Loire","FRA.12_1","0,25 - 0,5","52",6444.79,0.0297600870934585
53,"T3Z","5303.17","1308549.40","0.4053","Bretagne","FRA.3_1","0,25 - 0,5","53",5303.17,0.0244884319072331
75,"T3Z","11538.22","2326392.53","0.4960","Nouvelle-Aquitaine","FRA.10_1","0,25 - 0,5","75",11538.22,0.0532800032434703
76,"T3Z","11469.49","2211951.10","0.5185","Occitanie","FRA.11_1","0,5 - 0,75","76",11469.49,0.052962628932448
84,"T3Z","18733.34","3200845.62","0.5853","Auvergne-Rhône-Alpes","FRA.1_1","0,5 - 0,75","84",18733.34,0.0865048868855883
93,"T3Z","19866.51","1900656.30","1.0452","Provence-Alpes-Côte d'Azur","FRA.13_1","1,0 - 1,5","93",19866.51,0.0917375225326295
94,"T3Z","1272.58","131710.37","0.9662","Corse","FRA.5_1","0,75 - 1,0","94",1272.58,0.0058763887781283
101,"T4Z","7997.72","126983.02","6.2983","Guadeloupe","Dom____","5,0 - 7,5","1",7997.72,0.00643591626446214
102,"T4Z","8204.14","129619.25","6.3294","Martinique","Dom____","5,0 - 7,5","2",8204.14,0.00660202633524609
103,"T4Z","4601.85","68798.00","6.6889","Guyane","Dom____","5,0 - 7,5","3",4601.85,0.00370319556843889
104,"T4Z","18022.19","260932.19","6.9068","La Réunion","Dom____","5,0 - 7,5","4",18022.19,0.0145027965147851
106,"T4Z","19.15","438.45","4.3676","Mayotte","Dom____","4,0 - 4,5","6",19.15,1.54103665125123e-05
11,"T4Z","213121.56","5730403.41","3.7191","Île-de-France","FRA.8_1","3,5 - 4,0","11",213121.56,0.171502942627592
24,"T4Z","47499.72","975024.95","4.8716","Centre-Val de Loire","FRA.4_1","4,5 - 5,0","24",47499.72,0.0382239213807682
27,"T4Z","54536.14","1070586.35","5.0940","Bourgogne-Franche-Comté","FRA.2_1","5,0 - 7,5","27",54536.14,0.0438862613878686
28,"T4Z","67184.26","1269386.93","5.2927","Normandie","FRA.9_1","5,0 - 7,5","28",67184.26,0.0540644423222935
32,"T4Z","115472.75","2109995.91","5.4727","Hauts-de-France","FRA.7_1","5,0 - 7,5","32",115472.75,0.0929231018124128
44,"T4Z","104759.18","2060125.53","5.0851","Grand Est","FRA.6_1","5,0 - 7,5","44",104759.18,0.0843016897833028
52,"T4Z","68190.65","1530280.18","4.4561","Pays de la Loire","FRA.12_1","4,0 - 4,5","52",68190.65,0.0548743033538615
53,"T4Z","61810.65","1308549.40","4.7236","Bretagne","FRA.3_1","4,5 - 5,0","53",61810.65,0.0497401969126172
75,"T4Z","115397.13","2326392.53","4.9603","Nouvelle-Aquitaine","FRA.10_1","4,5 - 5,0","75",115397.13,0.0928622489708631
76,"T4Z","110639.90","2211951.10","5.0019","Occitanie","FRA.11_1","5,0 - 7,5","76",110639.9,0.0890340161831702
84,"T4Z","144514.78","3200845.62","4.5149","Auvergne-Rhône-Alpes","FRA.1_1","4,5 - 5,0","84",144514.78,0.116293771607054
93,"T4Z","94194.46","1900656.30","4.9559","Provence-Alpes-Côte d'Azur","FRA.13_1","4,5 - 5,0","93",94194.46,0.0758000601591739
94,"T4Z","6503.76","131710.37","4.9379","Corse","FRA.5_1","4,5 - 5,0","94",6503.76,0.00523369844957791
101,"T6Z","1894.15","126983.02","1.4917","Guadeloupe","Dom____","1,0 - 1,5","1",1894.15,0.0101500426171575
102,"T6Z","1510.17","129619.25","1.1651","Martinique","Dom____","1,0 - 1,5","2",1510.17,0.00809243716661974
103,"T6Z","609.24","68798.00","0.8856","Guyane","Dom____","0,75 - 1,0","3",609.24,0.00326468968353987
104,"T6Z","2142.06","260932.19","0.8209","La Réunion","Dom____","0,75 - 1,0","4",2142.06,0.011478499743161
106,"T6Z","4.60","438.45","1.0498","Mayotte","Dom____","1,0 - 1,5","6",4.6,2.46496824638622e-05
11,"T6Z","47919.34","5730403.41","0.8362","Île-de-France","FRA.8_1","0,75 - 1,0","11",47919.34,0.256781851060403
24,"T6Z","5423.12","975024.95","0.5562","Centre-Val de Loire","FRA.4_1","0,5 - 0,75","24",5423.12,0.0290604752094392
27,"T6Z","5796.97","1070586.35","0.5415","Bourgogne-Franche-Comté","FRA.2_1","0,5 - 0,75","27",5796.97,0.0310637977722903
28,"T6Z","6943.56","1269386.93","0.5470","Normandie","FRA.9_1","0,5 - 0,75","28",6943.56,0.0372079454714729
32,"T6Z","11666.14","2109995.91","0.5529","Hauts-de-France","FRA.7_1","0,5 - 0,75","32",11666.14,0.0625144883867308
44,"T6Z","11871.90","2060125.53","0.5763","Grand Est","FRA.6_1","0,5 - 0,75","44",11871.9,0.0636170794005926
52,"T6Z","9002.91","1530280.18","0.5883","Pays de la Loire","FRA.12_1","0,5 - 0,75","52",9002.91,0.0482432332066804
53,"T6Z","7219.03","1308549.40","0.5517","Bretagne","FRA.3_1","0,5 - 0,75","53",7219.03,0.0386840863471946
75,"T6Z","16824.46","2326392.53","0.7232","Nouvelle-Aquitaine","FRA.10_1","0,5 - 0,75","75",16824.46,0.0901559992665112
76,"T6Z","17051.96","2211951.10","0.7709","Occitanie","FRA.11_1","0,75 - 1,0","76",17051.96,0.0913750868231479
84,"T6Z","21436.92","3200845.62","0.6697","Auvergne-Rhône-Alpes","FRA.1_1","0,5 - 0,75","84",21436.92,0.114872450218091
93,"T6Z","17926.74","1900656.30","0.9432","Provence-Alpes-Côte d'Azur","FRA.13_1","0,75 - 1,0","93",17926.74,0.0960627062200473
94,"T6Z","1371.71","131710.37","1.0415","Corse","FRA.5_1","1,0 - 1,5","94",1371.71,0.00735048172445749
101,"U0Z","372.08","126983.02","0.2930","Guadeloupe","Dom____","0,25 - 0,5","1",372.08,0.00218465040015717
102,"U0Z","368.93","129619.25","0.2846","Martinique","Dom____","0,25 - 0,5","2",368.93,0.00216615532178559
103,"U0Z","205.40","68798.00","0.2986","Guyane","Dom____","0,25 - 0,5","3",205.4,0.00120599653889562
104,"U0Z","704.41","260932.19","0.2700","La Réunion","Dom____","0,25 - 0,5","4",704.41,0.00413591052562543
106,"U0Z","3.42","438.45","0.7799","Mayotte","Dom____","0,75 - 1,0","6",3.42,2.00803708034227e-05
11,"U0Z","89462.34","5730403.41","1.5612","Île-de-France","FRA.8_1","1,5 - 2,0","11",89462.34,0.525273964953764
24,"U0Z","2972.75","975024.95","0.3049","Centre-Val de Loire","FRA.4_1","0,25 - 0,5","24",2972.75,0.0174543632473318
27,"U0Z","3081.63","1070586.35","0.2878","Bourgogne-Franche-Comté","FRA.2_1","0,25 - 0,5","27",3081.63,0.0180936470991086
28,"U0Z","4009.42","1269386.93","0.3159","Normandie","FRA.9_1","0,25 - 0,5","28",4009.42,0.0235411228966839
32,"U0Z","7496.52","2109995.91","0.3553","Hauts-de-France","FRA.7_1","0,25 - 0,5","32",7496.52,0.0440154682266884
44,"U0Z","7534.47","2060125.53","0.3657","Grand Est","FRA.6_1","0,25 - 0,5","44",7534.47,0.0442382898851649
52,"U0Z","6398.99","1530280.18","0.4182","Pays de la Loire","FRA.12_1","0,25 - 0,5","52",6398.99,0.0375713719202906
53,"U0Z","5532.90","1308549.40","0.4228","Bretagne","FRA.3_1","0,25 - 0,5","53",5532.9,0.03248616480066
75,"U0Z","9578.06","2326392.53","0.4117","Nouvelle-Aquitaine","FRA.10_1","0,25 - 0,5","75",9578.06,0.0562371334436932
76,"U0Z","8863.33","2211951.10","0.4007","Occitanie","FRA.11_1","0,25 - 0,5","76",8863.33,0.0520406295184504
84,"U0Z","15275.91","3200845.62","0.4772","Auvergne-Rhône-Alpes","FRA.1_1","0,25 - 0,5","84",15275.91,0.089691794491144
93,"U0Z","8030.97","1900656.30","0.4225","Provence-Alpes-Côte d'Azur","FRA.13_1","0,25 - 0,5","93",8030.97,0.047153466523732
94,"U0Z","424.05","131710.37","0.3220","Corse","FRA.5_1","0,25 - 0,5","94",424.05,0.00248978983602087
101,"U1Z","1166.20","126983.02","0.9184","Guadeloupe","Dom____","0,75 - 1,0","1",1166.2,0.00280917916998704
102,"U1Z","1374.90","129619.25","1.0607","Martinique","Dom____","1,0 - 1,5","2",1374.9,0.00331190228161137
103,"U1Z","474.77","68798.00","0.6901","Guyane","Dom____","0,5 - 0,75","3",474.77,0.00114364088023902
104,"U1Z","2286.91","260932.19","0.8764","La Réunion","Dom____","0,75 - 1,0","4",2286.91,0.00550878059992717
11,"U1Z","176518.30","5730403.41","3.0804","Île-de-France","FRA.8_1","3,0 - 3,5","11",176518.3,0.425202822398837
24,"U1Z","9898.94","975024.95","1.0152","Centre-Val de Loire","FRA.4_1","1,0 - 1,5","24",9898.94,0.0238448774249284
27,"U1Z","9932.94","1070586.35","0.9278","Bourgogne-Franche-Comté","FRA.2_1","0,75 - 1,0","27",9932.94,0.023926777692275
28,"U1Z","11259.87","1269386.93","0.8870","Normandie","FRA.9_1","0,75 - 1,0","28",11259.87,0.0271231283319859
32,"U1Z","19416.93","2109995.91","0.9202","Hauts-de-France","FRA.7_1","0,75 - 1,0","32",19416.93,0.0467721105308665
44,"U1Z","19450.83","2060125.53","0.9442","Grand Est","FRA.6_1","0,75 - 1,0","44",19450.83,0.0468537699150738
52,"U1Z","18328.90","1530280.18","1.1977","Pays de la Loire","FRA.12_1","1,0 - 1,5","52",18328.9,0.0441512297108347
53,"U1Z","15228.85","1308549.40","1.1638","Bretagne","FRA.3_1","1,0 - 1,5","53",15228.85,0.0366837319523728
75,"U1Z","27730.52","2326392.53","1.1920","Nouvelle-Aquitaine","FRA.10_1","1,0 - 1,5","75",27730.52,0.0667981471076222
76,"U1Z","31437.38","2211951.10","1.4213","Occitanie","FRA.11_1","1,0 - 1,5","76",31437.38,0.0757273478433949
84,"U1Z","40981.65","3200845.62","1.2803","Auvergne-Rhône-Alpes","FRA.1_1","1,0 - 1,5","84",40981.65,0.0987178850383291
93,"U1Z","28277.56","1900656.30","1.4878","Provence-Alpes-Côte d'Azur","FRA.13_1","1,0 - 1,5","93",28277.56,0.0681158742326005
94,"U1Z","1373.61","131710.37","1.0429","Corse","FRA.5_1","1,0 - 1,5","94",1373.61,0.00330879488911499
101,"V0Z","2675.94","126983.02","2.1073","Guadeloupe","Dom____","2,0 - 2,5","1",2675.94,0.00396101134702732
102,"V0Z","2909.67","129619.25","2.2448","Martinique","Dom____","2,0 - 2,5","2",2909.67,0.00430698591377422
103,"V0Z","1195.46","68798.00","1.7376","Guyane","Dom____","1,5 - 2,0","3",1195.46,0.00176955784693128
104,"V0Z","5093.37","260932.19","1.9520","La Réunion","Dom____","1,5 - 2,0","4",5093.37,0.00753936798456189
106,"V0Z","7.50","438.45","1.7102","Mayotte","Dom____","1,5 - 2,0","6",7.5,1.11017381192048e-05
11,"V0Z","109234.84","5730403.41","1.9062","Île-de-France","FRA.8_1","1,5 - 2,0","11",109234.84,0.161692878289765
24,"V0Z","27051.68","975024.95","2.7745","Centre-Val de Loire","FRA.4_1","2,5 - 3,0","24",27051.68,0.0400427556059374
27,"V0Z","31416.66","1070586.35","2.9345","Bourgogne-Franche-Comté","FRA.2_1","2,5 - 3,0","27",31416.66,0.0465039375866796
28,"V0Z","35114.67","1269386.93","2.7663","Normandie","FRA.9_1","2,5 - 3,0","28",35114.67,0.0519778493976397
32,"V0Z","57085.58","2109995.91","2.7055","Hauts-de-France","FRA.7_1","2,5 - 3,0","32",57085.58,0.0844998879390554
44,"V0Z","55860.64","2060125.53","2.7115","Grand Est","FRA.6_1","2,5 - 3,0","44",55860.64,0.0826866928601569
52,"V0Z","41633.17","1530280.18","2.7206","Pays de la Loire","FRA.12_1","2,5 - 3,0","52",41633.17,0.0616267400549779
53,"V0Z","40902.25","1308549.40","3.1258","Bretagne","FRA.3_1","3,0 - 3,5","53",40902.25,0.0605448090648327
75,"V0Z","67702.85","2326392.53","2.9102","Nouvelle-Aquitaine","FRA.10_1","2,5 - 3,0","75",67702.85,0.100215908083174
76,"V0Z","62539.73","2211951.10","2.8274","Occitanie","FRA.11_1","2,5 - 3,0","76",62539.73,0.0925732939341035
84,"V0Z","84045.34","3200845.62","2.6257","Auvergne-Rhône-Alpes","FRA.1_1","2,5 - 3,0","84",84045.34,0.124406580642604
93,"V0Z","48348.84","1900656.30","2.5438","Provence-Alpes-Côte d'Azur","FRA.13_1","2,5 - 3,0","93",48348.84,0.0715674880063112
94,"V0Z","2751.70","131710.37","2.0892","Corse","FRA.5_1","2,0 - 2,5","94",2751.7,0.00407315370434878
101,"V1Z","3744.79","126983.02","2.9491","Guadeloupe","Dom____","2,5 - 3,0","1",3744.79,0.00606341662911024
102,"V1Z","3768.86","129619.25","2.9076","Martinique","Dom____","2,5 - 3,0","2",3768.86,0.00610238982607527
103,"V1Z","1798.83","68798.00","2.6147","Guyane","Dom____","2,5 - 3,0","3",1798.83,0.00291259476097254
104,"V1Z","7008.31","260932.19","2.6859","La Réunion","Dom____","2,5 - 3,0","4",7008.31,0.011347579809805
106,"V1Z","52.21","438.45","11.9090","Mayotte","Dom____","11.908991","6",52.21,8.45363777957764e-05
11,"V1Z","96748.34","5730403.41","1.6883","Île-de-France","FRA.8_1","1,5 - 2,0","11",96748.34,0.156651105561276
24,"V1Z","21435.69","975024.95","2.1985","Centre-Val de Loire","FRA.4_1","2,0 - 2,5","24",21435.69,0.0347078258600488
27,"V1Z","27251.48","1070586.35","2.5455","Bourgogne-Franche-Comté","FRA.2_1","2,5 - 3,0","27",27251.48,0.0441245242055936
28,"V1Z","29801.74","1269386.93","2.3477","Normandie","FRA.9_1","2,0 - 2,5","28",29801.74,0.0482538048575273
32,"V1Z","54698.10","2109995.91","2.5923","Hauts-de-France","FRA.7_1","2,5 - 3,0","32",54698.1,0.0885650114213973
44,"V1Z","53348.42","2060125.53","2.5896","Grand Est","FRA.6_1","2,5 - 3,0","44",53348.42,0.0863796626686028
52,"V1Z","31521.68","1530280.18","2.0599","Pays de la Loire","FRA.12_1","2,0 - 2,5","52",31521.68,0.0510386640344296
53,"V1Z","34479.59","1308549.40","2.6349","Bretagne","FRA.3_1","2,5 - 3,0","53",34479.59,0.0558279955273601
75,"V1Z","58531.31","2326392.53","2.5160","Nouvelle-Aquitaine","FRA.10_1","2,5 - 3,0","75",58531.31,0.0947715942356197
76,"V1Z","60847.92","2211951.10","2.7509","Occitanie","FRA.11_1","2,5 - 3,0","76",60847.92,0.0985225580005205
84,"V1Z","77428.08","3200845.62","2.4190","Auvergne-Rhône-Alpes","FRA.1_1","2,0 - 2,5","84",77428.08,0.125368500725562
93,"V1Z","51211.53","1900656.30","2.6944","Provence-Alpes-Côte d'Azur","FRA.13_1","2,5 - 3,0","93",51211.53,0.0829196944566124
94,"V1Z","3927.06","131710.37","2.9816","Corse","FRA.5_1","2,5 - 3,0","94",3927.06,0.00635854104169089
101,"V2Z","1638.54","126983.02","1.2904","Guadeloupe","Dom____","1,0 - 1,5","1",1638.54,0.00396335487126873
102,"V2Z","1857.50","129619.25","1.4330","Martinique","Dom____","1,0 - 1,5","2",1857.5,0.00449298257801559
103,"V2Z","737.72","68798.00","1.0723","Guyane","Dom____","1,0 - 1,5","3",737.72,0.00178442159216886
104,"V2Z","4140.79","260932.19","1.5869","La Réunion","Dom____","1,5 - 2,0","4",4140.79,0.0100158801234031
106,"V2Z","16.75","438.45","3.8199","Mayotte","Dom____","3,5 - 4,0","6",16.75,4.05154552795484e-05
11,"V2Z","86816.41","5730403.41","1.5150","Île-de-France","FRA.8_1","1,5 - 2,0","11",86816.41,0.209994410560355
24,"V2Z","13074.88","975024.95","1.3410","Centre-Val de Loire","FRA.4_1","1,0 - 1,5","24",13074.88,0.0316259531895798
27,"V2Z","16566.31","1070586.35","1.5474","Bourgogne-Franche-Comté","FRA.2_1","1,5 - 2,0","27",16566.31,0.040071139818038
28,"V2Z","18377.29","1269386.93","1.4477","Normandie","FRA.9_1","1,0 - 1,5","28",18377.29,0.0444515982778682
32,"V2Z","33136.59","2109995.91","1.5705","Hauts-de-France","FRA.7_1","1,5 - 2,0","32",33136.59,0.0801518824036854
44,"V2Z","33565.37","2060125.53","1.6293","Grand Est","FRA.6_1","1,5 - 2,0","44",33565.37,0.0811890296821789
52,"V2Z","21349.88","1530280.18","1.3952","Pays de la Loire","FRA.12_1","1,0 - 1,5","52",21349.88,0.0516417975142523
53,"V2Z","20334.79","1308549.40","1.5540","Bretagne","FRA.3_1","1,5 - 2,0","53",20334.79,0.0491864641709856
75,"V2Z","37437.02","2326392.53","1.6092","Nouvelle-Aquitaine","FRA.10_1","1,5 - 2,0","75",37437.02,0.090553905051317
76,"V2Z","37565.58","2211951.10","1.6983","Occitanie","FRA.11_1","1,5 - 2,0","76",37565.58,0.0908648702412119
84,"V2Z","50308.28","3200845.62","1.5717","Auvergne-Rhône-Alpes","FRA.1_1","1,5 - 2,0","84",50308.28,0.121687335434687
93,"V2Z","34615.44","1900656.30","1.8212","Provence-Alpes-Côte d'Azur","FRA.13_1","1,5 - 2,0","93",34615.44,0.0837289738090682
94,"V2Z","1883.34","131710.37","1.4299","Corse","FRA.5_1","1,0 - 1,5","94",1883.34,0.00455548522663789
101,"V3Z","2061.30","126983.02","1.6233","Guadeloupe","Dom____","1,5 - 2,0","1",2061.3,0.00466432886783752
102,"V3Z","2113.14","129619.25","1.6303","Martinique","Dom____","1,5 - 2,0","2",2113.14,0.00478163290340182
103,"V3Z","838.38","68798.00","1.2186","Guyane","Dom____","1,0 - 1,5","3",838.38,0.0018970940844213
104,"V3Z","4932.94","260932.19","1.8905","La Réunion","Dom____","1,5 - 2,0","4",4932.94,0.0111623026465388
106,"V3Z","11.79","438.45","2.6890","Mayotte","Dom____","2,5 - 3,0","6",11.79,2.6678521977298e-05
11,"V3Z","81170.45","5730403.41","1.4165","Île-de-France","FRA.8_1","1,0 - 1,5","11",81170.45,0.183673251419183
24,"V3Z","14936.80","975024.95","1.5319","Centre-Val de Loire","FRA.4_1","1,5 - 2,0","24",14936.8,0.0337991303706959
27,"V3Z","17603.89","1070586.35","1.6443","Bourgogne-Franche-Comté","FRA.2_1","1,5 - 2,0","27",17603.89,0.0398342465013517
28,"V3Z","18799.73","1269386.93","1.4810","Normandie","FRA.9_1","1,0 - 1,5","28",18799.73,0.0425402044081653
32,"V3Z","34856.80","2109995.91","1.6520","Hauts-de-France","FRA.7_1","1,5 - 2,0","32",34856.8,0.0788742921847567
44,"V3Z","34456.25","2060125.53","1.6725","Grand Est","FRA.6_1","1,5 - 2,0","44",34456.25,0.0779679239084202
52,"V3Z","23474.70","1530280.18","1.5340","Pays de la Loire","FRA.12_1","1,5 - 2,0","52",23474.7,0.053118770132356
53,"V3Z","22802.06","1308549.40","1.7425","Bretagne","FRA.3_1","1,5 - 2,0","53",22802.06,0.0515967140659599
75,"V3Z","41167.79","2326392.53","1.7696","Nouvelle-Aquitaine","FRA.10_1","1,5 - 2,0","75",41167.79,0.0931548592257667
76,"V3Z","44950.15","2211951.10","2.0321","Occitanie","FRA.11_1","2,0 - 2,5","76",44950.15,0.101713618715678
84,"V3Z","56203.27","3200845.62","1.7559","Auvergne-Rhône-Alpes","FRA.1_1","1,5 - 2,0","84",56203.27,0.127177283620951
93,"V3Z","39142.92","1900656.30","2.0594","Provence-Alpes-Côte d'Azur","FRA.13_1","2,0 - 2,5","93",39142.92,0.0885729645017487
94,"V3Z","2406.17","131710.37","1.8269","Corse","FRA.5_1","1,5 - 2,0","94",2406.17,0.00544470392079009
101,"V4Z","1712.89","126983.02","1.3489","Guadeloupe","Dom____","1,0 - 1,5","1",1712.89,0.00519954007979697
102,"V4Z","1451.60","129619.25","1.1199","Martinique","Dom____","1,0 - 1,5","2",1451.6,0.00440638475315594
103,"V4Z","848.67","68798.00","1.2336","Guyane","Dom____","1,0 - 1,5","3",848.67,0.00257616874377298
104,"V4Z","3564.92","260932.19","1.3662","La Réunion","Dom____","1,0 - 1,5","4",3564.92,0.010821444705305
106,"V4Z","2.68","438.45","0.6108","Mayotte","Dom____","0,5 - 0,75","6",2.68,8.13523776416225e-06
11,"V4Z","60158.80","5730403.41","1.0498","Île-de-France","FRA.8_1","1,0 - 1,5","11",60158.8,0.182614231942793
24,"V4Z","11819.58","975024.95","1.2122","Centre-Val de Loire","FRA.4_1","1,0 - 1,5","24",11819.58,0.0358787662584093
27,"V4Z","14836.44","1070586.35","1.3858","Bourgogne-Franche-Comté","FRA.2_1","1,0 - 1,5","27",14836.44,0.0450365548409431
28,"V4Z","15886.95","1269386.93","1.2515","Normandie","FRA.9_1","1,0 - 1,5","28",15886.95,0.0482254162676707
32,"V4Z","32010.95","2109995.91","1.5171","Hauts-de-France","FRA.7_1","1,5 - 2,0","32",32010.95,0.0971704064577275
44,"V4Z","26914.72","2060125.53","1.3065","Grand Est","FRA.6_1","1,0 - 1,5","44",26914.72,0.0817006143865123
52,"V4Z","17883.61","1530280.18","1.1686","Pays de la Loire","FRA.12_1","1,0 - 1,5","52",17883.61,0.0542863505341603
53,"V4Z","15522.46","1308549.40","1.1862","Bretagne","FRA.3_1","1,0 - 1,5","53",15522.46,0.0471189935763798
75,"V4Z","30218.33","2326392.53","1.2989","Nouvelle-Aquitaine","FRA.10_1","1,0 - 1,5","75",30218.33,0.0917288430544467
76,"V4Z","31760.18","2211951.10","1.4358","Occitanie","FRA.11_1","1,0 - 1,5","76",31760.18,0.0964091849748472
84,"V4Z","41203.98","3200845.62","1.2873","Auvergne-Rhône-Alpes","FRA.1_1","1,0 - 1,5","84",41203.98,0.125076184376786
93,"V4Z","22572.87","1900656.30","1.1876","Provence-Alpes-Côte d'Azur","FRA.13_1","1,0 - 1,5","93",22572.87,0.0685207703244497
94,"V4Z","1061.43","131710.37","0.8059","Corse","FRA.5_1","0,75 - 1,0","94",1061.43,0.00322200948508013
101,"V5Z","2968.28","126983.02","2.3375","Guadeloupe","Dom____","2,0 - 2,5","1",2968.28,0.00706774023323533
102,"V5Z","3233.01","129619.25","2.4942","Martinique","Dom____","2,0 - 2,5","2",3233.01,0.00769808604695385
103,"V5Z","1553.03","68798.00","2.2574","Guyane","Dom____","2,0 - 2,5","3",1553.03,0.00369790336977019
104,"V5Z","6621.38","260932.19","2.5376","La Réunion","Dom____","2,5 - 3,0","4",6621.38,0.0157660981529841
11,"V5Z","83420.28","5730403.41","1.4557","Île-de-France","FRA.8_1","1,0 - 1,5","11",83420.28,0.198631149764765
24,"V5Z","14280.09","975024.95","1.4646","Centre-Val de Loire","FRA.4_1","1,0 - 1,5","24",14280.09,0.0340021718393216
27,"V5Z","17694.75","1070586.35","1.6528","Bourgogne-Franche-Comté","FRA.2_1","1,5 - 2,0","27",17694.75,0.0421327827873519
28,"V5Z","20264.14","1269386.93","1.5964","Normandie","FRA.9_1","1,5 - 2,0","28",20264.14,0.0482507302444222
32,"V5Z","34011.21","2109995.91","1.6119","Hauts-de-France","FRA.7_1","1,5 - 2,0","32",34011.21,0.0809837337778161
44,"V5Z","29522.61","2060125.53","1.4330","Grand Est","FRA.6_1","1,0 - 1,5","44",29522.61,0.0702959756111673
52,"V5Z","22695.07","1530280.18","1.4831","Pays de la Loire","FRA.12_1","1,0 - 1,5","52",22695.07,0.0540389920543521
53,"V5Z","18476.42","1308549.40","1.4120","Bretagne","FRA.3_1","1,0 - 1,5","53",18476.42,0.0439940089884222
75,"V5Z","37274.22","2326392.53","1.6022","Nouvelle-Aquitaine","FRA.10_1","1,5 - 2,0","75",37274.22,0.0887532525086801
76,"V5Z","39357.99","2211951.10","1.7793","Occitanie","FRA.11_1","1,5 - 2,0","76",39357.99,0.0937148953004009
84,"V5Z","55540.78","3200845.62","1.7352","Auvergne-Rhône-Alpes","FRA.1_1","1,5 - 2,0","84",55540.78,0.132247566062256
93,"V5Z","31296.14","1900656.30","1.6466","Provence-Alpes-Côte d'Azur","FRA.13_1","1,5 - 2,0","93",31296.14,0.0745189092076777
94,"V5Z","1766.42","131710.37","1.3411","Corse","FRA.5_1","1,0 - 1,5","94",1766.42,0.00420600405042366
101,"W0Z","7497.64","126983.02","5.9044","Guadeloupe","Dom____","5,0 - 7,5","1",7497.64,0.00703946323102334
102,"W0Z","7030.24","129619.25","5.4238","Martinique","Dom____","5,0 - 7,5","2",7030.24,0.00660062579495275
103,"W0Z","6545.36","68798.00","9.5139","Guyane","Dom____","7,5 - 10","3",6545.36,0.00614537655232992
104,"W0Z","17536.82","260932.19","6.7208","La Réunion","Dom____","5,0 - 7,5","4",17536.82,0.0164651543124336
106,"W0Z","140.18","438.45","31.9728","Mayotte","Dom____","31.9727929","6",140.18,0.000131613675199776
11,"W0Z","214509.91","5730403.41","3.7434","Île-de-France","FRA.8_1","3,5 - 4,0","11",214509.91,0.201401324168022
24,"W0Z","37147.07","975024.95","3.8099","Centre-Val de Loire","FRA.4_1","3,5 - 4,0","24",37147.07,0.0348770324269037
