"Fap3","rep_tps_partiel","annee","effectif","pourcentage","part"
"L0Z",1,"2014-2016",122.79,0.293875499605103,29.3875499605103
"L1Z",1,"2014-2016",74.82,0.249125961442413,24.9125961442413
"L2Z",1,"2014-2016",86.99,0.24657029478458,24.657029478458
"L3Z",1,"2014-2016",24.38,0.157097751143759,15.7097751143759
"L4Z",1,"2014-2016",62.88,0.154720602347383,15.4720602347383
"L5Z",1,"2014-2016",67.52,0.102995911892123,10.2995911892123
"L6Z",1,"2014-2016",9.28,0.0541676395050198,5.41676395050198
"M0Z",1,"2014-2016",5.31,0.146928610957388,14.6928610957388
"M1Z",1,"2014-2016",10.28,0.0641457631349058,6.41457631349058
"M2Z",1,"2014-2016",14.2,0.0402368875917373,4.02368875917373
"N0Z",1,"2014-2016",32.31,0.0824276748813715,8.24276748813715
"P0Z",1,"2014-2016",171.24,0.235142260793145,23.5142260793145
"P1Z",1,"2014-2016",76.75,0.184904114869423,18.4904114869423
"P2Z",1,"2014-2016",48.13,0.107143652189399,10.7143652189399
"P3Z",1,"2014-2016",7.47,0.0854984548472015,8.54984548472016
"P4Z",1,"2014-2016",10.52,0.0283741503937857,2.83741503937857
"Q0Z",1,"2014-2016",42.36,0.161463693539165,16.1463693539165
"Q1Z",1,"2014-2016",29.89,0.162031766682929,16.2031766682929
"Q2Z",1,"2014-2016",17.58,0.07112225908245,7.112225908245
"R0Z",1,"2014-2016",137.86,0.45251928442475,45.251928442475
"R1Z",1,"2014-2016",229.59,0.273314921073308,27.3314921073308
"R2Z",1,"2014-2016",57.25,0.109684835712233,10.9684835712233
"R3Z",1,"2014-2016",69.15,0.125681570338059,12.5681570338059
"R4Z",1,"2014-2016",29.35,0.050620030699712,5.0620030699712
"S0Z",1,"2014-2016",13.37,0.0522143247676326,5.22143247676326
"S1Z",1,"2014-2016",86.38,0.241723800195886,24.1723800195886
"S2Z",1,"2014-2016",143.69,0.379770588857173,37.9770588857173
"S3Z",1,"2014-2016",14.58,0.0687735849056604,6.87735849056604
"T0Z",1,"2014-2016",47.29,0.228376877384459,22.8376877384459
"T1Z",1,"2014-2016",147.29,0.793887780951868,79.3887780951868
"T2A",1,"2014-2016",393.09,0.72285766826039,72.285766826039
"T2B",1,"2014-2016",153.17,0.3436539453905,34.3653945390501
"T2Z",1,"2014-2016",546.26,0.552056594239515,55.2056594239515
"T3Z",1,"2014-2016",33.63,0.145963541666667,14.5963541666667
"T4Z",1,"2014-2016",539.16,0.420381271685314,42.0381271685314
"T6Z",1,"2014-2016",38.09,0.229444009397024,22.9444009397024
"U0Z",1,"2014-2016",31.82,0.202533256953727,20.2533256953727
"U1Z",1,"2014-2016",125.72,0.318528465377891,31.8528465377891
"V0Z",1,"2014-2016",146.25,0.235215594190778,23.5215594190778
"V1Z",1,"2014-2016",142.56,0.234246372763273,23.4246372763272
"V2Z",1,"2014-2016",85.04,0.224332594702965,22.4332594702965
"V3Z",1,"2014-2016",121.33,0.283468062240082,28.3468062240082
"V4Z",1,"2014-2016",71.87,0.223810413552566,22.3810413552566
"V5Z",1,"2014-2016",207.52,0.482100127773261,48.210012777326
"W0Z",1,"2014-2016",162.64,0.151162250332271,15.1162250332271
"W1Z",1,"2014-2016",63.26,0.417089734291554,41.7089734291554
"X0Z",1,"2014-2016",16.05,0.43972602739726,43.972602739726
"ZZZ",1,"2014-2016",17.91,0.213417540514776,21.3417540514776
"A0Z",1,"2015-2017",56.37,0.116712907366765,11.6712907366765
"A1Z",1,"2015-2017",51.55,0.159691459372386,15.9691459372386
"A2Z",1,"2015-2017",6.62,0.0980159905241338,9.80159905241339
"A3Z",1,"2015-2017",3.64,0.136534133533383,13.6534133533383
"B0Z",1,"2015-2017",14.68,0.0874329958308517,8.74329958308517
"B1Z",1,"2015-2017",3.19,0.0357222844344905,3.57222844344905
"B2Z",1,"2015-2017",15.77,0.0460855080510827,4.60855080510827
"B3Z",1,"2015-2017",16.36,0.133235605505334,13.3235605505334
"B4Z",1,"2015-2017",34.84,0.0686610697252769,6.86610697252769
"B5Z",1,"2015-2017",1.02,0.0145651863487077,1.45651863487077
"B6Z",1,"2015-2017",14.74,0.0535746737905717,5.35746737905717
"B7Z",1,"2015-2017",9.08,0.055901003509204,5.5901003509204
"C0Z",1,"2015-2017",1.1,0.0462768195204039,4.62768195204039
"C1Z",1,"2015-2017",1.36,0.0303165403477486,3.03165403477486
"C2Z",1,"2015-2017",2.45,0.0208866155157715,2.08866155157715
"D0Z",1,"2015-2017",1.96,0.0431148262208535,4.31148262208535
"D1Z",1,"2015-2017",2.67,0.0243302351011482,2.43302351011482
"D2Z",1,"2015-2017",4.82,0.0352984254851703,3.52984254851703
"D3Z",1,"2015-2017",7.42,0.0439599502340186,4.39599502340186
"D4Z",1,"2015-2017",4.02,0.0308093194359289,3.08093194359289
"D6Z",1,"2015-2017",8.47,0.0323851036170375,3.23851036170375
"E0Z",1,"2015-2017",14.92,0.0769548174128327,7.69548174128327
"E1Z",1,"2015-2017",22.51,0.0755825666509973,7.55825666509973
"E2Z",1,"2015-2017",11.6,0.0537360448418029,5.37360448418029
"ENS",1,"2015-2017",4883.8,0.187594588573316,18.7594588573316
"F0Z",1,"2015-2017",2.22,0.107246376811594,10.7246376811594
"F1Z",1,"2015-2017",7.06,0.111409184156541,11.1409184156541
"F2Z",1,"2015-2017",1.13,0.0489813610749892,4.89813610749892
"F3Z",1,"2015-2017",3.96,0.0494752623688156,4.94752623688156
"F4Z",1,"2015-2017",3.32,0.0585022026431718,5.85022026431718
"F5Z",1,"2015-2017",1.81,0.0632645927997204,6.32645927997204
"G0A",1,"2015-2017",11.89,0.0596408507223114,5.96408507223114
"G0B",1,"2015-2017",9.28,0.0516531225648447,5.16531225648447
"G1Z",1,"2015-2017",24.84,0.0516402644380691,5.16402644380691
"H0Z",1,"2015-2017",12.42,0.042345721104671,4.2345721104671
"J0Z",1,"2015-2017",48.94,0.129125880583626,12.9125880583626
"J1Z",1,"2015-2017",26.82,0.0550492610837438,5.50492610837438
"J3Z",1,"2015-2017",107.75,0.1295165516744,12.95165516744
"J4Z",1,"2015-2017",7.28,0.0646134729741724,6.46134729741724
"J5Z",1,"2015-2017",33.7,0.18088132682089,18.088132682089
"J6Z",1,"2015-2017",3.43,0.0397727272727273,3.97727272727273
"K0Z",1,"2015-2017",17.19,0.175140091696383,17.5140091696383
"L0Z",1,"2015-2017",124.05,0.307313085269781,30.7313085269781
"L1Z",1,"2015-2017",70.24,0.241731768592766,24.1731768592766
"L2Z",1,"2015-2017",89.44,0.252043059234628,25.2043059234628
"L3Z",1,"2015-2017",23.17,0.155170104473614,15.5170104473614
"L4Z",1,"2015-2017",62.34,0.149178013352796,14.9178013352796
"L5Z",1,"2015-2017",64.86,0.0963558302259593,9.63558302259593
"L6Z",1,"2015-2017",7.94,0.0447399560489097,4.47399560489097
"M0Z",1,"2015-2017",5.15,0.130910015251652,13.0910015251652
"M1Z",1,"2015-2017",10.62,0.065942253958398,6.5942253958398
"M2Z",1,"2015-2017",16.44,0.0438248074001013,4.38248074001013
"N0Z",1,"2015-2017",29.86,0.0747378169348985,7.47378169348985
"P0Z",1,"2015-2017",160.6,0.230435905529888,23.0435905529888
"P1Z",1,"2015-2017",75.39,0.178029140198833,17.8029140198833
"P2Z",1,"2015-2017",48.29,0.10563272448868,10.563272448868
"P3Z",1,"2015-2017",8.04,0.0840564558285415,8.40564558285415
"P4Z",1,"2015-2017",9.97,0.0281423772828634,2.81423772828634
"Q0Z",1,"2015-2017",40.53,0.157900888265545,15.7900888265545
"Q1Z",1,"2015-2017",28.03,0.154878992153829,15.4878992153829
"Q2Z",1,"2015-2017",16.64,0.0655092319200032,6.55092319200032
"R0Z",1,"2015-2017",139.51,0.456840657541424,45.6840657541424
"R1Z",1,"2015-2017",234.1,0.277777777777778,27.7777777777778
"R2Z",1,"2015-2017",56.5,0.106352941176471,10.6352941176471
"R3Z",1,"2015-2017",69.14,0.124905155905626,12.4905155905626
"R4Z",1,"2015-2017",27.09,0.0446212383258388,4.46212383258388
"S0Z",1,"2015-2017",14.22,0.0558281967728004,5.58281967728004
"S1Z",1,"2015-2017",85.66,0.237937835060137,23.7937835060137
"S2Z",1,"2015-2017",152.13,0.378000298166277,37.8000298166277
"S3Z",1,"2015-2017",16.47,0.0789322342566855,7.89322342566855
"T0Z",1,"2015-2017",53.62,0.249627560521415,24.9627560521415
"T1Z",1,"2015-2017",139.12,0.807710171853228,80.7710171853228
"T2A",1,"2015-2017",402.14,0.719275966302384,71.9275966302384
"T2B",1,"2015-2017",144.75,0.337082576498533,33.7082576498533
"T2Z",1,"2015-2017",546.89,0.553246805798626,55.3246805798626
"T3Z",1,"2015-2017",34.24,0.151968399094581,15.1968399094581
"T4Z",1,"2015-2017",552.07,0.428978817971312,42.8978817971312
"T6Z",1,"2015-2017",41.9,0.234458060545017,23.4458060545017
"U0Z",1,"2015-2017",35.75,0.209529949595593,20.9529949595593
"U1Z",1,"2015-2017",124.7,0.306425850841627,30.6425850841627
"V0Z",1,"2015-2017",162.65,0.254438795463434,25.4438795463434
"V1Z",1,"2015-2017",134.54,0.216218822319362,21.6218822319362
"V2Z",1,"2015-2017",84.39,0.228167414697453,22.8167414697453
"V3Z",1,"2015-2017",118.24,0.280229416504716,28.0229416504716
"V4Z",1,"2015-2017",69.66,0.212975418857772,21.2975418857772
"V5Z",1,"2015-2017",208.11,0.479251105379514,47.9251105379514
"W0Z",1,"2015-2017",155.96,0.144643122124944,14.4643122124944
"W1Z",1,"2015-2017",65.2,0.422279792746114,42.2279792746114
"X0Z",1,"2015-2017",19,0.467634752645828,46.7634752645828
"ZZZ",1,"2015-2017",17.12,0.203301270632941,20.3301270632941
"A0Z",1,"2016-2018",56.91,0.12190472110359,12.190472110359
"A1Z",1,"2016-2018",52.42,0.162593052109181,16.2593052109181
"A2Z",1,"2016-2018",5.95,0.0879137115839244,8.79137115839244
"A3Z",1,"2016-2018",3.5,0.142508143322476,14.2508143322476
"B0Z",1,"2016-2018",13.52,0.0770633834929321,7.70633834929321
"B1Z",1,"2016-2018",2.69,0.0306029579067122,3.06029579067122
"B2Z",1,"2016-2018",15.54,0.0453709380748007,4.53709380748007
"B3Z",1,"2016-2018",15.16,0.126649958228906,12.6649958228906
"B4Z",1,"2016-2018",36.57,0.0715879727507635,7.15879727507635
"B5Z",1,"2016-2018",1.25,0.0172962501729625,1.72962501729625
"B6Z",1,"2016-2018",14.38,0.0497836247187121,4.97836247187121
"B7Z",1,"2016-2018",9.96,0.0577860292411232,5.77860292411232
"C0Z",1,"2016-2018",0.95,0.0372257053291536,3.72257053291536
"C1Z",1,"2016-2018",1.71,0.0385395537525355,3.85395537525355
"C2Z",1,"2016-2018",2.27,0.0192568713946386,1.92568713946386
"D0Z",1,"2016-2018",1.31,0.0284288194444444,2.84288194444444
"D1Z",1,"2016-2018",3.37,0.0311258889812506,3.11258889812506
"D2Z",1,"2016-2018",5.12,0.0370665315282705,3.70665315282705
"D3Z",1,"2016-2018",7.43,0.0441421102661597,4.41421102661597
"D4Z",1,"2016-2018",4,0.0312451179503203,3.12451179503203
"D6Z",1,"2016-2018",10.92,0.0406507091538547,4.06507091538547
"E0Z",1,"2016-2018",14.64,0.0764051980585564,7.64051980585564
"E1Z",1,"2016-2018",21.85,0.0725311203319502,7.25311203319502
"E2Z",1,"2016-2018",10,0.0467508181393174,4.67508181393174
"ENS",1,"2016-2018",4891.4,0.186393012834192,18.6393012834192
"F0Z",1,"2016-2018",1.12,0.0663507109004739,6.63507109004739
"F1Z",1,"2016-2018",8.63,0.129637975063843,12.9637975063843
"F2Z",1,"2016-2018",0.53,0.0215447154471545,2.15447154471545
"F3Z",1,"2016-2018",3.74,0.049753891179992,4.9753891179992
"F4Z",1,"2016-2018",2.59,0.048411214953271,4.8411214953271
"F5Z",1,"2016-2018",1.61,0.0600970511384845,6.00970511384845
"G0A",1,"2016-2018",13.67,0.0684801122132051,6.84801122132051
"G0B",1,"2016-2018",9.9,0.0537546831731552,5.37546831731552
"G1Z",1,"2016-2018",24.58,0.0500763980849547,5.00763980849547
"H0Z",1,"2016-2018",11.97,0.039719936288824,3.9719936288824
"J0Z",1,"2016-2018",48.24,0.126418407190964,12.6418407190964
"J1Z",1,"2016-2018",29.7,0.0598657555783999,5.98657555783999
"J3Z",1,"2016-2018",108.9,0.129354888521981,12.9354888521981
"J4Z",1,"2016-2018",6.42,0.060061745719899,6.0061745719899
"J5Z",1,"2016-2018",31.33,0.172351193750688,17.2351193750688
"J6Z",1,"2016-2018",3.32,0.0378476972184223,3.78476972184223
"K0Z",1,"2016-2018",18.77,0.190984940984941,19.0984940984941
"L0Z",1,"2016-2018",125.66,0.322527655860989,32.2527655860989
"L1Z",1,"2016-2018",65.02,0.231866485985308,23.1866485985308
"L2Z",1,"2016-2018",89.41,0.25262057468991,25.262057468991
"L3Z",1,"2016-2018",22.44,0.160503540519276,16.0503540519276
"L4Z",1,"2016-2018",59.35,0.136323961778758,13.6323961778758
"L5Z",1,"2016-2018",63.58,0.0928297148530464,9.28297148530464
"L6Z",1,"2016-2018",9.65,0.0530861480910991,5.30861480910991
"M0Z",1,"2016-2018",5.03,0.11849234393404,11.849234393404
"M1Z",1,"2016-2018",10.48,0.0623253047873922,6.23253047873922
"M2Z",1,"2016-2018",19.84,0.0497430111570766,4.97430111570766
"N0Z",1,"2016-2018",25.64,0.0654916985951469,6.54916985951469
"P0Z",1,"2016-2018",146.13,0.21870182737926,21.870182737926
"P1Z",1,"2016-2018",72.41,0.1740039409814,17.40039409814
"P2Z",1,"2016-2018",46.37,0.101439446972349,10.1439446972349
"P3Z",1,"2016-2018",7.24,0.0719825014913502,7.19825014913502
"P4Z",1,"2016-2018",9.45,0.0266986862551208,2.66986862551208
"Q0Z",1,"2016-2018",42.52,0.177196199366561,17.7196199366561
"Q1Z",1,"2016-2018",26.85,0.149765729585007,14.9765729585007
"Q2Z",1,"2016-2018",16.6,0.062952709621146,6.2952709621146
"R0Z",1,"2016-2018",138.32,0.452884552419619,45.2884552419619
"R1Z",1,"2016-2018",235.02,0.275906598889424,27.5906598889424
"R2Z",1,"2016-2018",53.8,0.100345052690478,10.0345052690478
"R3Z",1,"2016-2018",69.42,0.122507323615572,12.2507323615572
"R4Z",1,"2016-2018",26.37,0.0423308451721647,4.23308451721647
"S0Z",1,"2016-2018",16.09,0.0652605962279457,6.52605962279457
"S1Z",1,"2016-2018",81.7,0.220055485226385,22.0055485226385
"S2Z",1,"2016-2018",155.47,0.377244491895564,37.7244491895564
"S3Z",1,"2016-2018",17.72,0.0887419871794872,8.87419871794872
"T0Z",1,"2016-2018",58.64,0.263704636416783,26.3704636416783
"T1Z",1,"2016-2018",141.05,0.806968362034441,80.6968362034441
"T2A",1,"2016-2018",406.97,0.723360765005954,72.3360765005955
"T2B",1,"2016-2018",129.61,0.306095458517346,30.6095458517346
"T2Z",1,"2016-2018",536.58,0.544176706827309,54.4176706827309
"T3Z",1,"2016-2018",38.07,0.171687562009561,17.1687562009561
"T4Z",1,"2016-2018",549.7,0.427273363232882,42.7273363232882
"T6Z",1,"2016-2018",45.25,0.235382854764877,23.5382854764877
"U0Z",1,"2016-2018",39.29,0.212907770673025,21.2907770673025
"U1Z",1,"2016-2018",125.78,0.297457727326475,29.7457727326475
"V0Z",1,"2016-2018",190.16,0.278651290242223,27.8651290242223
"V1Z",1,"2016-2018",132.56,0.209763430651159,20.9763430651159
"V2Z",1,"2016-2018",86.26,0.229256365279328,22.9256365279328
"V3Z",1,"2016-2018",115.41,0.272534063806173,27.2534063806173
"V4Z",1,"2016-2018",73.32,0.213561691716183,21.3561691716183
"V5Z",1,"2016-2018",200.2,0.464598175953215,46.4598175953215
"W0Z",1,"2016-2018",158.16,0.147542818761894,14.7542818761894
"W1Z",1,"2016-2018",67.24,0.425785207700101,42.5785207700101
"X0Z",1,"2016-2018",19.77,0.464193472646161,46.4193472646161
"ZZZ",1,"2016-2018",19.95,0.209053756680289,20.9053756680289
"A0Z",1,"2017-2019",51.06,0.114103108449351,11.4103108449351
"A1Z",1,"2017-2019",51.6,0.160913088221536,16.0913088221536
"A2Z",1,"2017-2019",5.68,0.0867970660146699,8.67970660146699
"A3Z",1,"2017-2019",2.33,0.0961617829137433,9.61617829137433
"B0Z",1,"2017-2019",12.98,0.0721672411875904,7.21672411875904
"B1Z",1,"2017-2019",2.58,0.0282059691702197,2.82059691702197
"B2Z",1,"2017-2019",15.13,0.0432483420992454,4.32483420992454
"B3Z",1,"2017-2019",14.93,0.125188663424451,12.5188663424451
"B4Z",1,"2017-2019",35.38,0.0692395005675369,6.92395005675369
"B5Z",1,"2017-2019",1.19,0.0163506457818082,1.63506457818082
"B6Z",1,"2017-2019",13.87,0.0460216338177716,4.60216338177716
"B7Z",1,"2017-2019",10.46,0.0551309755969009,5.51309755969009
"C0Z",1,"2017-2019",0.99,0.0346396081175647,3.46396081175647
"C1Z",1,"2017-2019",1.78,0.0369524600373677,3.69524600373677
"C2Z",1,"2017-2019",2.45,0.0197692245622529,1.97692245622529
"D0Z",1,"2017-2019",0.82,0.0190078813166435,1.90078813166435
"D1Z",1,"2017-2019",3.81,0.0365537753046148,3.65537753046148
"D2Z",1,"2017-2019",4.74,0.0324501951119326,3.24501951119326
"D3Z",1,"2017-2019",7.37,0.0454573490408931,4.54573490408931
"D4Z",1,"2017-2019",4.06,0.0332950631458094,3.32950631458094
"D6Z",1,"2017-2019",12.04,0.0449891637396308,4.49891637396308
"E0Z",1,"2017-2019",15.67,0.0821451037953449,8.21451037953449
"E1Z",1,"2017-2019",22.28,0.0734174712492174,7.34174712492174
"E2Z",1,"2017-2019",8.73,0.0395308820865785,3.95308820865785
"ENS",1,"2017-2019",4862,0.183901959301006,18.3901959301006
"F0Z",1,"2017-2019",1.39,0.079610538373425,7.9610538373425
"F1Z",1,"2017-2019",11.09,0.160375994215474,16.0375994215474
"F2Z",1,"2017-2019",1.08,0.0407086317376555,4.07086317376555
"F3Z",1,"2017-2019",5,0.0634678852500635,6.34678852500635
"F4Z",1,"2017-2019",2.68,0.0538910114618942,5.38910114618942
"F5Z",1,"2017-2019",1.65,0.0601531170251549,6.01531170251549
"G0A",1,"2017-2019",13.18,0.0646015096559161,6.46015096559161
"G0B",1,"2017-2019",9.64,0.0536479492459235,5.36479492459235
"G1Z",1,"2017-2019",24.99,0.051009369067788,5.1009369067788
"H0Z",1,"2017-2019",11.86,0.0377514642220525,3.77514642220525
"J0Z",1,"2017-2019",50.55,0.13457391582142,13.457391582142
"J1Z",1,"2017-2019",30,0.0604582737147579,6.04582737147579
"J3Z",1,"2017-2019",107.24,0.128891132424701,12.8891132424701
"J4Z",1,"2017-2019",6.05,0.0576629813191003,5.76629813191003
"J5Z",1,"2017-2019",31.04,0.172992253246391,17.2992253246391
"J6Z",1,"2017-2019",3.9,0.0403434364332264,4.03434364332264
"K0Z",1,"2017-2019",20.18,0.195922330097087,19.5922330097087
"L0Z",1,"2017-2019",125.35,0.329037169256615,32.9037169256615
"L1Z",1,"2017-2019",65.16,0.229323572886605,22.9323572886605
"L2Z",1,"2017-2019",87.22,0.249207120203434,24.9207120203434
"L3Z",1,"2017-2019",23.69,0.173235831809872,17.3235831809872
"L4Z",1,"2017-2019",58.8,0.129967729101278,12.9967729101278
"L5Z",1,"2017-2019",64.53,0.0941892542803345,9.41892542803346
"L6Z",1,"2017-2019",11.48,0.062780269058296,6.2780269058296
"M0Z",1,"2017-2019",5.09,0.116529304029304,11.6529304029304
"M1Z",1,"2017-2019",9.65,0.0549012914604312,5.49012914604312
"M2Z",1,"2017-2019",23.1,0.052987727950453,5.2987727950453
"N0Z",1,"2017-2019",26.04,0.0664099359873505,6.64099359873505
"P0Z",1,"2017-2019",134.1,0.20501138952164,20.501138952164
"P1Z",1,"2017-2019",66.51,0.166637436424223,16.6637436424223
"P2Z",1,"2017-2019",45.55,0.0979254004084704,9.79254004084704
"P3Z",1,"2017-2019",6.99,0.0682883939038687,6.82883939038687
"P4Z",1,"2017-2019",8.86,0.0252213271086567,2.52213271086567
"Q0Z",1,"2017-2019",41.54,0.179005429630268,17.9005429630268
"Q1Z",1,"2017-2019",27.51,0.154169468728985,15.4169468728985
"Q2Z",1,"2017-2019",17.33,0.0609438739625826,6.09438739625826
"R0Z",1,"2017-2019",132.62,0.434506257781272,43.4506257781272
"R1Z",1,"2017-2019",236.8,0.273608559511017,27.3608559511017
"R2Z",1,"2017-2019",53.53,0.0988386048486863,9.88386048486863
"R3Z",1,"2017-2019",65.87,0.116780427267086,11.6780427267086
"R4Z",1,"2017-2019",25.69,0.0406609581994587,4.06609581994587
"S0Z",1,"2017-2019",16.47,0.0691551897883776,6.91551897883776
"S1Z",1,"2017-2019",77.68,0.208570508001289,20.8570508001289
"S2Z",1,"2017-2019",156.69,0.377957884072654,37.7957884072654
"S3Z",1,"2017-2019",18.46,0.0916948142261077,9.16948142261077
"T0Z",1,"2017-2019",59.78,0.264139271827501,26.4139271827501
"T1Z",1,"2017-2019",133.11,0.796875,79.6875
"T2A",1,"2017-2019",406.24,0.728524801836376,72.8524801836376
"T2B",1,"2017-2019",122.04,0.289324577416372,28.9324577416372
"T2Z",1,"2017-2019",528.28,0.539374942568637,53.9374942568637
"T3Z",1,"2017-2019",37.92,0.174641919587344,17.4641919587344
"T4Z",1,"2017-2019",534.63,0.417839641737853,41.7839641737853
"T6Z",1,"2017-2019",45.52,0.22920443101712,22.920443101712
"U0Z",1,"2017-2019",39.98,0.195980392156863,19.5980392156863
"U1Z",1,"2017-2019",126.03,0.292949954673299,29.2949954673299
"V0Z",1,"2017-2019",218.63,0.300749707682784,30.0749707682784
"V1Z",1,"2017-2019",138.91,0.21585964694182,21.585964694182
"V2Z",1,"2017-2019",89.4,0.230876504312794,23.0876504312794
"V3Z",1,"2017-2019",116.51,0.27021824338428,27.021824338428
"V4Z",1,"2017-2019",78.17,0.217459036915459,21.7459036915459
"V5Z",1,"2017-2019",190.49,0.45343965722447,45.343965722447
"W0Z",1,"2017-2019",152.99,0.144025832203645,14.4025832203645
"W1Z",1,"2017-2019",65.64,0.414341623532382,41.4341623532382
"X0Z",1,"2017-2019",19.28,0.461796407185629,46.1796407185629
"ZZZ",1,"2017-2019",21.04,0.200533739992375,20.0533739992375
