Fap3;Type_mmo;Annee;Taux;;;
E1Z;Taux de sortie;2012;33.42;;;
E2Z;Taux de sortie;2012;9.76;;;
Ensemble;Taux de sortie;2012;56.99;;;
F0Z;Taux de sortie;2012;26.6;;;
F1Z;Taux de sortie;2012;19.11;;;
F2Z;Taux de sortie;2012;14.68;;;
F3Z;Taux de sortie;2012;6.78;;;
F4Z;Taux de sortie;2012;29.88;;;
F5Z;Taux de sortie;2012;14.48;;;
G0A;Taux de sortie;2012;35.8;;;
G0B;Taux de sortie;2012;21.08;;;
G1Z;Taux de sortie;2012;11.38;;;
H0Z;Taux de sortie;2012;9.3;;;
J0Z;Taux de sortie;2012;39.61;;;
J1Z;Taux de sortie;2012;18.34;;;
J3Z;Taux de sortie;2012;31.74;;;
J4Z;Taux de sortie;2012;15.53;;;
J5Z;Taux de sortie;2012;22.37;;;
J6Z;Taux de sortie;2012;7.71;;;
K0Z;Taux de sortie;2012;116.63;;;
L0Z;Taux de sortie;2012;24.5;;;
L1Z;Taux de sortie;2012;17.66;;;
L2Z;Taux de sortie;2012;136;;;
L3Z;Taux de sortie;2012;13.29;;;
L4Z;Taux de sortie;2012;10.12;;;
L5Z;Taux de sortie;2012;13.45;;;
L6Z;Taux de sortie;2012;146.47;;;
M0Z;Taux de sortie;2012;40.16;;;
M1Z;Taux de sortie;2012;14.29;;;
M2Z;Taux de sortie;2012;15.29;;;
N0Z;Taux de sortie;2012;8.93;;;
P0Z;Taux de sortie;2012;3.21;;;
P1Z;Taux de sortie;2012;23.54;;;
P2Z;Taux de sortie;2012;2.54;;;
P3Z;Taux de sortie;2012;11.85;;;
P4Z;Taux de sortie;2012;10.91;;;
Q0Z;Taux de sortie;2012;15.07;;;
Q1Z;Taux de sortie;2012;12.75;;;
Q2Z;Taux de sortie;2012;3.73;;;
R0Z;Taux de sortie;2012;150.75;;;
R1Z;Taux de sortie;2012;63.01;;;
R2Z;Taux de sortie;2012;11.41;;;
R3Z;Taux de sortie;2012;24.15;;;
R4Z;Taux de sortie;2012;12.96;;;
S0Z;Taux de sortie;2012;36.64;;;
S1Z;Taux de sortie;2012;93.2;;;
S2Z;Taux de sortie;2012;127.74;;;
S3Z;Taux de sortie;2012;9.3;;;
T0Z;Taux de sortie;2012;24.05;;;
T1Z;Taux de sortie;2012;72.3;;;
T2A;Taux de sortie;2012;65.07;;;
T2B;Taux de sortie;2012;30.01;;;
T3Z;Taux de sortie;2012;88.64;;;
T4Z;Taux de sortie;2012;183.08;;;
T6Z;Taux de sortie;2012;677.4;;;
U0Z;Taux de sortie;2012;45.29;;;
U1Z;Taux de sortie;2012;378.86;;;
V0Z;Taux de sortie;2012;198.13;;;
V1Z;Taux de sortie;2012;159.25;;;
V2Z;Taux de sortie;2012;65.12;;;
V3Z;Taux de sortie;2012;27.23;;;
V4Z;Taux de sortie;2012;63.98;;;
V5Z;Taux de sortie;2012;194.11;;;
W0Z;Taux de sortie;2012;40.47;;;
W1Z;Taux de sortie;2012;77.06;;;
X0Z;Taux de sortie;2012;0.97;;;
ZZZ;Taux de sortie;2012;5771.62;;;
A0Z;Taux de sortie;2013;252.72;;;
A1Z;Taux de sortie;2013;132.27;;;
A2Z;Taux de sortie;2013;11.72;;;
A3Z;Taux de sortie;2013;75.4;;;
B0Z;Taux de sortie;2013;24.28;;;
B1Z;Taux de sortie;2013;33.71;;;
B2Z;Taux de sortie;2013;17.59;;;
B3Z;Taux de sortie;2013;48.41;;;
B4Z;Taux de sortie;2013;25.53;;;
B5Z;Taux de sortie;2013;13.29;;;
B6Z;Taux de sortie;2013;11.84;;;
B7Z;Taux de sortie;2013;13.74;;;
C0Z;Taux de sortie;2013;30.69;;;
C1Z;Taux de sortie;2013;27.86;;;
C2Z;Taux de sortie;2013;6.04;;;
D0Z;Taux de sortie;2013;8.42;;;
D1Z;Taux de sortie;2013;11.52;;;
D2Z;Taux de sortie;2013;13.21;;;
D3Z;Taux de sortie;2013;11.14;;;
D4Z;Taux de sortie;2013;10.25;;;
D6Z;Taux de sortie;2013;4.96;;;
E0Z;Taux de sortie;2013;86.23;;;
E1Z;Taux de sortie;2013;32.34;;;
E2Z;Taux de sortie;2013;7.78;;;
Ensemble;Taux de sortie;2013;61.86;;;
F0Z;Taux de sortie;2013;29.27;;;
F1Z;Taux de sortie;2013;14.28;;;
F2Z;Taux de sortie;2013;16.41;;;
F3Z;Taux de sortie;2013;5;;;
F4Z;Taux de sortie;2013;29.05;;;
F5Z;Taux de sortie;2013;13.22;;;
G0A;Taux de sortie;2013;41.23;;;
G0B;Taux de sortie;2013;23.81;;;
G1Z;Taux de sortie;2013;12.32;;;
H0Z;Taux de sortie;2013;8.92;;;
J0Z;Taux de sortie;2013;38.52;;;
J1Z;Taux de sortie;2013;19.13;;;
J3Z;Taux de sortie;2013;32.58;;;
J4Z;Taux de sortie;2013;16.12;;;
J5Z;Taux de sortie;2013;29.26;;;
J6Z;Taux de sortie;2013;7.72;;;
K0Z;Taux de sortie;2013;136.78;;;
L0Z;Taux de sortie;2013;31.22;;;
L1Z;Taux de sortie;2013;21.33;;;
L2Z;Taux de sortie;2013;164.28;;;
L3Z;Taux de sortie;2013;13.54;;;
L4Z;Taux de sortie;2013;9.95;;;
L5Z;Taux de sortie;2013;14.39;;;
L6Z;Taux de sortie;2013;157.48;;;
M0Z;Taux de sortie;2013;42.56;;;
M1Z;Taux de sortie;2013;14.81;;;
M2Z;Taux de sortie;2013;14.87;;;
N0Z;Taux de sortie;2013;8.44;;;
P0Z;Taux de sortie;2013;4.11;;;
P1Z;Taux de sortie;2013;2.09;;;
P2Z;Taux de sortie;2013;4.03;;;
P3Z;Taux de sortie;2013;8.32;;;
P4Z;Taux de sortie;2013;68.54;;;
Q0Z;Taux de sortie;2013;18.52;;;
Q1Z;Taux de sortie;2013;14.65;;;
Q2Z;Taux de sortie;2013;4.37;;;
R0Z;Taux de sortie;2013;172.21;;;
R1Z;Taux de sortie;2013;64.7;;;
R2Z;Taux de sortie;2013;11.48;;;
R3Z;Taux de sortie;2013;41.59;;;
R4Z;Taux de sortie;2013;14.64;;;
S0Z;Taux de sortie;2013;37.12;;;
S1Z;Taux de sortie;2013;103.55;;;
S2Z;Taux de sortie;2013;152.31;;;
S3Z;Taux de sortie;2013;12.36;;;
T0Z;Taux de sortie;2013;30.49;;;
T1Z;Taux de sortie;2013;39.15;;;
T2A;Taux de sortie;2013;60.39;;;
T2B;Taux de sortie;2013;5.8;;;
T3Z;Taux de sortie;2013;95.13;;;
T4Z;Taux de sortie;2013;202.37;;;
T6Z;Taux de sortie;2013;1035.49;;;
U0Z;Taux de sortie;2013;44.59;;;
U1Z;Taux de sortie;2013;574.54;;;
V0Z;Taux de sortie;2013;227.08;;;
V1Z;Taux de sortie;2013;179.29;;;
V2Z;Taux de sortie;2013;61.08;;;
V3Z;Taux de sortie;2013;26.13;;;
V4Z;Taux de sortie;2013;68.76;;;
V5Z;Taux de sortie;2013;193.38;;;
W0Z;Taux de sortie;2013;43.08;;;
W1Z;Taux de sortie;2013;118.59;;;
X0Z;Taux de sortie;2013;2.23;;;
ZZZ;Taux de sortie;2013;2196.66;;;
A0Z;Taux de sortie;2014;141.55;;;
A1Z;Taux de sortie;2014;137.85;;;
A2Z;Taux de sortie;2014;12.17;;;
A3Z;Taux de sortie;2014;51.88;;;
B0Z;Taux de sortie;2014;23.32;;;
B1Z;Taux de sortie;2014;29.58;;;
B2Z;Taux de sortie;2014;16.06;;;
B3Z;Taux de sortie;2014;48.87;;;
B4Z;Taux de sortie;2014;22.32;;;
B5Z;Taux de sortie;2014;15.26;;;
B6Z;Taux de sortie;2014;10.55;;;
B7Z;Taux de sortie;2014;11.7;;;
C0Z;Taux de sortie;2014;30.86;;;
C1Z;Taux de sortie;2014;23.86;;;
C2Z;Taux de sortie;2014;6.48;;;
D0Z;Taux de sortie;2014;10.46;;;
D1Z;Taux de sortie;2014;10.97;;;
D2Z;Taux de sortie;2014;14.85;;;
D3Z;Taux de sortie;2014;11.14;;;
D4Z;Taux de sortie;2014;9.45;;;
D6Z;Taux de sortie;2014;4.84;;;
E0Z;Taux de sortie;2014;81.75;;;
E1Z;Taux de sortie;2014;30.63;;;
E2Z;Taux de sortie;2014;7.52;;;
Ensemble;Taux de sortie;2014;61.95;;;
F0Z;Taux de sortie;2014;29.8;;;
F1Z;Taux de sortie;2014;14.23;;;
F2Z;Taux de sortie;2014;11.87;;;
F3Z;Taux de sortie;2014;5.01;;;
F4Z;Taux de sortie;2014;34.68;;;
F5Z;Taux de sortie;2014;9.29;;;
G0A;Taux de sortie;2014;44.37;;;
G0B;Taux de sortie;2014;23;;;
G1Z;Taux de sortie;2014;14.7;;;
H0Z;Taux de sortie;2014;8.48;;;
J0Z;Taux de sortie;2014;40.25;;;
J1Z;Taux de sortie;2014;18.26;;;
J3Z;Taux de sortie;2014;31.3;;;
J4Z;Taux de sortie;2014;18.47;;;
J5Z;Taux de sortie;2014;27.73;;;
J6Z;Taux de sortie;2014;15.54;;;
K0Z;Taux de sortie;2014;134.18;;;
L0Z;Taux de sortie;2014;22.51;;;
L1Z;Taux de sortie;2014;20.04;;;
L2Z;Taux de sortie;2014;149.54;;;
L3Z;Taux de sortie;2014;14.64;;;
L4Z;Taux de sortie;2014;9.95;;;
L5Z;Taux de sortie;2014;15.31;;;
L6Z;Taux de sortie;2014;122.25;;;
M0Z;Taux de sortie;2014;42.53;;;
M1Z;Taux de sortie;2014;12.54;;;
M2Z;Taux de sortie;2014;15.64;;;
N0Z;Taux de sortie;2014;8.35;;;
P0Z;Taux de sortie;2014;3.89;;;
P1Z;Taux de sortie;2014;0.95;;;
P2Z;Taux de sortie;2014;3.47;;;
P3Z;Taux de sortie;2014;13.34;;;
P4Z;Taux de sortie;2014;4.39;;;
Q0Z;Taux de sortie;2014;16.76;;;
Q1Z;Taux de sortie;2014;14.83;;;
Q2Z;Taux de sortie;2014;4.62;;;
R0Z;Taux de sortie;2014;184.25;;;
R1Z;Taux de sortie;2014;64.75;;;
R2Z;Taux de sortie;2014;11.81;;;
R3Z;Taux de sortie;2014;42.43;;;
R4Z;Taux de sortie;2014;14.66;;;
S0Z;Taux de sortie;2014;30.29;;;
S1Z;Taux de sortie;2014;101.24;;;
S2Z;Taux de sortie;2014;161.86;;;
S3Z;Taux de sortie;2014;13.31;;;
T0Z;Taux de sortie;2014;26.85;;;
T1Z;Taux de sortie;2014;65.82;;;
T2A;Taux de sortie;2014;53.63;;;
T2B;Taux de sortie;2014;3.77;;;
T3Z;Taux de sortie;2014;89.36;;;
T4Z;Taux de sortie;2014;197.17;;;
T6Z;Taux de sortie;2014;1173.18;;;
U0Z;Taux de sortie;2014;46.73;;;
U1Z;Taux de sortie;2014;634.05;;;
V0Z;Taux de sortie;2014;249.9;;;
V1Z;Taux de sortie;2014;188.27;;;
V2Z;Taux de sortie;2014;65.85;;;
V3Z;Taux de sortie;2014;30.16;;;
V4Z;Taux de sortie;2014;71.26;;;
V5Z;Taux de sortie;2014;169.93;;;
W0Z;Taux de sortie;2014;49.43;;;
W1Z;Taux de sortie;2014;109.33;;;
X0Z;Taux de sortie;2014;1.22;;;
ZZZ;Taux de sortie;2014;1141.87;;;
A0Z;Taux de rotation;2007;65.8;;;
A1Z;Taux de rotation;2007;89.41;;;
A2Z;Taux de rotation;2007;14.53;;;
A3Z;Taux de rotation;2007;53.75;;;
B0Z;Taux de rotation;2007;41.24;;;
B1Z;Taux de rotation;2007;44.17;;;
B2Z;Taux de rotation;2007;32.14;;;
B3Z;Taux de rotation;2007;60.71;;;
B4Z;Taux de rotation;2007;27.41;;;
B5Z;Taux de rotation;2007;24.64;;;
B6Z;Taux de rotation;2007;20.42;;;
B7Z;Taux de rotation;2007;25.54;;;
C0Z;Taux de rotation;2007;24.81;;;
C1Z;Taux de rotation;2007;21.39;;;
C2Z;Taux de rotation;2007;13;;;
D0Z;Taux de rotation;2007;17.7;;;
D1Z;Taux de rotation;2007;13.13;;;
D2Z;Taux de rotation;2007;23.1;;;
D3Z;Taux de rotation;2007;22.42;;;
D4Z;Taux de rotation;2007;13.74;;;
D6Z;Taux de rotation;2007;6.5;;;
E0Z;Taux de rotation;2007;86.73;;;
E1Z;Taux de rotation;2007;33.61;;;
E2Z;Taux de rotation;2007;9.68;;;
Ensemble;Taux de rotation;2007;51.82;;;
F0Z;Taux de rotation;2007;25.59;;;
F1Z;Taux de rotation;2007;25.18;;;
F2Z;Taux de rotation;2007;41.96;;;
F3Z;Taux de rotation;2007;15.75;;;
F4Z;Taux de rotation;2007;29.28;;;
F5Z;Taux de rotation;2007;11.38;;;
G0A;Taux de rotation;2007;32.12;;;
G0B;Taux de rotation;2007;26.93;;;
G1Z;Taux de rotation;2007;15.9;;;
H0Z;Taux de rotation;2007;11.58;;;
J0Z;Taux de rotation;2007;61.28;;;
J1Z;Taux de rotation;2007;24.21;;;
J3Z;Taux de rotation;2007;47.38;;;
J4Z;Taux de rotation;2007;23.64;;;
J5Z;Taux de rotation;2007;30.55;;;
J6Z;Taux de rotation;2007;18.2;;;
K0Z;Taux de rotation;2007;138.62;;;
L0Z;Taux de rotation;2007;30.01;;;
L1Z;Taux de rotation;2007;22.7;;;
L2Z;Taux de rotation;2007;114.57;;;
L3Z;Taux de rotation;2007;14.03;;;
L4Z;Taux de rotation;2007;15.88;;;
L5Z;Taux de rotation;2007;17.78;;;
L6Z;Taux de rotation;2007;227.98;;;
M0Z;Taux de rotation;2007;60.6;;;
M1Z;Taux de rotation;2007;24.88;;;
M2Z;Taux de rotation;2007;22.69;;;
N0Z;Taux de rotation;2007;15.53;;;
P0Z;Taux de rotation;2007;3.56;;;
P1Z;Taux de rotation;2007;4.75;;;
P2Z;Taux de rotation;2007;2.97;;;
P3Z;Taux de rotation;2007;16.14;;;
P4Z;Taux de rotation;2007;23.51;;;
Q0Z;Taux de rotation;2007;17.53;;;
Q1Z;Taux de rotation;2007;15.15;;;
Q2Z;Taux de rotation;2007;6.08;;;
R0Z;Taux de rotation;2007;142.33;;;
R1Z;Taux de rotation;2007;72;;;
R2Z;Taux de rotation;2007;20.9;;;
R3Z;Taux de rotation;2007;22.71;;;
R4Z;Taux de rotation;2007;16.53;;;
S0Z;Taux de rotation;2007;36.51;;;
S1Z;Taux de rotation;2007;123.33;;;
S2Z;Taux de rotation;2007;160.05;;;
S3Z;Taux de rotation;2007;16.84;;;
T0Z;Taux de rotation;2007;41.62;;;
T1Z;Taux de rotation;2007;33.94;;;
T2A;Taux de rotation;2007;52.41;;;
T2B;Taux de rotation;2007;18.47;;;
T3Z;Taux de rotation;2007;71.87;;;
T4Z;Taux de rotation;2007;165.51;;;
T6Z;Taux de rotation;2007;517.37;;;
U0Z;Taux de rotation;2007;42.22;;;
U1Z;Taux de rotation;2007;268.08;;;
V0Z;Taux de rotation;2007;115.3;;;
V1Z;Taux de rotation;2007;101.95;;;
V2Z;Taux de rotation;2007;77.03;;;
V3Z;Taux de rotation;2007;27.96;;;
V4Z;Taux de rotation;2007;47.88;;;
V5Z;Taux de rotation;2007;199.08;;;
W0Z;Taux de rotation;2007;36.55;;;
W1Z;Taux de rotation;2007;95.51;;;
X0Z;Taux de rotation;2007;1.56;;;
ZZZ;Taux de rotation;2007;483.83;;;
A0Z;Taux de rotation;2008;62.16;;;
A1Z;Taux de rotation;2008;99.24;;;
A2Z;Taux de rotation;2008;15.67;;;
A3Z;Taux de rotation;2008;128.57;;;
B0Z;Taux de rotation;2008;36.73;;;
B1Z;Taux de rotation;2008;40.16;;;
B2Z;Taux de rotation;2008;27.83;;;
B3Z;Taux de rotation;2008;64.82;;;
B4Z;Taux de rotation;2008;26.21;;;
B5Z;Taux de rotation;2008;20.51;;;
B6Z;Taux de rotation;2008;21.68;;;
B7Z;Taux de rotation;2008;21.44;;;
C0Z;Taux de rotation;2008;32.78;;;
C1Z;Taux de rotation;2008;20.16;;;
C2Z;Taux de rotation;2008;9.37;;;
D0Z;Taux de rotation;2008;17.93;;;
D1Z;Taux de rotation;2008;11.93;;;
D2Z;Taux de rotation;2008;18.27;;;
D3Z;Taux de rotation;2008;17.81;;;
D4Z;Taux de rotation;2008;13.61;;;
D6Z;Taux de rotation;2008;7.39;;;
E0Z;Taux de rotation;2008;85.37;;;
E1Z;Taux de rotation;2008;33.85;;;
E2Z;Taux de rotation;2008;11.73;;;
Ensemble;Taux de rotation;2008;51.05;;;
F0Z;Taux de rotation;2008;22.6;;;
F1Z;Taux de rotation;2008;30.55;;;
F2Z;Taux de rotation;2008;29.12;;;
F3Z;Taux de rotation;2008;16.76;;;
F4Z;Taux de rotation;2008;27.67;;;
F5Z;Taux de rotation;2008;14.39;;;
G0A;Taux de rotation;2008;34.11;;;
G0B;Taux de rotation;2008;26.18;;;
G1Z;Taux de rotation;2008;13.04;;;
H0Z;Taux de rotation;2008;11.02;;;
J0Z;Taux de rotation;2008;51.45;;;
J1Z;Taux de rotation;2008;22.27;;;
J3Z;Taux de rotation;2008;38.42;;;
J4Z;Taux de rotation;2008;21.96;;;
J5Z;Taux de rotation;2008;29.01;;;
J6Z;Taux de rotation;2008;13;;;
K0Z;Taux de rotation;2008;163.03;;;
L0Z;Taux de rotation;2008;29.53;;;
L1Z;Taux de rotation;2008;22.57;;;
L2Z;Taux de rotation;2008;118.04;;;
L3Z;Taux de rotation;2008;16.36;;;
L4Z;Taux de rotation;2008;16.22;;;
L5Z;Taux de rotation;2008;19.44;;;
L6Z;Taux de rotation;2008;184.17;;;
M0Z;Taux de rotation;2008;72.8;;;
M1Z;Taux de rotation;2008;22.84;;;
M2Z;Taux de rotation;2008;23.28;;;
N0Z;Taux de rotation;2008;14.11;;;
P0Z;Taux de rotation;2008;2.88;;;
P1Z;Taux de rotation;2008;1.6;;;
P2Z;Taux de rotation;2008;2.41;;;
P3Z;Taux de rotation;2008;7.58;;;
P4Z;Taux de rotation;2008;7.24;;;
Q0Z;Taux de rotation;2008;18.24;;;
Q1Z;Taux de rotation;2008;13.36;;;
Q2Z;Taux de rotation;2008;6.14;;;
R0Z;Taux de rotation;2008;141.57;;;
R1Z;Taux de rotation;2008;75.5;;;
R2Z;Taux de rotation;2008;19.12;;;
R3Z;Taux de rotation;2008;24.13;;;
R4Z;Taux de rotation;2008;16.94;;;
S0Z;Taux de rotation;2008;40.95;;;
S1Z;Taux de rotation;2008;120.32;;;
S2Z;Taux de rotation;2008;152.49;;;
S3Z;Taux de rotation;2008;18.97;;;
T0Z;Taux de rotation;2008;40.56;;;
T1Z;Taux de rotation;2008;54.09;;;
T2A;Taux de rotation;2008;66.55;;;
T2B;Taux de rotation;2008;20.92;;;
T3Z;Taux de rotation;2008;75.54;;;
T4Z;Taux de rotation;2008;167.49;;;
T6Z;Taux de rotation;2008;556.94;;;
U0Z;Taux de rotation;2008;49.88;;;
U1Z;Taux de rotation;2008;214.74;;;
V0Z;Taux de rotation;2008;127.03;;;
V1Z;Taux de rotation;2008;104.52;;;
V2Z;Taux de rotation;2008;74.54;;;
V3Z;Taux de rotation;2008;22.7;;;
V4Z;Taux de rotation;2008;53.55;;;
V5Z;Taux de rotation;2008;182.04;;;
W0Z;Taux de rotation;2008;49;;;
W1Z;Taux de rotation;2008;89.63;;;
X0Z;Taux de rotation;2008;1.71;;;
ZZZ;Taux de rotation;2008;450.13;;;
A0Z;Taux de rotation;2009;100.35;;;
A1Z;Taux de rotation;2009;135.5;;;
A2Z;Taux de rotation;2009;10.79;;;
A3Z;Taux de rotation;2009;78.21;;;
B0Z;Taux de rotation;2009;28.89;;;
B1Z;Taux de rotation;2009;29.37;;;
B2Z;Taux de rotation;2009;21.11;;;
B3Z;Taux de rotation;2009;45.11;;;
B4Z;Taux de rotation;2009;23.94;;;
B5Z;Taux de rotation;2009;15.89;;;
B6Z;Taux de rotation;2009;13.94;;;
B7Z;Taux de rotation;2009;14.29;;;
C0Z;Taux de rotation;2009;21.53;;;
C1Z;Taux de rotation;2009;18.02;;;
C2Z;Taux de rotation;2009;7.89;;;
D0Z;Taux de rotation;2009;10.22;;;
D1Z;Taux de rotation;2009;9.64;;;
D2Z;Taux de rotation;2009;12.56;;;
D3Z;Taux de rotation;2009;15.74;;;
D4Z;Taux de rotation;2009;9.61;;;
D6Z;Taux de rotation;2009;4.6;;;
E0Z;Taux de rotation;2009;69.99;;;
E1Z;Taux de rotation;2009;29.91;;;
E2Z;Taux de rotation;2009;7.91;;;
Ensemble;Taux de rotation;2009;49.26;;;
F0Z;Taux de rotation;2009;16.27;;;
F1Z;Taux de rotation;2009;16.97;;;
F2Z;Taux de rotation;2009;19.62;;;
F3Z;Taux de rotation;2009;11.4;;;
F4Z;Taux de rotation;2009;22.99;;;
F5Z;Taux de rotation;2009;11.64;;;
G0A;Taux de rotation;2009;32.08;;;
G0B;Taux de rotation;2009;23.44;;;
G1Z;Taux de rotation;2009;13.84;;;
H0Z;Taux de rotation;2009;8.91;;;
J0Z;Taux de rotation;2009;44.17;;;
J1Z;Taux de rotation;2009;19.59;;;
J3Z;Taux de rotation;2009;35.96;;;
J4Z;Taux de rotation;2009;20.29;;;
J5Z;Taux de rotation;2009;22.4;;;
J6Z;Taux de rotation;2009;8.65;;;
K0Z;Taux de rotation;2009;160.62;;;
L0Z;Taux de rotation;2009;25.28;;;
L1Z;Taux de rotation;2009;17.08;;;
L2Z;Taux de rotation;2009;114.93;;;
L3Z;Taux de rotation;2009;13.73;;;
L4Z;Taux de rotation;2009;12.43;;;
L5Z;Taux de rotation;2009;14.36;;;
L6Z;Taux de rotation;2009;145.56;;;
M0Z;Taux de rotation;2009;49.41;;;
M1Z;Taux de rotation;2009;16.28;;;
M2Z;Taux de rotation;2009;16.69;;;
N0Z;Taux de rotation;2009;8.48;;;
P0Z;Taux de rotation;2009;3.2;;;
P1Z;Taux de rotation;2009;0.74;;;
P2Z;Taux de rotation;2009;2.24;;;
P3Z;Taux de rotation;2009;6.65;;;
P4Z;Taux de rotation;2009;4.72;;;
Q0Z;Taux de rotation;2009;17.99;;;
Q1Z;Taux de rotation;2009;12.99;;;
Q2Z;Taux de rotation;2009;4.5;;;
R0Z;Taux de rotation;2009;147.9;;;
R1Z;Taux de rotation;2009;66.59;;;
R2Z;Taux de rotation;2009;23.38;;;
R3Z;Taux de rotation;2009;18.34;;;
R4Z;Taux de rotation;2009;14.22;;;
S0Z;Taux de rotation;2009;36.58;;;
S1Z;Taux de rotation;2009;126.53;;;
S2Z;Taux de rotation;2009;143.03;;;
S3Z;Taux de rotation;2009;16.8;;;
T0Z;Taux de rotation;2009;36.81;;;
T1Z;Taux de rotation;2009;113.22;;;
T2A;Taux de rotation;2009;59.18;;;
T2B;Taux de rotation;2009;35.15;;;
T3Z;Taux de rotation;2009;80.01;;;
T4Z;Taux de rotation;2009;159.1;;;
T6Z;Taux de rotation;2009;778.12;;;
U0Z;Taux de rotation;2009;44.31;;;
U1Z;Taux de rotation;2009;271.71;;;
V0Z;Taux de rotation;2009;141.5;;;
V1Z;Taux de rotation;2009;111.26;;;
V2Z;Taux de rotation;2009;70.97;;;
V3Z;Taux de rotation;2009;28.31;;;
V4Z;Taux de rotation;2009;55.37;;;
V5Z;Taux de rotation;2009;178.82;;;
W0Z;Taux de rotation;2009;41.53;;;
W1Z;Taux de rotation;2009;76.69;;;
X0Z;Taux de rotation;2009;1.57;;;
ZZZ;Taux de rotation;2009;309.55;;;
A0Z;Taux de rotation;2010;176.43;;;
A1Z;Taux de rotation;2010;183.49;;;
A2Z;Taux de rotation;2010;12.19;;;
A3Z;Taux de rotation;2010;91.14;;;
B0Z;Taux de rotation;2010;24.92;;;
B1Z;Taux de rotation;2010;30.08;;;
B2Z;Taux de rotation;2010;22.17;;;
B3Z;Taux de rotation;2010;39.36;;;
B4Z;Taux de rotation;2010;30.12;;;
B5Z;Taux de rotation;2010;22.55;;;
B6Z;Taux de rotation;2010;14.24;;;
B7Z;Taux de rotation;2010;15.08;;;
C0Z;Taux de rotation;2010;26.86;;;
C1Z;Taux de rotation;2010;20.1;;;
C2Z;Taux de rotation;2010;6.98;;;
D0Z;Taux de rotation;2010;10.72;;;
D1Z;Taux de rotation;2010;9.83;;;
D2Z;Taux de rotation;2010;14.57;;;
D3Z;Taux de rotation;2010;14.67;;;
D4Z;Taux de rotation;2010;7.93;;;
D6Z;Taux de rotation;2010;4.73;;;
E0Z;Taux de rotation;2010;70.79;;;
E1Z;Taux de rotation;2010;29.75;;;
E2Z;Taux de rotation;2010;7.64;;;
Ensemble;Taux de rotation;2010;52.13;;;
F0Z;Taux de rotation;2010;23.03;;;
F1Z;Taux de rotation;2010;15.84;;;
F2Z;Taux de rotation;2010;15.98;;;
F3Z;Taux de rotation;2010;9.72;;;
F4Z;Taux de rotation;2010;24.74;;;
F5Z;Taux de rotation;2010;12.29;;;
G0A;Taux de rotation;2010;35.37;;;
G0B;Taux de rotation;2010;23.25;;;
G1Z;Taux de rotation;2010;13.13;;;
H0Z;Taux de rotation;2010;13.47;;;
J0Z;Taux de rotation;2010;44.93;;;
J1Z;Taux de rotation;2010;21.55;;;
J3Z;Taux de rotation;2010;31.68;;;
J4Z;Taux de rotation;2010;18.33;;;
J5Z;Taux de rotation;2010;28.1;;;
J6Z;Taux de rotation;2010;7.94;;;
K0Z;Taux de rotation;2010;158.61;;;
L0Z;Taux de rotation;2010;26.41;;;
L1Z;Taux de rotation;2010;18.39;;;
L2Z;Taux de rotation;2010;119.1;;;
L3Z;Taux de rotation;2010;14.33;;;
L4Z;Taux de rotation;2010;11.82;;;
L5Z;Taux de rotation;2010;15.55;;;
L6Z;Taux de rotation;2010;146.63;;;
M0Z;Taux de rotation;2010;43.38;;;
M1Z;Taux de rotation;2010;14.81;;;
M2Z;Taux de rotation;2010;18.11;;;
N0Z;Taux de rotation;2010;11.01;;;
P0Z;Taux de rotation;2010;4.44;;;
P1Z;Taux de rotation;2010;9.76;;;
P2Z;Taux de rotation;2010;7.59;;;
P3Z;Taux de rotation;2010;16.4;;;
P4Z;Taux de rotation;2010;9.03;;;
Q0Z;Taux de rotation;2010;16.83;;;
Q1Z;Taux de rotation;2010;13.08;;;
Q2Z;Taux de rotation;2010;4.18;;;
R0Z;Taux de rotation;2010;157.12;;;
R1Z;Taux de rotation;2010;72.19;;;
R2Z;Taux de rotation;2010;18.22;;;
R3Z;Taux de rotation;2010;19.21;;;
R4Z;Taux de rotation;2010;13.98;;;
S0Z;Taux de rotation;2010;41.18;;;
S1Z;Taux de rotation;2010;120.19;;;
S2Z;Taux de rotation;2010;137.99;;;
S3Z;Taux de rotation;2010;14.95;;;
T0Z;Taux de rotation;2010;35.36;;;
T1Z;Taux de rotation;2010;97.45;;;
T2A;Taux de rotation;2010;64.27;;;
T2B;Taux de rotation;2010;22.82;;;
T3Z;Taux de rotation;2010;76.71;;;
T4Z;Taux de rotation;2010;171.45;;;
T6Z;Taux de rotation;2010;791.94;;;
U0Z;Taux de rotation;2010;48.12;;;
U1Z;Taux de rotation;2010;312.66;;;
V0Z;Taux de rotation;2010;149.88;;;
V1Z;Taux de rotation;2010;109.59;;;
V2Z;Taux de rotation;2010;62.96;;;
V3Z;Taux de rotation;2010;30.23;;;
V4Z;Taux de rotation;2010;59.47;;;
V5Z;Taux de rotation;2010;167.4;;;
W0Z;Taux de rotation;2010;46.89;;;
W1Z;Taux de rotation;2010;75.01;;;
X0Z;Taux de rotation;2010;11.57;;;
ZZZ;Taux de rotation;2010;254.46;;;
A0Z;Taux de rotation;2011;106.41;;;
A1Z;Taux de rotation;2011;115.48;;;
A2Z;Taux de rotation;2011;14.24;;;
A3Z;Taux de rotation;2011;106.6;;;
B0Z;Taux de rotation;2011;25.11;;;
B1Z;Taux de rotation;2011;30.96;;;
