"Fap","statut","Annee","Pourcentage","libelle","code_domaine","libelle_domaine","code_fap_agregee","libelle_fap_agregee"
"M1Z","Contrats ou emplois à durée indéterminée","2017-2019",85.0811738174977,"Techniciens de l'informatique","M","Informatique et télécommunications","M1Z","Techniciens de l'informatique"
"M1Z","Intérimaires","2017-2019",3.54933735200569,"Techniciens de l'informatique","M","Informatique et télécommunications","M1Z","Techniciens de l'informatique"
"M1Z","Non-salariés, chefs d'entreprise","2017-2019",NA,"Techniciens de l'informatique","M","Informatique et télécommunications","M1Z","Techniciens de l'informatique"
"Q1Z80","Apprentis","2003-2005",0.588835951880456,"Techniciens de la banque","Q","Banque et assurances","Q1Z","Techniciens de la banque et des assurances"
"Q1Z80","Contrats à durée déterminée","2003-2005",2.81364888096628,"Techniciens de la banque","Q","Banque et assurances","Q1Z","Techniciens de la banque et des assurances"
"Q1Z80","Contrats ou emplois à durée indéterminée","2003-2005",96.0206372143349,"Techniciens de la banque","Q","Banque et assurances","Q1Z","Techniciens de la banque et des assurances"
"Q1Z80","Intérimaires","2003-2005",0.576877952818343,"Techniciens de la banque","Q","Banque et assurances","Q1Z","Techniciens de la banque et des assurances"
"Q1Z80","Non-salariés, chefs d'entreprise","2003-2005",NA,"Techniciens de la banque","Q","Banque et assurances","Q1Z","Techniciens de la banque et des assurances"
"Q1Z80","Apprentis","2017-2019",1.75655723524607,"Techniciens de la banque","Q","Banque et assurances","Q1Z","Techniciens de la banque et des assurances"
"Q1Z80","Contrats à durée déterminée","2017-2019",3.78707937935198,"Techniciens de la banque","Q","Banque et assurances","Q1Z","Techniciens de la banque et des assurances"
"Q1Z80","Contrats ou emplois à durée indéterminée","2017-2019",94.1243521449193,"Techniciens de la banque","Q","Banque et assurances","Q1Z","Techniciens de la banque et des assurances"
"Q1Z80","Intérimaires","2017-2019",0.332011240482693,"Techniciens de la banque","Q","Banque et assurances","Q1Z","Techniciens de la banque et des assurances"
"Q1Z80","Non-salariés, chefs d'entreprise","2017-2019",NA,"Techniciens de la banque","Q","Banque et assurances","Q1Z","Techniciens de la banque et des assurances"
"Q1Z","Apprentis","1982-1984",0,"Techniciens de la banque et des assurances","Q","Banque et assurances","Q1Z","Techniciens de la banque et des assurances"
"Q1Z","Contrats à durée déterminée","1982-1984",2.59323751961069,"Techniciens de la banque et des assurances","Q","Banque et assurances","Q1Z","Techniciens de la banque et des assurances"
"Q1Z","Contrats ou emplois à durée indéterminée","1982-1984",97.2771493563029,"Techniciens de la banque et des assurances","Q","Banque et assurances","Q1Z","Techniciens de la banque et des assurances"
"Q1Z","Intérimaires","1982-1984",0.12961312408638,"Techniciens de la banque et des assurances","Q","Banque et assurances","Q1Z","Techniciens de la banque et des assurances"
"Q1Z","Non-salariés, chefs d'entreprise","1982-1984",NA,"Techniciens de la banque et des assurances","Q","Banque et assurances","Q1Z","Techniciens de la banque et des assurances"
"Q1Z","Apprentis","2017-2019",1.59499002910569,"Techniciens de la banque et des assurances","Q","Banque et assurances","Q1Z","Techniciens de la banque et des assurances"
"Q1Z","Contrats à durée déterminée","2017-2019",3.81456759315882,"Techniciens de la banque et des assurances","Q","Banque et assurances","Q1Z","Techniciens de la banque et des assurances"
"Q1Z","Contrats ou emplois à durée indéterminée","2017-2019",94.3749013670527,"Techniciens de la banque et des assurances","Q","Banque et assurances","Q1Z","Techniciens de la banque et des assurances"
"Q1Z","Intérimaires","2017-2019",0.215541010682845,"Techniciens de la banque et des assurances","Q","Banque et assurances","Q1Z","Techniciens de la banque et des assurances"
"Q1Z","Non-salariés, chefs d'entreprise","2017-2019",NA,"Techniciens de la banque et des assurances","Q","Banque et assurances","Q1Z","Techniciens de la banque et des assurances"
"M1Z81","Apprentis","2003-2005",1.97586003419693,"Techniciens de production, d'exploitation, d'installation, et de maintenance, support et services aux utilisateurs en informatique","M","Informatique et télécommunications","M1Z","Techniciens de l'informatique"
"M1Z81","Contrats à durée déterminée","2003-2005",4.50895346243913,"Techniciens de production, d'exploitation, d'installation, et de maintenance, support et services aux utilisateurs en informatique","M","Informatique et télécommunications","M1Z","Techniciens de l'informatique"
"M1Z81","Contrats ou emplois à durée indéterminée","2003-2005",92.1664986246887,"Techniciens de production, d'exploitation, d'installation, et de maintenance, support et services aux utilisateurs en informatique","M","Informatique et télécommunications","M1Z","Techniciens de l'informatique"
"M1Z81","Intérimaires","2003-2005",1.34868787867524,"Techniciens de production, d'exploitation, d'installation, et de maintenance, support et services aux utilisateurs en informatique","M","Informatique et télécommunications","M1Z","Techniciens de l'informatique"
"M1Z81","Non-salariés, chefs d'entreprise","2003-2005",NA,"Techniciens de production, d'exploitation, d'installation, et de maintenance, support et services aux utilisateurs en informatique","M","Informatique et télécommunications","M1Z","Techniciens de l'informatique"
"M1Z81","Apprentis","2017-2019",1.98231615268493,"Techniciens de production, d'exploitation, d'installation, et de maintenance, support et services aux utilisateurs en informatique","M","Informatique et télécommunications","M1Z","Techniciens de l'informatique"
"M1Z81","Contrats à durée déterminée","2017-2019",5.06859701042687,"Techniciens de production, d'exploitation, d'installation, et de maintenance, support et services aux utilisateurs en informatique","M","Informatique et télécommunications","M1Z","Techniciens de l'informatique"
"M1Z81","Contrats ou emplois à durée indéterminée","2017-2019",87.4005471963333,"Techniciens de production, d'exploitation, d'installation, et de maintenance, support et services aux utilisateurs en informatique","M","Informatique et télécommunications","M1Z","Techniciens de l'informatique"
"M1Z81","Intérimaires","2017-2019",5.54853964055489,"Techniciens de production, d'exploitation, d'installation, et de maintenance, support et services aux utilisateurs en informatique","M","Informatique et télécommunications","M1Z","Techniciens de l'informatique"
"M1Z81","Non-salariés, chefs d'entreprise","2017-2019",NA,"Techniciens de production, d'exploitation, d'installation, et de maintenance, support et services aux utilisateurs en informatique","M","Informatique et télécommunications","M1Z","Techniciens de l'informatique"
"Q1Z81","Apprentis","2003-2005",0.32746456559853,"Techniciens des assurances","Q","Banque et assurances","Q1Z","Techniciens de la banque et des assurances"
"Q1Z81","Contrats à durée déterminée","2003-2005",3.54608056441562,"Techniciens des assurances","Q","Banque et assurances","Q1Z","Techniciens de la banque et des assurances"
"Q1Z81","Contrats ou emplois à durée indéterminée","2003-2005",95.359836082888,"Techniciens des assurances","Q","Banque et assurances","Q1Z","Techniciens de la banque et des assurances"
"Q1Z81","Intérimaires","2003-2005",0.766618787097864,"Techniciens des assurances","Q","Banque et assurances","Q1Z","Techniciens de la banque et des assurances"
"Q1Z81","Non-salariés, chefs d'entreprise","2003-2005",NA,"Techniciens des assurances","Q","Banque et assurances","Q1Z","Techniciens de la banque et des assurances"
"Q1Z81","Apprentis","2017-2019",1.47651341799685,"Techniciens des assurances","Q","Banque et assurances","Q1Z","Techniciens de la banque et des assurances"
"Q1Z81","Contrats à durée déterminée","2017-2019",3.83472499155641,"Techniciens des assurances","Q","Banque et assurances","Q1Z","Techniciens de la banque et des assurances"
"Q1Z81","Contrats ou emplois à durée indéterminée","2017-2019",94.5586375558984,"Techniciens des assurances","Q","Banque et assurances","Q1Z","Techniciens de la banque et des assurances"
"Q1Z81","Intérimaires","2017-2019",0.130124034548339,"Techniciens des assurances","Q","Banque et assurances","Q1Z","Techniciens de la banque et des assurances"
"Q1Z81","Non-salariés, chefs d'entreprise","2017-2019",NA,"Techniciens des assurances","Q","Banque et assurances","Q1Z","Techniciens de la banque et des assurances"
"E2Z70","Apprentis","2003-2005",0.929587378422875,"Techniciens des industries de process","E","Industries de process","E2Z","Techniciens et agents de maîtrise des industries de process"
"E2Z70","Contrats à durée déterminée","2003-2005",3.87130892937387,"Techniciens des industries de process","E","Industries de process","E2Z","Techniciens et agents de maîtrise des industries de process"
"E2Z70","Contrats ou emplois à durée indéterminée","2003-2005",94.33634689155,"Techniciens des industries de process","E","Industries de process","E2Z","Techniciens et agents de maîtrise des industries de process"
"E2Z70","Intérimaires","2003-2005",0.862756800653288,"Techniciens des industries de process","E","Industries de process","E2Z","Techniciens et agents de maîtrise des industries de process"
"E2Z70","Non-salariés, chefs d'entreprise","2003-2005",NA,"Techniciens des industries de process","E","Industries de process","E2Z","Techniciens et agents de maîtrise des industries de process"
"E2Z70","Apprentis","2017-2019",2.25531672229544,"Techniciens des industries de process","E","Industries de process","E2Z","Techniciens et agents de maîtrise des industries de process"
"E2Z70","Contrats à durée déterminée","2017-2019",4.40857524368355,"Techniciens des industries de process","E","Industries de process","E2Z","Techniciens et agents de maîtrise des industries de process"
"E2Z70","Contrats ou emplois à durée indéterminée","2017-2019",90.8844698896035,"Techniciens des industries de process","E","Industries de process","E2Z","Techniciens et agents de maîtrise des industries de process"
"E2Z70","Intérimaires","2017-2019",2.4516381444175,"Techniciens des industries de process","E","Industries de process","E2Z","Techniciens et agents de maîtrise des industries de process"
"E2Z70","Non-salariés, chefs d'entreprise","2017-2019",NA,"Techniciens des industries de process","E","Industries de process","E2Z","Techniciens et agents de maîtrise des industries de process"
"L4Z80","Apprentis","2003-2005",1.19123606637874,"Techniciens des services administratifs","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"L4Z80","Contrats à durée déterminée","2003-2005",6.96886775800318,"Techniciens des services administratifs","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"L4Z80","Contrats ou emplois à durée indéterminée","2003-2005",90.16748760113,"Techniciens des services administratifs","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"L4Z80","Intérimaires","2003-2005",1.67240857448807,"Techniciens des services administratifs","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"L4Z80","Non-salariés, chefs d'entreprise","2003-2005",NA,"Techniciens des services administratifs","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"L4Z80","Apprentis","2017-2019",3.08594527434766,"Techniciens des services administratifs","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"L4Z80","Contrats à durée déterminée","2017-2019",9.68197495358019,"Techniciens des services administratifs","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"L4Z80","Contrats ou emplois à durée indéterminée","2017-2019",85.8097323866052,"Techniciens des services administratifs","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"L4Z80","Intérimaires","2017-2019",1.42234738546691,"Techniciens des services administratifs","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"L4Z80","Non-salariés, chefs d'entreprise","2017-2019",NA,"Techniciens des services administratifs","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"L4Z","Apprentis","1982-1984",0,"Techniciens des services administratifs, comptables et financiers","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"L4Z","Contrats à durée déterminée","1982-1984",3.68125165491886,"Techniciens des services administratifs, comptables et financiers","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"L4Z","Contrats ou emplois à durée indéterminée","1982-1984",95.8534091401223,"Techniciens des services administratifs, comptables et financiers","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"L4Z","Intérimaires","1982-1984",0.465339204958813,"Techniciens des services administratifs, comptables et financiers","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"L4Z","Non-salariés, chefs d'entreprise","1982-1984",NA,"Techniciens des services administratifs, comptables et financiers","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"L4Z","Apprentis","2017-2019",3.39306794201408,"Techniciens des services administratifs, comptables et financiers","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"L4Z","Contrats à durée déterminée","2017-2019",8.33212814647433,"Techniciens des services administratifs, comptables et financiers","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"L4Z","Contrats ou emplois à durée indéterminée","2017-2019",86.9743780036699,"Techniciens des services administratifs, comptables et financiers","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"L4Z","Intérimaires","2017-2019",1.30042590784168,"Techniciens des services administratifs, comptables et financiers","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"L4Z","Non-salariés, chefs d'entreprise","2017-2019",NA,"Techniciens des services administratifs, comptables et financiers","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"L4Z81","Apprentis","2003-2005",0.651323064347878,"Techniciens des services comptables et financiers","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"L4Z81","Contrats à durée déterminée","2003-2005",4.95543093319007,"Techniciens des services comptables et financiers","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"L4Z81","Contrats ou emplois à durée indéterminée","2003-2005",93.6410348526971,"Techniciens des services comptables et financiers","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"L4Z81","Intérimaires","2003-2005",0.752211149764919,"Techniciens des services comptables et financiers","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"L4Z81","Non-salariés, chefs d'entreprise","2003-2005",NA,"Techniciens des services comptables et financiers","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"L4Z81","Apprentis","2017-2019",3.99078614042449,"Techniciens des services comptables et financiers","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"L4Z81","Contrats à durée déterminée","2017-2019",5.70504800176765,"Techniciens des services comptables et financiers","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"L4Z81","Contrats ou emplois à durée indéterminée","2017-2019",89.2410307191386,"Techniciens des services comptables et financiers","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"L4Z81","Intérimaires","2017-2019",1.06313513866928,"Techniciens des services comptables et financiers","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"L4Z81","Non-salariés, chefs d'entreprise","2017-2019",NA,"Techniciens des services comptables et financiers","L","Gestion, administration des entreprises","L4Z","Techniciens des services administratifs, comptables et financiers"
"J5Z80","Apprentis","2003-2005",0.335670179874495,"Techniciens des transports et du tourisme","J","Transports, logistique et tourisme","J5Z","Agents administratifs et commerciaux des transports et du tourisme"
"J5Z80","Contrats à durée déterminée","2003-2005",4.20498558278735,"Techniciens des transports et du tourisme","J","Transports, logistique et tourisme","J5Z","Agents administratifs et commerciaux des transports et du tourisme"
"J5Z80","Contrats ou emplois à durée indéterminée","2003-2005",86.0471685095096,"Techniciens des transports et du tourisme","J","Transports, logistique et tourisme","J5Z","Agents administratifs et commerciaux des transports et du tourisme"
"J5Z80","Intérimaires","2003-2005",0,"Techniciens des transports et du tourisme","J","Transports, logistique et tourisme","J5Z","Agents administratifs et commerciaux des transports et du tourisme"
"J5Z80","Non-salariés, chefs d'entreprise","2003-2005",9.41217572782858,"Techniciens des transports et du tourisme","J","Transports, logistique et tourisme","J5Z","Agents administratifs et commerciaux des transports et du tourisme"
"J5Z80","Apprentis","2017-2019",0.414991220844533,"Techniciens des transports et du tourisme","J","Transports, logistique et tourisme","J5Z","Agents administratifs et commerciaux des transports et du tourisme"
"J5Z80","Contrats à durée déterminée","2017-2019",1.42852304257348,"Techniciens des transports et du tourisme","J","Transports, logistique et tourisme","J5Z","Agents administratifs et commerciaux des transports et du tourisme"
"J5Z80","Contrats ou emplois à durée indéterminée","2017-2019",86.6447639382641,"Techniciens des transports et du tourisme","J","Transports, logistique et tourisme","J5Z","Agents administratifs et commerciaux des transports et du tourisme"
"J5Z80","Intérimaires","2017-2019",1.08999718199948,"Techniciens des transports et du tourisme","J","Transports, logistique et tourisme","J5Z","Agents administratifs et commerciaux des transports et du tourisme"
"J5Z80","Non-salariés, chefs d'entreprise","2017-2019",10.4217246163184,"Techniciens des transports et du tourisme","J","Transports, logistique et tourisme","J5Z","Agents administratifs et commerciaux des transports et du tourisme"
"D6Z70","Apprentis","2003-2005",0.402590807271702,"Techniciens en mécanique et travail des métaux","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"D6Z70","Contrats à durée déterminée","2003-2005",3.32615762722009,"Techniciens en mécanique et travail des métaux","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"D6Z70","Contrats ou emplois à durée indéterminée","2003-2005",94.2490900585043,"Techniciens en mécanique et travail des métaux","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"D6Z70","Intérimaires","2003-2005",2.02216150700396,"Techniciens en mécanique et travail des métaux","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"D6Z70","Non-salariés, chefs d'entreprise","2003-2005",NA,"Techniciens en mécanique et travail des métaux","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"D6Z70","Apprentis","2017-2019",2.15702778165364,"Techniciens en mécanique et travail des métaux","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"D6Z70","Contrats à durée déterminée","2017-2019",3.77026011261494,"Techniciens en mécanique et travail des métaux","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"D6Z70","Contrats ou emplois à durée indéterminée","2017-2019",90.8666587831023,"Techniciens en mécanique et travail des métaux","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"D6Z70","Intérimaires","2017-2019",3.20605332262914,"Techniciens en mécanique et travail des métaux","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"D6Z70","Non-salariés, chefs d'entreprise","2017-2019",NA,"Techniciens en mécanique et travail des métaux","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"C2Z70","Apprentis","2003-2005",0.488794193226074,"Techniciens en électricité et en électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"C2Z70","Contrats à durée déterminée","2003-2005",3.20541483462646,"Techniciens en électricité et en électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"C2Z70","Contrats ou emplois à durée indéterminée","2003-2005",93.8561099748552,"Techniciens en électricité et en électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"C2Z70","Intérimaires","2003-2005",2.44968099729231,"Techniciens en électricité et en électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"C2Z70","Non-salariés, chefs d'entreprise","2003-2005",NA,"Techniciens en électricité et en électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"C2Z70","Apprentis","2017-2019",1.85293959268439,"Techniciens en électricité et en électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"C2Z70","Contrats à durée déterminée","2017-2019",3.31599531277773,"Techniciens en électricité et en électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"C2Z70","Contrats ou emplois à durée indéterminée","2017-2019",90.9589219960628,"Techniciens en électricité et en électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"C2Z70","Intérimaires","2017-2019",3.87214309847503,"Techniciens en électricité et en électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"C2Z70","Non-salariés, chefs d'entreprise","2017-2019",NA,"Techniciens en électricité et en électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"A2Z70","Apprentis","2003-2005",2.54705881221114,"Techniciens et agents d'encadrement d'exploitations agricoles","A","Agriculture, marine, pêche","A2Z","Techniciens et cadres de l'agriculture"
"A2Z70","Contrats à durée déterminée","2003-2005",11.9627897221976,"Techniciens et agents d'encadrement d'exploitations agricoles","A","Agriculture, marine, pêche","A2Z","Techniciens et cadres de l'agriculture"
"A2Z70","Contrats ou emplois à durée indéterminée","2003-2005",84.6177138931968,"Techniciens et agents d'encadrement d'exploitations agricoles","A","Agriculture, marine, pêche","A2Z","Techniciens et cadres de l'agriculture"
"A2Z70","Intérimaires","2003-2005",0.872437572394473,"Techniciens et agents d'encadrement d'exploitations agricoles","A","Agriculture, marine, pêche","A2Z","Techniciens et cadres de l'agriculture"
"A2Z70","Non-salariés, chefs d'entreprise","2003-2005",NA,"Techniciens et agents d'encadrement d'exploitations agricoles","A","Agriculture, marine, pêche","A2Z","Techniciens et cadres de l'agriculture"
"A2Z70","Apprentis","2017-2019",4.17684819628029,"Techniciens et agents d'encadrement d'exploitations agricoles","A","Agriculture, marine, pêche","A2Z","Techniciens et cadres de l'agriculture"
"A2Z70","Contrats à durée déterminée","2017-2019",9.18063940297082,"Techniciens et agents d'encadrement d'exploitations agricoles","A","Agriculture, marine, pêche","A2Z","Techniciens et cadres de l'agriculture"
"A2Z70","Contrats ou emplois à durée indéterminée","2017-2019",86.2260909932302,"Techniciens et agents d'encadrement d'exploitations agricoles","A","Agriculture, marine, pêche","A2Z","Techniciens et cadres de l'agriculture"
"A2Z70","Intérimaires","2017-2019",0.416421407518719,"Techniciens et agents d'encadrement d'exploitations agricoles","A","Agriculture, marine, pêche","A2Z","Techniciens et cadres de l'agriculture"
"A2Z70","Non-salariés, chefs d'entreprise","2017-2019",NA,"Techniciens et agents d'encadrement d'exploitations agricoles","A","Agriculture, marine, pêche","A2Z","Techniciens et cadres de l'agriculture"
"C2Z","Apprentis","1982-1984",0.104002251342853,"Techniciens et agents de maîtrise de l'électricité et de l'électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"C2Z","Contrats à durée déterminée","1982-1984",2.44126521734578,"Techniciens et agents de maîtrise de l'électricité et de l'électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"C2Z","Contrats ou emplois à durée indéterminée","1982-1984",96.1791944284562,"Techniciens et agents de maîtrise de l'électricité et de l'électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"C2Z","Intérimaires","1982-1984",1.27553810285514,"Techniciens et agents de maîtrise de l'électricité et de l'électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"C2Z","Non-salariés, chefs d'entreprise","1982-1984",NA,"Techniciens et agents de maîtrise de l'électricité et de l'électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"C2Z","Apprentis","2017-2019",1.73814950332188,"Techniciens et agents de maîtrise de l'électricité et de l'électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"C2Z","Contrats à durée déterminée","2017-2019",2.91835564662969,"Techniciens et agents de maîtrise de l'électricité et de l'électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"C2Z","Contrats ou emplois à durée indéterminée","2017-2019",91.7577212962167,"Techniciens et agents de maîtrise de l'électricité et de l'électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"C2Z","Intérimaires","2017-2019",3.58577355383171,"Techniciens et agents de maîtrise de l'électricité et de l'électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"C2Z","Non-salariés, chefs d'entreprise","2017-2019",NA,"Techniciens et agents de maîtrise de l'électricité et de l'électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"G1Z","Apprentis","1982-1984",0.0730577668943831,"Techniciens et agents de maîtrise de la maintenance","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z","Contrats à durée déterminée","1982-1984",2.66328693848016,"Techniciens et agents de maîtrise de la maintenance","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z","Contrats ou emplois à durée indéterminée","1982-1984",91.1992742447342,"Techniciens et agents de maîtrise de la maintenance","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z","Intérimaires","1982-1984",0.452551366999557,"Techniciens et agents de maîtrise de la maintenance","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z","Non-salariés, chefs d'entreprise","1982-1984",5.61182968289173,"Techniciens et agents de maîtrise de la maintenance","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z","Apprentis","2017-2019",1.8336347236971,"Techniciens et agents de maîtrise de la maintenance","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z","Contrats à durée déterminée","2017-2019",3.64488153758401,"Techniciens et agents de maîtrise de la maintenance","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z","Contrats ou emplois à durée indéterminée","2017-2019",87.2445496217162,"Techniciens et agents de maîtrise de la maintenance","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z","Intérimaires","2017-2019",1.6986949040643,"Techniciens et agents de maîtrise de la maintenance","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z","Non-salariés, chefs d'entreprise","2017-2019",5.57823921293842,"Techniciens et agents de maîtrise de la maintenance","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z70","Apprentis","2003-2005",0.350203299445701,"Techniciens et agents de maîtrise de la maintenance et de l'environnement","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z70","Contrats à durée déterminée","2003-2005",1.76472495244713,"Techniciens et agents de maîtrise de la maintenance et de l'environnement","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z70","Contrats ou emplois à durée indéterminée","2003-2005",97.1254400404579,"Techniciens et agents de maîtrise de la maintenance et de l'environnement","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z70","Intérimaires","2003-2005",0.759631707649284,"Techniciens et agents de maîtrise de la maintenance et de l'environnement","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z70","Non-salariés, chefs d'entreprise","2003-2005",NA,"Techniciens et agents de maîtrise de la maintenance et de l'environnement","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z70","Apprentis","2017-2019",1.82462630718129,"Techniciens et agents de maîtrise de la maintenance et de l'environnement","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z70","Contrats à durée déterminée","2017-2019",2.73831332809717,"Techniciens et agents de maîtrise de la maintenance et de l'environnement","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z70","Contrats ou emplois à durée indéterminée","2017-2019",93.7975472734515,"Techniciens et agents de maîtrise de la maintenance et de l'environnement","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z70","Intérimaires","2017-2019",1.63951309126999,"Techniciens et agents de maîtrise de la maintenance et de l'environnement","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z70","Non-salariés, chefs d'entreprise","2017-2019",NA,"Techniciens et agents de maîtrise de la maintenance et de l'environnement","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"E2Z","Apprentis","1982-1984",0,"Techniciens et agents de maîtrise des industries de process","E","Industries de process","E2Z","Techniciens et agents de maîtrise des industries de process"
"E2Z","Contrats à durée déterminée","1982-1984",1.88595270109551,"Techniciens et agents de maîtrise des industries de process","E","Industries de process","E2Z","Techniciens et agents de maîtrise des industries de process"
