"fap","Non_immigres","Immigrés","lieu_naissance","effectif","pourcentage","pourcentage_immigres","pourcentage_emploi","id"
"ENS",23662000,2697300,"Espagne",72000,0.333024976873265,2.66933600266934,0.273148376474337,"Espagne"
"A",764000,48100,"Espagne",2000,0.00925069380203515,4.15800415800416,0.24627508927472,"Espagne"
"A0Z",424700,18700,"Espagne",700,0.0032377428307123,3.74331550802139,0.15787099684258,"Espagne"
"A1Z",254000,25300,"Espagne",1200,0.00555041628122109,4.74308300395257,0.429645542427497,"Espagne"
"A2Z",57300,2900,"Espagne",100,0.000462534690101758,3.44827586206897,0.166112956810631,"Espagne"
"A3Z",28000,1300,"Espagne",0,0,0,0,"Espagne"
"B",1568700,324000,"Espagne",6500,0.0300647548566142,2.00617283950617,0.34342473714799,"Espagne"
"B0Z",197900,73200,"Espagne",900,0.00416281221091582,1.22950819672131,0.33198081888602,"Espagne"
"B1Z",71900,17100,"Espagne",300,0.00138760407030527,1.75438596491228,0.337078651685393,"Espagne"
"B2Z",232000,76500,"Espagne",1300,0.00601295097132285,1.69934640522876,0.421393841166937,"Espagne"
"B3Z",168800,34100,"Espagne",500,0.00231267345050879,1.46627565982405,0.246426811237063,"Espagne"
"B4Z",405800,68500,"Espagne",1600,0.00740055504162812,2.33576642335766,0.337339236769977,"Espagne"
"B5Z",48100,5700,"Espagne",100,0.000462534690101758,1.75438596491228,0.185873605947955,"Espagne"
"B6Z",289200,29300,"Espagne",800,0.00370027752081406,2.73037542662116,0.251177394034537,"Espagne"
"B7Z",155100,19500,"Espagne",1000,0.00462534690101758,5.12820512820513,0.572737686139748,"Espagne"
"C",164000,17300,"Espagne",500,0.00231267345050879,2.89017341040462,0.275785990071704,"Espagne"
"C0Z",35500,3900,"Espagne",100,0.000462534690101758,2.56410256410256,0.253807106598985,"Espagne"
"C1Z",42400,5500,"Espagne",100,0.000462534690101758,1.81818181818182,0.208768267223382,"Espagne"
"C2Z",86000,7900,"Espagne",200,0.000925069380203515,2.53164556962025,0.212992545260916,"Espagne"
"D",739900,73400,"Espagne",2400,0.0111008325624422,3.26975476839237,0.295094061232018,"Espagne"
"D0Z",50300,5500,"Espagne",100,0.000462534690101758,1.81818181818182,0.17921146953405,"Espagne"
"D1Z",78300,7100,"Espagne",300,0.00138760407030527,4.22535211267606,0.351288056206089,"Espagne"
"D2Z",102600,11200,"Espagne",300,0.00138760407030527,2.67857142857143,0.263620386643234,"Espagne"
"D3Z",205700,26000,"Espagne",700,0.0032377428307123,2.69230769230769,0.302114803625378,"Espagne"
"D4Z",93500,9400,"Espagne",300,0.00138760407030527,3.19148936170213,0.291545189504373,"Espagne"
"D6Z",209500,14100,"Espagne",700,0.0032377428307123,4.9645390070922,0.313059033989267,"Espagne"
"E",679300,78900,"Espagne",1700,0.00786308973172988,2.15462610899873,0.224215246636771,"Espagne"
"E0Z",251000,41400,"Espagne",700,0.0032377428307123,1.69082125603865,0.239398084815321,"Espagne"
"E1Z",241000,27900,"Espagne",600,0.00277520814061055,2.1505376344086,0.223131275567125,"Espagne"
"E2Z",187300,9600,"Espagne",400,0.00185013876040703,4.16666666666667,0.203148806500762,"Espagne"
"F",228200,25200,"Espagne",700,0.0032377428307123,2.77777777777778,0.276243093922652,"Espagne"
"F0Z",21000,3200,"Espagne",100,0.000462534690101758,3.125,0.413223140495868,"Espagne"
"F1Z",45900,9100,"Espagne",200,0.000925069380203515,2.1978021978022,0.363636363636364,"Espagne"
"F2Z",28900,2600,"Espagne",100,0.000462534690101758,3.84615384615385,0.317460317460317,"Espagne"
"F3Z",61300,4300,"Espagne",100,0.000462534690101758,2.32558139534884,0.152439024390244,"Espagne"
"F4Z",48900,4100,"Espagne",100,0.000462534690101758,2.4390243902439,0.188679245283019,"Espagne"
"F5Z",22300,1800,"Espagne",100,0.000462534690101758,5.55555555555556,0.4149377593361,"Espagne"
"G",855400,75500,"Espagne",2400,0.0111008325624422,3.17880794701987,0.257815017724782,"Espagne"
"G0A",221900,22200,"Espagne",700,0.0032377428307123,3.15315315315315,0.2867677181483,"Espagne"
"G0B",158100,15500,"Espagne",500,0.00231267345050879,3.2258064516129,0.288018433179724,"Espagne"
"G1Z",475400,37700,"Espagne",1200,0.00555041628122109,3.18302387267904,0.233872539465991,"Espagne"
"H",318400,29500,"Espagne",1300,0.00601295097132285,4.40677966101695,0.373670594998563,"Espagne"
"H0Z",318400,29500,"Espagne",1300,0.00601295097132285,4.40677966101695,0.373670594998563,"Espagne"
"J",1703900,216300,"Espagne",4700,0.0217391304347826,2.17290799815072,0.244766170190605,"Espagne"
"J0Z",316300,48700,"Espagne",800,0.00370027752081406,1.64271047227926,0.219178082191781,"Espagne"
"J1Z",362100,42000,"Espagne",1100,0.00508788159111933,2.61904761904762,0.272209849047266,"Espagne"
"J3Z",698800,95200,"Espagne",1800,0.00832562442183164,1.89075630252101,0.226700251889169,"Espagne"
"J4Z",83900,6200,"Espagne",300,0.00138760407030527,4.83870967741935,0.332963374028857,"Espagne"
"J5Z",168000,18400,"Espagne",500,0.00231267345050879,2.71739130434783,0.268240343347639,"Espagne"
"J6Z",74700,5600,"Espagne",300,0.00138760407030527,5.35714285714286,0.37359900373599,"Espagne"
"K",128400,18400,"Espagne",400,0.00185013876040703,2.17391304347826,0.272479564032698,"Espagne"
"K0Z",128400,18400,"Espagne",400,0.00185013876040703,2.17391304347826,0.272479564032698,"Espagne"
"L",2582800,224400,"Espagne",7800,0.0360777058279371,3.47593582887701,0.277856939298946,"Espagne"
"L0Z",335700,21300,"Espagne",1000,0.00462534690101758,4.69483568075117,0.280112044817927,"Espagne"
"L1Z",259900,18300,"Espagne",500,0.00231267345050879,2.73224043715847,0.179726815240834,"Espagne"
"L2Z",454300,48300,"Espagne",1300,0.00601295097132285,2.69151138716356,0.258654994031039,"Espagne"
"L3Z",135600,10700,"Espagne",400,0.00185013876040703,3.73831775700935,0.273410799726589,"Espagne"
"L4Z",490200,40700,"Espagne",1300,0.00601295097132285,3.19410319410319,0.24486720663025,"Espagne"
"L5Z",726400,67800,"Espagne",2700,0.0124884366327475,3.98230088495575,0.339964744396877,"Espagne"
"L6Z",180700,17400,"Espagne",600,0.00277520814061055,3.44827586206897,0.302877334679455,"Espagne"
"M",474900,67900,"Espagne",1500,0.00693802035152636,2.20913107511046,0.276344878408254,"Espagne"
"M0Z",23500,2900,"Espagne",0,0,0,0,"Espagne"
"M1Z",140700,14300,"Espagne",300,0.00138760407030527,2.0979020979021,0.193548387096774,"Espagne"
"M2Z",310700,50700,"Espagne",1100,0.00508788159111933,2.16962524654832,0.3043718871057,"Espagne"
"N",314100,48700,"Espagne",2300,0.0106382978723404,4.72279260780287,0.633958103638368,"Espagne"
"N0Z",314100,48700,"Espagne",2300,0.0106382978723404,4.72279260780287,0.633958103638368,"Espagne"
"P",2241000,112600,"Espagne",4100,0.0189639222941721,3.64120781527531,0.174201223657376,"Espagne"
"P0Z",769300,43100,"Espagne",1500,0.00693802035152636,3.48027842227378,0.184638109305761,"Espagne"
"P1Z",473600,20300,"Espagne",800,0.00370027752081406,3.94088669950739,0.161976108523993,"Espagne"
"P2Z",502000,27600,"Espagne",1200,0.00555041628122109,4.34782608695652,0.226586102719033,"Espagne"
"P3Z",93300,5600,"Espagne",200,0.000925069380203515,3.57142857142857,0.202224469160768,"Espagne"
"P4Z",402800,16100,"Espagne",400,0.00185013876040703,2.48447204968944,0.095488183337312,"Espagne"
"Q",693400,45000,"Espagne",1200,0.00555041628122109,2.66666666666667,0.162513542795233,"Espagne"
"Q0Z",234300,13900,"Espagne",300,0.00138760407030527,2.15827338129496,0.120870265914585,"Espagne"
"Q1Z",217600,12600,"Espagne",400,0.00185013876040703,3.17460317460317,0.173761946133797,"Espagne"
"Q2Z",241500,18500,"Espagne",500,0.00231267345050879,2.7027027027027,0.192307692307692,"Espagne"
"R",2533400,237900,"Espagne",6800,0.0314523589269195,2.8583438419504,0.24537220798903,"Espagne"
"R0Z",293000,35300,"Espagne",800,0.00370027752081406,2.26628895184136,0.24367956137679,"Espagne"
"R1Z",755000,73500,"Espagne",1600,0.00740055504162812,2.17687074829932,0.193120096560048,"Espagne"
"R2Z",577600,38900,"Espagne",1400,0.00647548566142461,3.59897172236504,0.227088402270884,"Espagne"
"R3Z",489900,58500,"Espagne",1500,0.00693802035152636,2.56410256410256,0.273522975929978,"Espagne"
"R4Z",418000,31800,"Espagne",1400,0.00647548566142461,4.40251572327044,0.311249444197421,"Espagne"
"S",997400,213400,"Espagne",2900,0.013413506012951,1.35895032802249,0.239511067063099,"Espagne"
"S0Z",222100,21400,"Espagne",300,0.00138760407030527,1.4018691588785,0.123203285420945,"Espagne"
"S1Z",285500,80400,"Espagne",900,0.00416281221091582,1.11940298507463,0.245968843946433,"Espagne"
"S2Z",331800,79400,"Espagne",1200,0.00555041628122109,1.51133501259446,0.291828793774319,"Espagne"
"S3Z",158000,32100,"Espagne",500,0.00231267345050879,1.55763239875389,0.263019463440295,"Espagne"
"T",2350900,481400,"Espagne",8700,0.0402405180388529,1.80722891566265,0.307170850545493,"Espagne"
"T0Z",215100,19000,"Espagne",400,0.00185013876040703,2.10526315789474,0.170867150790261,"Espagne"
"T1Z",57500,36400,"Espagne",500,0.00231267345050879,1.37362637362637,0.53248136315229,"Espagne"
"T2A",416400,76700,"Espagne",1800,0.00832562442183164,2.34680573663625,0.365037517744879,"Espagne"
"T2B",336800,53000,"Espagne",1300,0.00601295097132285,2.45283018867925,0.333504361210877,"Espagne"
"T3Z",154400,61300,"Espagne",700,0.0032377428307123,1.14192495921697,0.324524802967084,"Espagne"
"T4Z",1016600,214700,"Espagne",3500,0.0161887141535615,1.6301816488123,0.284252416145537,"Espagne"
"T6Z",154100,20500,"Espagne",400,0.00185013876040703,1.95121951219512,0.229095074455899,"Espagne"
"U",513000,60500,"Espagne",2000,0.00925069380203515,3.30578512396694,0.3487358326068,"Espagne"
"U0Z",148700,19300,"Espagne",700,0.0032377428307123,3.62694300518135,0.416666666666667,"Espagne"
"U1Z",364300,41100,"Espagne",1400,0.00647548566142461,3.40632603406326,0.345337937839171,"Espagne"
"V",2657400,207100,"Espagne",7400,0.0342275670675301,3.57315306615162,0.258334787921103,"Espagne"
"V0Z",618500,59400,"Espagne",1300,0.00601295097132285,2.18855218855219,0.191768697448001,"Espagne"
"V1Z",598300,27800,"Espagne",1300,0.00601295097132285,4.67625899280576,0.207634563168823,"Espagne"
"V2Z",333500,44400,"Espagne",1200,0.00555041628122109,2.7027027027027,0.31754432389521,"Espagne"
"V3Z",411400,23500,"Espagne",2100,0.00971322849213691,8.93617021276596,0.482869625201196,"Espagne"
"V4Z",313100,17900,"Espagne",600,0.00277520814061055,3.35195530726257,0.181268882175227,"Espagne"
"V5Z",382500,33900,"Espagne",900,0.00416281221091582,2.65486725663717,0.216138328530259,"Espagne"
"W",1140100,87700,"Espagne",4800,0.0222016651248844,5.47320410490308,0.39094315035022,"Espagne"
"W0Z",990100,67200,"Espagne",4100,0.0189639222941721,6.10119047619048,0.387780194835903,"Espagne"
"W1Z",150000,20400,"Espagne",700,0.0032377428307123,3.43137254901961,0.410798122065728,"Espagne"
"X",13600,4300,"Espagne",100,0.000462534690101758,2.32558139534884,0.558659217877095,"Espagne"
"X0Z",13600,4300,"Espagne",100,0.000462534690101758,2.32558139534884,0.558659217877095,"Espagne"
"ENS",23662000,2697300,"Italie",68400,0.333333333333333,2.53586920253587,0.25949095765062,"Italie"
"A",764000,48100,"Italie",700,0.00341130604288499,1.45530145530146,0.0861962812461519,"Italie"
"A0Z",424700,18700,"Italie",300,0.00146198830409357,1.60427807486631,0.06765899864682,"Italie"
"A1Z",254000,25300,"Italie",200,0.000974658869395711,0.790513833992095,0.0716075904045829,"Italie"
"A2Z",57300,2900,"Italie",100,0.000487329434697856,3.44827586206897,0.166112956810631,"Italie"
"A3Z",28000,1300,"Italie",100,0.000487329434697856,7.69230769230769,0.341296928327645,"Italie"
"B",1568700,324000,"Italie",6200,0.0302144249512671,1.91358024691358,0.327574364664236,"Italie"
"B0Z",197900,73200,"Italie",700,0.00341130604288499,0.956284153005465,0.258207303578015,"Italie"
"B1Z",71900,17100,"Italie",300,0.00146198830409357,1.75438596491228,0.337078651685393,"Italie"
"B2Z",232000,76500,"Italie",1200,0.00584795321637427,1.56862745098039,0.388978930307942,"Italie"
"B3Z",168800,34100,"Italie",400,0.00194931773879142,1.17302052785924,0.19714144898965,"Italie"
"B4Z",405800,68500,"Italie",1400,0.00682261208576998,2.04379562043796,0.29517183217373,"Italie"
"B5Z",48100,5700,"Italie",100,0.000487329434697856,1.75438596491228,0.185873605947955,"Italie"
"B6Z",289200,29300,"Italie",800,0.00389863547758285,2.73037542662116,0.251177394034537,"Italie"
"B7Z",155100,19500,"Italie",1300,0.00633528265107212,6.66666666666667,0.744558991981672,"Italie"
"C",164000,17300,"Italie",400,0.00194931773879142,2.3121387283237,0.220628792057363,"Italie"
"C0Z",35500,3900,"Italie",100,0.000487329434697856,2.56410256410256,0.253807106598985,"Italie"
"C1Z",42400,5500,"Italie",100,0.000487329434697856,1.81818181818182,0.208768267223382,"Italie"
"C2Z",86000,7900,"Italie",200,0.000974658869395711,2.53164556962025,0.212992545260916,"Italie"
"D",739900,73400,"Italie",2000,0.00974658869395711,2.72479564032698,0.245911717693348,"Italie"
"D0Z",50300,5500,"Italie",100,0.000487329434697856,1.81818181818182,0.17921146953405,"Italie"
"D1Z",78300,7100,"Italie",300,0.00146198830409357,4.22535211267606,0.351288056206089,"Italie"
"D2Z",102600,11200,"Italie",300,0.00146198830409357,2.67857142857143,0.263620386643234,"Italie"
"D3Z",205700,26000,"Italie",500,0.00243664717348928,1.92307692307692,0.215796288303841,"Italie"
"D4Z",93500,9400,"Italie",300,0.00146198830409357,3.19148936170213,0.291545189504373,"Italie"
"D6Z",209500,14100,"Italie",500,0.00243664717348928,3.54609929078014,0.223613595706619,"Italie"
"E",679300,78900,"Italie",1400,0.00682261208576998,1.7743979721166,0.184647850171459,"Italie"
"E0Z",251000,41400,"Italie",600,0.00292397660818713,1.44927536231884,0.205198358413133,"Italie"
"E1Z",241000,27900,"Italie",600,0.00292397660818713,2.1505376344086,0.223131275567125,"Italie"
"E2Z",187300,9600,"Italie",200,0.000974658869395711,2.08333333333333,0.101574403250381,"Italie"
"F",228200,25200,"Italie",500,0.00243664717348928,1.98412698412698,0.197316495659037,"Italie"
"F0Z",21000,3200,"Italie",0,0,0,0,"Italie"
"F1Z",45900,9100,"Italie",100,0.000487329434697856,1.0989010989011,0.181818181818182,"Italie"
"F2Z",28900,2600,"Italie",0,0,0,0,"Italie"
"F3Z",61300,4300,"Italie",100,0.000487329434697856,2.32558139534884,0.152439024390244,"Italie"
"F4Z",48900,4100,"Italie",100,0.000487329434697856,2.4390243902439,0.188679245283019,"Italie"
"F5Z",22300,1800,"Italie",100,0.000487329434697856,5.55555555555556,0.4149377593361,"Italie"
"G",855400,75500,"Italie",1800,0.0087719298245614,2.3841059602649,0.193361263293587,"Italie"
"G0A",221900,22200,"Italie",500,0.00243664717348928,2.25225225225225,0.204834084391643,"Italie"
"G0B",158100,15500,"Italie",400,0.00194931773879142,2.58064516129032,0.230414746543779,"Italie"
"G1Z",475400,37700,"Italie",900,0.0043859649122807,2.38726790450928,0.175404404599493,"Italie"
"H",318400,29500,"Italie",1200,0.00584795321637427,4.06779661016949,0.344926703075596,"Italie"
"H0Z",318400,29500,"Italie",1200,0.00584795321637427,4.06779661016949,0.344926703075596,"Italie"
"J",1703900,216300,"Italie",4000,0.0194931773879142,1.84928340268146,0.20831163420477,"Italie"
"J0Z",316300,48700,"Italie",600,0.00292397660818713,1.23203285420945,0.164383561643836,"Italie"
"J1Z",362100,42000,"Italie",800,0.00389863547758285,1.9047619047619,0.197970799307102,"Italie"
"J3Z",698800,95200,"Italie",1500,0.00730994152046784,1.57563025210084,0.188916876574307,"Italie"
"J4Z",83900,6200,"Italie",100,0.000487329434697856,1.61290322580645,0.110987791342952,"Italie"
"J5Z",168000,18400,"Italie",600,0.00292397660818713,3.26086956521739,0.321888412017167,"Italie"
"J6Z",74700,5600,"Italie",300,0.00146198830409357,5.35714285714286,0.37359900373599,"Italie"
"K",128400,18400,"Italie",400,0.00194931773879142,2.17391304347826,0.272479564032698,"Italie"
"K0Z",128400,18400,"Italie",400,0.00194931773879142,2.17391304347826,0.272479564032698,"Italie"
"L",2582800,224400,"Italie",7600,0.037037037037037,3.38680926916221,0.270732402393844,"Italie"
"L0Z",335700,21300,"Italie",700,0.00341130604288499,3.28638497652582,0.196078431372549,"Italie"
"L1Z",259900,18300,"Italie",600,0.00292397660818713,3.27868852459016,0.215672178289001,"Italie"
"L2Z",454300,48300,"Italie",1400,0.00682261208576998,2.89855072463768,0.278551532033426,"Italie"
"L3Z",135600,10700,"Italie",400,0.00194931773879142,3.73831775700935,0.273410799726589,"Italie"
"L4Z",490200,40700,"Italie",1100,0.00536062378167641,2.7027027027027,0.207195328687135,"Italie"
"L5Z",726400,67800,"Italie",2800,0.01364522417154,4.12979351032448,0.352556031226391,"Italie"
"L6Z",180700,17400,"Italie",700,0.00341130604288499,4.02298850574713,0.353356890459364,"Italie"
"M",474900,67900,"Italie",1500,0.00730994152046784,2.20913107511046,0.276344878408254,"Italie"
"M0Z",23500,2900,"Italie",100,0.000487329434697856,3.44827586206897,0.378787878787879,"Italie"
"M1Z",140700,14300,"Italie",300,0.00146198830409357,2.0979020979021,0.193548387096774,"Italie"
"M2Z",310700,50700,"Italie",1200,0.00584795321637427,2.36686390532544,0.332042058660764,"Italie"
"N",314100,48700,"Italie",3400,0.0165692007797271,6.98151950718686,0.93715545755237,"Italie"
"N0Z",314100,48700,"Italie",3400,0.0165692007797271,6.98151950718686,0.93715545755237,"Italie"
"P",2241000,112600,"Italie",3200,0.0155945419103314,2.84191829484902,0.135961930659415,"Italie"
"P0Z",769300,43100,"Italie",1100,0.00536062378167641,2.55220417633411,0.135401280157558,"Italie"
"P1Z",473600,20300,"Italie",700,0.00341130604288499,3.44827586206897,0.141729094958494,"Italie"
"P2Z",502000,27600,"Italie",900,0.0043859649122807,3.26086956521739,0.169939577039275,"Italie"
"P3Z",93300,5600,"Italie",200,0.000974658869395711,3.57142857142857,0.202224469160768,"Italie"
"P4Z",402800,16100,"Italie",200,0.000974658869395711,1.24223602484472,0.047744091668656,"Italie"
"Q",693400,45000,"Italie",1400,0.00682261208576998,3.11111111111111,0.189599133261105,"Italie"
"Q0Z",234300,13900,"Italie",400,0.00194931773879142,2.87769784172662,0.16116035455278,"Italie"
"Q1Z",217600,12600,"Italie",300,0.00146198830409357,2.38095238095238,0.130321459600348,"Italie"
"Q2Z",241500,18500,"Italie",700,0.00341130604288499,3.78378378378378,0.269230769230769,"Italie"
"R",2533400,237900,"Italie",7700,0.0375243664717349,3.23665405632619,0.277847941399343,"Italie"
"R0Z",293000,35300,"Italie",700,0.00341130604288499,1.98300283286119,0.213219616204691,"Italie"
"R1Z",755000,73500,"Italie",2000,0.00974658869395711,2.72108843537415,0.24140012070006,"Italie"
"R2Z",577600,38900,"Italie",1600,0.00779727095516569,4.11311053984576,0.259529602595296,"Italie"
"R3Z",489900,58500,"Italie",1900,0.00925925925925926,3.24786324786325,0.346462436177972,"Italie"
"R4Z",418000,31800,"Italie",1500,0.00730994152046784,4.71698113207547,0.33348154735438,"Italie"
"S",997400,213400,"Italie",6800,0.0331384015594542,3.18650421743205,0.561612157251404,"Italie"
"S0Z",222100,21400,"Italie",300,0.00146198830409357,1.4018691588785,0.123203285420945,"Italie"
"S1Z",285500,80400,"Italie",2500,0.0121832358674464,3.10945273631841,0.683246788740093,"Italie"
"S2Z",331800,79400,"Italie",2700,0.0131578947368421,3.40050377833753,0.656614785992218,"Italie"
"S3Z",158000,32100,"Italie",1400,0.00682261208576998,4.3613707165109,0.736454497632825,"Italie"
"T",2350900,481400,"Italie",6200,0.0302144249512671,1.2879102617366,0.218903364756558,"Italie"
"T0Z",215100,19000,"Italie",400,0.00194931773879142,2.10526315789474,0.170867150790261,"Italie"
"T1Z",57500,36400,"Italie",300,0.00146198830409357,0.824175824175824,0.319488817891374,"Italie"
"T2A",416400,76700,"Italie",1000,0.00487329434697856,1.30378096479791,0.202798620969377,"Italie"
"T2B",336800,53000,"Italie",1100,0.00536062378167641,2.07547169811321,0.282195997947665,"Italie"
"T3Z",154400,61300,"Italie",400,0.00194931773879142,0.65252854812398,0.185442744552619,"Italie"
"T4Z",1016600,214700,"Italie",2500,0.0121832358674464,1.16441546343735,0.203037440103955,"Italie"
"T6Z",154100,20500,"Italie",500,0.00243664717348928,2.4390243902439,0.286368843069874,"Italie"
"U",513000,60500,"Italie",3300,0.0160818713450292,5.45454545454545,0.575414123801221,"Italie"
"U0Z",148700,19300,"Italie",800,0.00389863547758285,4.14507772020725,0.476190476190476,"Italie"
"U1Z",364300,41100,"Italie",2400,0.0116959064327485,5.83941605839416,0.592007893438579,"Italie"
"V",2657400,207100,"Italie",4900,0.0238791423001949,2.36600676001931,0.171059521731541,"Italie"
"V0Z",618500,59400,"Italie",800,0.00389863547758285,1.34680134680135,0.118011506121847,"Italie"
"V1Z",598300,27800,"Italie",500,0.00243664717348928,1.79856115107914,0.0798594473726242,"Italie"
"V2Z",333500,44400,"Italie",1500,0.00730994152046784,3.37837837837838,0.396930404869013,"Italie"
"V3Z",411400,23500,"Italie",800,0.00389863547758285,3.40425531914894,0.183950333409979,"Italie"
"V4Z",313100,17900,"Italie",500,0.00243664717348928,2.79329608938547,0.151057401812689,"Italie"
"V5Z",382500,33900,"Italie",900,0.0043859649122807,2.65486725663717,0.216138328530259,"Italie"
"W",1140100,87700,"Italie",3800,0.0185185185185185,4.33295324971494,0.309496660693924,"Italie"
"W0Z",990100,67200,"Italie",3200,0.0155945419103314,4.76190476190476,0.302657713042656,"Italie"
"W1Z",150000,20400,"Italie",600,0.00292397660818713,2.94117647058824,0.352112676056338,"Italie"
"X",13600,4300,"Italie",0,0,0,0,"Italie"
"X0Z",13600,4300,"Italie",0,0,0,0,"Italie"
"ENS",23662000,2697300,"Portugal",316300,0.333157783863493,11.726541356171,1.19995599276157,"Portugal"
"A",764000,48100,"Portugal",9000,0.00947967137139246,18.7110187110187,1.10823790173624,"Portugal"
"A0Z",424700,18700,"Portugal",3400,0.00358120918474826,18.1818181818182,0.76680198466396,"Portugal"
"A1Z",254000,25300,"Portugal",5200,0.00547714345902675,20.5533596837945,1.86179735051916,"Portugal"
"A2Z",57300,2900,"Portugal",300,0.000315989045713082,10.3448275862069,0.498338870431894,"Portugal"
"A3Z",28000,1300,"Portugal",100,0.000105329681904361,7.69230769230769,0.341296928327645,"Portugal"
"B",1568700,324000,"Portugal",79600,0.0838424267958711,24.5679012345679,4.20563216568923,"Portugal"
"B0Z",197900,73200,"Portugal",21500,0.0226458816094375,29.3715846994535,7.93065289561047,"Portugal"
"B1Z",71900,17100,"Portugal",6100,0.006425110596166,35.672514619883,6.85393258426966,"Portugal"
"B2Z",232000,76500,"Portugal",24900,0.0262270907941858,32.5490196078431,8.07131280388979,"Portugal"
"B3Z",168800,34100,"Portugal",4800,0.00505582473140931,14.0762463343109,2.3656973878758,"Portugal"
"B4Z",405800,68500,"Portugal",11600,0.0122182431009058,16.9343065693431,2.44570946658233,"Portugal"
"B5Z",48100,5700,"Portugal",1700,0.00179060459237413,29.8245614035088,3.15985130111524,"Portugal"
"B6Z",289200,29300,"Portugal",7500,0.00789972614282705,25.5972696245734,2.35478806907378,"Portugal"
"B7Z",155100,19500,"Portugal",1500,0.00157994522856541,7.69230769230769,0.859106529209622,"Portugal"
"C",164000,17300,"Portugal",2200,0.00231725300189593,12.7167630057803,1.2134583563155,"Portugal"
"C0Z",35500,3900,"Portugal",600,0.000631978091426164,15.3846153846154,1.52284263959391,"Portugal"
"C1Z",42400,5500,"Portugal",700,0.000737307773330524,12.7272727272727,1.46137787056367,"Portugal"
"C2Z",86000,7900,"Portugal",900,0.000947967137139246,11.3924050632911,0.958466453674121,"Portugal"
"D",739900,73400,"Portugal",11900,0.0125342321466189,16.2125340599455,1.46317472027542,"Portugal"
"D0Z",50300,5500,"Portugal",900,0.000947967137139246,16.3636363636364,1.61290322580645,"Portugal"
"D1Z",78300,7100,"Portugal",1400,0.00147461554666105,19.7183098591549,1.63934426229508,"Portugal"
"D2Z",102600,11200,"Portugal",1900,0.00200126395618285,16.9642857142857,1.66959578207381,"Portugal"
"D3Z",205700,26000,"Portugal",4000,0.00421318727617443,15.3846153846154,1.72637030643073,"Portugal"
"D4Z",93500,9400,"Portugal",1400,0.00147461554666105,14.8936170212766,1.36054421768707,"Portugal"
"D6Z",209500,14100,"Portugal",2300,0.00242258268380029,16.3120567375887,1.02862254025045,"Portugal"
"E",679300,78900,"Portugal",9000,0.00947967137139246,11.4068441064639,1.18702189395938,"Portugal"
"E0Z",251000,41400,"Portugal",4600,0.00484516536760059,11.1111111111111,1.57318741450068,"Portugal"
"E1Z",241000,27900,"Portugal",3200,0.00337054982093954,11.4695340501792,1.19003346969134,"Portugal"
"E2Z",187300,9600,"Portugal",1200,0.00126395618285233,12.5,0.609446419502286,"Portugal"
"F",228200,25200,"Portugal",4500,0.00473983568569623,17.8571428571429,1.77584846093133,"Portugal"
"F0Z",21000,3200,"Portugal",700,0.000737307773330524,21.875,2.89256198347107,"Portugal"
"F1Z",45900,9100,"Portugal",1200,0.00126395618285233,13.1868131868132,2.18181818181818,"Portugal"
"F2Z",28900,2600,"Portugal",700,0.000737307773330524,26.9230769230769,2.22222222222222,"Portugal"
"F3Z",61300,4300,"Portugal",1000,0.00105329681904361,23.2558139534884,1.52439024390244,"Portugal"
"F4Z",48900,4100,"Portugal",600,0.000631978091426164,14.6341463414634,1.13207547169811,"Portugal"
"F5Z",22300,1800,"Portugal",400,0.000421318727617443,22.2222222222222,1.6597510373444,"Portugal"
"G",855400,75500,"Portugal",11200,0.0117969243732884,14.8344370860927,1.20313674938232,"Portugal"
"G0A",221900,22200,"Portugal",3100,0.00326522013903518,13.963963963964,1.26997132322819,"Portugal"
"G0B",158100,15500,"Portugal",3500,0.00368653886665262,22.5806451612903,2.01612903225806,"Portugal"
"G1Z",475400,37700,"Portugal",4600,0.00484516536760059,12.2015915119363,0.896511401286299,"Portugal"
"H",318400,29500,"Portugal",1800,0.00189593427427849,6.10169491525424,0.517390054613395,"Portugal"
"H0Z",318400,29500,"Portugal",1800,0.00189593427427849,6.10169491525424,0.517390054613395,"Portugal"
"J",1703900,216300,"Portugal",20700,0.0218032441542027,9.57004160887656,1.07801270700969,"Portugal"
"J0Z",316300,48700,"Portugal",4300,0.00452917632188751,8.82956878850103,1.17808219178082,"Portugal"
"J1Z",362100,42000,"Portugal",4200,0.00442384663998315,10,1.03934669636229,"Portugal"
"J3Z",698800,95200,"Portugal",10200,0.0107436275542448,10.7142857142857,1.28463476070529,"Portugal"
"J4Z",83900,6200,"Portugal",600,0.000631978091426164,9.67741935483871,0.665926748057714,"Portugal"
"J5Z",168000,18400,"Portugal",1000,0.00105329681904361,5.43478260869565,0.536480686695279,"Portugal"
"J6Z",74700,5600,"Portugal",400,0.000421318727617443,7.14285714285714,0.49813200498132,"Portugal"
"K",128400,18400,"Portugal",2200,0.00231725300189593,11.9565217391304,1.49863760217984,"Portugal"
"K0Z",128400,18400,"Portugal",2200,0.00231725300189593,11.9565217391304,1.49863760217984,"Portugal"
"L",2582800,224400,"Portugal",19800,0.0208552770170634,8.82352941176471,0.705329153605016,"Portugal"
"L0Z",335700,21300,"Portugal",3200,0.00337054982093954,15.0234741784038,0.896358543417367,"Portugal"
"L1Z",259900,18300,"Portugal",1900,0.00200126395618285,10.3825136612022,0.682961897915169,"Portugal"
