"Fap","Salaire","Milliers","Pourcentage"
"R4Z92","3000 € ou plus",28.88592,44.4483768203673
"L5Z92","Moins de 1250 €",0.72225,0.746981434835243
"L5Z92","De 1250 € à moins de 1500 €",1.65122,1.70776141893894
"L5Z92","De 1500 € à moins de 2000 €",7.56681,7.82591428304003
"L5Z92","De 2000 € à moins de 3000 €",50.14814,51.8653230481393
"L5Z92","3000 € ou plus",36.60073,37.8540198150465
"L5Z","Moins de 1250 €",2.78195,0.493624447106729
"L5Z","De 1250 € à moins de 1500 €",4.75575,0.843852141241871
"L5Z","De 1500 € à moins de 2000 €",32.87112,5.8325952787717
"L5Z","De 2000 € à moins de 3000 €",321.38725,57.0264036335671
"L5Z","3000 € ou plus",201.78015,35.8035244993126
"J6Z90","Moins de 1250 €",0,0
"J6Z90","De 1250 € à moins de 1500 €",0,0
"J6Z90","De 1500 € à moins de 2000 €",1.16648,4.26256537385514
"J6Z90","De 2000 € à moins de 3000 €",14.71978,53.7891987335962
"J6Z90","3000 € ou plus",11.47942,41.9482358925486
"J6Z","Moins de 1250 €",0.37607,0.405839635986441
"J6Z","De 1250 € à moins de 1500 €",0.95673,1.03246458089533
"J6Z","De 1500 € à moins de 2000 €",6.87181,7.41578128797294
"J6Z","De 2000 € à moins de 3000 €",50.06399,54.0270467669019
"J6Z","3000 € ou plus",34.39608,37.1188677282434
"L6Z90","Moins de 1250 €",0,0
"L6Z90","De 1250 € à moins de 1500 €",0,0
"L6Z90","De 1500 € à moins de 2000 €",0.10192,0.946003016591252
"L6Z90","De 2000 € à moins de 3000 €",8.05559,74.7705302239239
"L6Z90","3000 € ou plus",2.61624,24.2834667594849
"B7Z","Moins de 1250 €",1.53084,1.0451171168957
"B7Z","De 1250 € à moins de 1500 €",0.42449,0.289802830440186
"B7Z","De 1500 € à moins de 2000 €",13.08245,8.93149671156498
"B7Z","De 2000 € à moins de 3000 €",61.74876,42.1563886644485
"B7Z","3000 € ou plus",69.68891,47.5771946766506
"A3Z90","Moins de 1250 €",0,0
"A3Z90","De 1250 € à moins de 1500 €",0,0
"A3Z90","De 1500 € à moins de 2000 €",0.16548,3.89194376108338
"A3Z90","De 2000 € à moins de 3000 €",3.50189,82.3613665548725
"A3Z90","3000 € ou plus",0.58449,13.7466896840442
"U0Z91","Moins de 1250 €",0.11578,1.74517018348555
"U0Z91","De 1250 € à moins de 1500 €",0.17533,2.64277671679496
"U0Z91","De 1500 € à moins de 2000 €",1.71474,25.8465462120401
"U0Z91","De 2000 € à moins de 3000 €",1.85695,27.9900999501079
"U0Z91","3000 € ou plus",2.77151,41.7754069375715
"P4Z80","Moins de 1250 €",0.4239,0.841765551117151
"P4Z80","De 1250 € à moins de 1500 €",0.34208,0.679290303671043
"P4Z80","De 1500 € à moins de 2000 €",1.9034,3.77970405755222
"P4Z80","De 2000 € à moins de 3000 €",10.32628,20.5055597433121
"P4Z80","3000 € ou plus",37.36278,74.1936803443474
"H0Z91","Moins de 1250 €",0.64742,1.00969410519989
"H0Z91","De 1250 € à moins de 1500 €",0.63976,0.997747830994842
"H0Z91","De 1500 € à moins de 2000 €",2.07175,3.23103049403458
"H0Z91","De 2000 € à moins de 3000 €",36.71906,57.2657910328396
"H0Z91","3000 € ou plus",24.04242,37.4957365369311
"R0Z61","Moins de 1250 €",30.64038,36.7283589160042
"R0Z61","De 1250 € à moins de 1500 €",33.22816,39.8303084556528
"R0Z61","De 1500 € à moins de 2000 €",15.76447,18.8967340574948
"R0Z61","De 2000 € à moins de 3000 €",0.77993,0.934895356041902
"R0Z61","3000 € ou plus",3.01137,3.60970321480633
"R0Z","Moins de 1250 €",51.59029,31.0045067162031
"R0Z","De 1250 € à moins de 1500 €",66.81481,40.1540721206807
"R0Z","De 1500 € à moins de 2000 €",33.26249,19.9899456778134
"R0Z","De 2000 € à moins de 3000 €",2.81321,1.69067063470839
"R0Z","3000 € ou plus",11.9153,7.16080485059446
"G0B40","Moins de 1250 €",2.21361,6.89366623918821
"G0B40","De 1250 € à moins de 1500 €",4.87863,15.1931220605666
"G0B40","De 1500 € à moins de 2000 €",17.87311,55.6607780938364
"G0B40","De 2000 € à moins de 3000 €",1.10745,3.44884179082539
"G0B40","3000 € ou plus",6.03798,18.8035918155834
"S0Z41","Moins de 1250 €",2.16974,27.1054189850615
"S0Z41","De 1250 € à moins de 1500 €",1.83302,22.8989533805882
"S0Z41","De 1500 € à moins de 2000 €",2.7031,33.7684045362669
"S0Z41","De 2000 € à moins de 3000 €",0,0
"S0Z41","3000 € ou plus",1.29896,16.2272230980834
"B2Z43","Moins de 1250 €",1.81058,7.56748578311763
"B2Z43","De 1250 € à moins de 1500 €",2.97918,12.451757058704
"B2Z43","De 1500 € à moins de 2000 €",14.77489,61.7530128589329
"B2Z43","De 2000 € à moins de 3000 €",1.69096,7.06752298148692
"B2Z43","3000 € ou plus",2.67017,11.1602213177585
"B2Z42","Moins de 1250 €",0.4244,3.61797461620825
