"Fap","Annee","Age","effectif_age","Pourcentage"
"F3Z","2000-2002","De 30 à 49 ans",50.59809,62.1382352836429
"F3Z","2000-2002","50 ans ou plus",16.16037,19.8461418865954
"F4Z","2000-2002","Moins de 30 ans",18.94278,19.1530963200714
"F4Z","2000-2002","De 30 à 49 ans",62.89279,63.5910708305764
"F4Z","2000-2002","50 ans ou plus",17.06635,17.2558328493522
"F5Z","2000-2002","Moins de 30 ans",7.43544,19.8070241380991
"F5Z","2000-2002","De 30 à 49 ans",23.46286,62.5019412931636
"F5Z","2000-2002","50 ans ou plus",6.64111,17.6910345687372
"G0A","2000-2002","Moins de 30 ans",52.17687,18.9169522084456
"G0A","2000-2002","De 30 à 49 ans",174.45072,63.2478708088262
"G0A","2000-2002","50 ans ou plus",49.19311,17.8351769827283
"G0B","2000-2002","Moins de 30 ans",50.76193,24.6633646741149
"G0B","2000-2002","De 30 à 49 ans",114.08819,55.4312776322671
"G0B","2000-2002","50 ans ou plus",40.96904,19.905357693618
"G1Z","2000-2002","Moins de 30 ans",95.47577,24.7571973175368
"G1Z","2000-2002","De 30 à 49 ans",231.67616,60.0744294273745
"G1Z","2000-2002","50 ans ou plus",58.49661,15.1683732550887
"H0Z","2000-2002","Moins de 30 ans",27.71259,15.7797889418445
"H0Z","2000-2002","De 30 à 49 ans",102.82587,58.5499416099882
"H0Z","2000-2002","50 ans ou plus",45.08233,25.6702694481673
"J0Z","2000-2002","Moins de 30 ans",196.99577,44.4606394484523
"J0Z","2000-2002","De 30 à 49 ans",209.19939,47.2149155874066
"J0Z","2000-2002","50 ans ou plus",36.88387,8.32444496414105
"J1Z","2000-2002","Moins de 30 ans",106.84027,23.7000403236844
"J1Z","2000-2002","De 30 à 49 ans",277.22147,61.4951648623789
"J1Z","2000-2002","50 ans ou plus",66.74032,14.8047948139367
"J3Z","2000-2002","Moins de 30 ans",128.00826,17.0491185375357
"J3Z","2000-2002","De 30 à 49 ans",480.22848,63.9604997413496
"J3Z","2000-2002","50 ans ou plus",142.58366,18.9903817211147
"J4Z","2000-2002","Moins de 30 ans",15.09293,21.5078692261905
"J4Z","2000-2002","De 30 à 49 ans",45.10569,64.2769350866325
"J4Z","2000-2002","50 ans ou plus",9.97537,14.215195687177
"J5Z","2000-2002","Moins de 30 ans",55.89319,34.2530509459468
"J5Z","2000-2002","De 30 à 49 ans",91.14049,55.8536710323485
"J5Z","2000-2002","50 ans ou plus",16.14358,9.89327802170474
"J6Z","2000-2002","Moins de 30 ans",6.57753,10.4538017971398
"J6Z","2000-2002","De 30 à 49 ans",41.70288,66.2792327651725
"J6Z","2000-2002","50 ans ou plus",14.63957,23.2669654376877
"K0Z","2000-2002","Moins de 30 ans",31.59752,23.7127025634618
"K0Z","2000-2002","De 30 à 49 ans",76.80934,57.6424046417506
"K0Z","2000-2002","50 ans ou plus",24.84459,18.6448927947876
"L0Z","2000-2002","Moins de 30 ans",129.93385,23.6644954426661
"L0Z","2000-2002","De 30 à 49 ans",332.40839,60.5406276367473
"L0Z","2000-2002","50 ans ou plus",86.7244,15.7948769205865
"L1Z","2000-2002","Moins de 30 ans",109.96873,28.8861341776297
"L1Z","2000-2002","De 30 à 49 ans",221.81686,58.2659414255352
"L1Z","2000-2002","50 ans ou plus",48.9117,12.8479243968351
"L2Z","2000-2002","Moins de 30 ans",143.27957,35.7362143672484
"L2Z","2000-2002","De 30 à 49 ans",201.39366,50.2307970771041
"L2Z","2000-2002","50 ans ou plus",56.26339,14.0329885556475
"L3Z","2000-2002","Moins de 30 ans",25.16217,17.1127837180329
"L3Z","2000-2002","De 30 à 49 ans",93.22019,63.3990212141452
"L3Z","2000-2002","50 ans ou plus",28.65491,19.4881950678219
"L4Z","2000-2002","Moins de 30 ans",66.23059,25.3347393867303
"L4Z","2000-2002","De 30 à 49 ans",157.96866,60.4266824796671
"L4Z","2000-2002","50 ans ou plus",37.22278,14.2385781336026
"L5Z","2000-2002","Moins de 30 ans",64.39302,13.387229842821
"L5Z","2000-2002","De 30 à 49 ans",294.9697,61.3238386795334
"L5Z","2000-2002","50 ans ou plus",121.6406,25.2889314776455
"L6Z","2000-2002","Moins de 30 ans",3.35474,2.21894634939161
"L6Z","2000-2002","De 30 à 49 ans",88.25163,58.3728194186016
"L6Z","2000-2002","50 ans ou plus",59.5798,39.4082342320068
"M0Z","2000-2002","Moins de 30 ans",14.92939,39.8660307779401
"M0Z","2000-2002","De 30 à 49 ans",18.92475,50.5348621721866
"M0Z","2000-2002","50 ans ou plus",3.59476,9.59910704987329
"M1Z","2000-2002","Moins de 30 ans",58.6346,35.1670968795204
"M1Z","2000-2002","De 30 à 49 ans",92.84458,55.6851132198118
"M1Z","2000-2002","50 ans ou plus",15.25224,9.14778990066779
"M2Z","2000-2002","Moins de 30 ans",66.0067,28.1267532161169
"M2Z","2000-2002","De 30 à 49 ans",143.41606,61.1124041475762
"M2Z","2000-2002","50 ans ou plus",25.2531,10.7608426363069
"N0Z","2000-2002","Moins de 30 ans",48.39784,19.6689582838539
"N0Z","2000-2002","De 30 à 49 ans",141.66136,57.571399473076
"N0Z","2000-2002","50 ans ou plus",56.00284,22.7596422430701
"P0Z","2000-2002","Moins de 30 ans",138.0524,15.3718139991844
"P0Z","2000-2002","De 30 à 49 ans",580.18582,64.6023430958411
"P0Z","2000-2002","50 ans ou plus",179.84967,20.0258429049745
"P1Z","2000-2002","Moins de 30 ans",34.74834,8.6446559480251
"P1Z","2000-2002","De 30 à 49 ans",263.36415,65.5194598013624
"P1Z","2000-2002","50 ans ou plus",103.85076,25.8358842506125
"P2Z","2000-2002","Moins de 30 ans",31.80563,9.18804801482585
"P2Z","2000-2002","De 30 à 49 ans",206.47562,59.6469213296808
"P2Z","2000-2002","50 ans ou plus",107.88183,31.1650306554934
"P3Z","2000-2002","Moins de 30 ans",5.76107,10.7821522643742
"P3Z","2000-2002","De 30 à 49 ans",31.71889,59.3636080861603
"P3Z","2000-2002","50 ans ou plus",15.95158,29.8542396494655
"P4Z","2000-2002","Moins de 30 ans",193.46642,43.2777051560456
"P4Z","2000-2002","De 30 à 49 ans",231.98309,51.8937383046028
"P4Z","2000-2002","50 ans ou plus",21.58533,4.82855653935161
"Q0Z","2000-2002","Moins de 30 ans",63.24777,21.3135493038699
"Q0Z","2000-2002","De 30 à 49 ans",178.88211,60.2805865102481
"Q0Z","2000-2002","50 ans ou plus",54.61924,18.405864185882
"Q1Z","2000-2002","Moins de 30 ans",37.19816,21.733796550968
"Q1Z","2000-2002","De 30 à 49 ans",104.80587,61.2350034498266
"Q1Z","2000-2002","50 ans ou plus",29.1495,17.0311999992054
"Q2Z","2000-2002","Moins de 30 ans",11.96877,6.60665893805011
"Q2Z","2000-2002","De 30 à 49 ans",104.91326,57.9112245367715
"Q2Z","2000-2002","50 ans ou plus",64.28019,35.4821165251784
"R0Z","2000-2002","Moins de 30 ans",157.77076,51.3868420092657
"R0Z","2000-2002","De 30 à 49 ans",131.33416,42.7762896644449
"R0Z","2000-2002","50 ans ou plus",17.92068,5.8368683262894
"R1Z","2000-2002","Moins de 30 ans",332.61643,42.6923936001128
"R1Z","2000-2002","De 30 à 49 ans",355.01591,45.567439239313
"R1Z","2000-2002","50 ans ou plus",91.46764,11.7401671605742
"R2Z","2000-2002","Moins de 30 ans",145.02137,29.1532828423294
"R2Z","2000-2002","De 30 à 49 ans",281.77837,56.6452000795506
"R2Z","2000-2002","50 ans ou plus",70.64465,14.20151707812
"R3Z","2000-2002","Moins de 30 ans",93.39221,17.8941661091518
"R3Z","2000-2002","De 30 à 49 ans",310.42088,59.477367442842
"R3Z","2000-2002","50 ans ou plus",118.1012,22.6284664480062
"R4Z","2000-2002","Moins de 30 ans",58.70327,14.259104441126
"R4Z","2000-2002","De 30 à 49 ans",261.9064,63.6174221878835
"R4Z","2000-2002","50 ans ou plus",91.08007,22.1234733709905
"S0Z","2000-2002","Moins de 30 ans",89.2831,34.0633606871037
"S0Z","2000-2002","De 30 à 49 ans",130.21873,49.6811554281446
"S0Z","2000-2002","50 ans ou plus",42.60707,16.2554838847517
"S1Z","2000-2002","Moins de 30 ans",107.82379,34.9138341512582
"S1Z","2000-2002","De 30 à 49 ans",164.51074,53.2693266714216
"S1Z","2000-2002","50 ans ou plus",36.49374,11.8168391773201
"S2Z","2000-2002","Moins de 30 ans",168.01445,51.5179327239184
"S2Z","2000-2002","De 30 à 49 ans",133.82041,41.0330830441499
"S2Z","2000-2002","50 ans ou plus",24.29323,7.44898423193169
"S3Z","2000-2002","Moins de 30 ans",18.73704,9.3406218975475
"S3Z","2000-2002","De 30 à 49 ans",122.85773,61.2459386926098
"S3Z","2000-2002","50 ans ou plus",59.00258,29.4134394098427
"T0Z","2000-2002","Moins de 30 ans",88.75037,48.6637110325245
"T0Z","2000-2002","De 30 à 49 ans",72.91569,39.9812199982618
"T0Z","2000-2002","50 ans ou plus",20.70879,11.3550689692137
"T1Z","2000-2002","Moins de 30 ans",24.23131,9.27604231545368
"T1Z","2000-2002","De 30 à 49 ans",153.61664,58.8063316839995
"T1Z","2000-2002","50 ans ou plus",83.37671,31.9176260005468
"T2A","2000-2002","Moins de 30 ans",63.72773,18.4985353764363
"T2A","2000-2002","De 30 à 49 ans",196.0605,56.9113648826308
"T2A","2000-2002","50 ans ou plus",84.71326,24.5900997409329
"T2B","2000-2002","Moins de 30 ans",18.92711,5.00531906270782
"T2B","2000-2002","De 30 à 49 ans",254.40565,67.2781766263087
"T2B","2000-2002","50 ans ou plus",104.80717,27.7165043109835
"T2Z","2000-2002","Moins de 30 ans",82.65485,11.4378786724143
"T2Z","2000-2002","De 30 à 49 ans",450.46613,62.3360509512996
"T2Z","2000-2002","50 ans ou plus",189.52045,26.2260703762861
"T3Z","2000-2002","Moins de 30 ans",58.14084,29.0405213312634
"T3Z","2000-2002","De 30 à 49 ans",98.0204,48.959793444659
"T3Z","2000-2002","50 ans ou plus",44.04467,21.9996852240776
"T4Z","2000-2002","Moins de 30 ans",208.85758,17.0944169982449
"T4Z","2000-2002","De 30 à 49 ans",737.14514,60.333297031353
"T4Z","2000-2002","50 ans ou plus",275.78554,22.5722859704021
"T6Z","2000-2002","Moins de 30 ans",13.82166,14.4705937779732
"T6Z","2000-2002","De 30 à 49 ans",55.66064,58.2739345970026
"T6Z","2000-2002","50 ans ou plus",26.0332,27.2554716250242
"U0Z","2000-2002","Moins de 30 ans",28.45506,20.0623012281726
"U0Z","2000-2002","De 30 à 49 ans",85.53847,60.3090821715719
"U0Z","2000-2002","50 ans ou plus",27.83995,19.6286166002555
"U1Z","2000-2002","Moins de 30 ans",67.25113,24.9008813467948
"U1Z","2000-2002","De 30 à 49 ans",158.40964,58.6538791218597
"U1Z","2000-2002","50 ans ou plus",44.41453,16.4452395313455
"V0Z","2000-2002","Moins de 30 ans",88.97617,20.4850798517367
"V0Z","2000-2002","De 30 à 49 ans",290.57568,66.8995530800291
"V0Z","2000-2002","50 ans ou plus",54.79437,12.6153670682342
"V1Z","2000-2002","Moins de 30 ans",88.36675,19.1688924181021
"V1Z","2000-2002","De 30 à 49 ans",303.19073,65.7694266852163
"V1Z","2000-2002","50 ans ou plus",69.4329,15.0616808966816
"V2Z","2000-2002","Moins de 30 ans",34.15417,10.7776278210231
"V2Z","2000-2002","De 30 à 49 ans",190.48147,60.1079865346274
"V2Z","2000-2002","50 ans ou plus",92.26313,29.1143856443495
"V3Z","2000-2002","Moins de 30 ans",89.00187,27.6941251259628
"V3Z","2000-2002","De 30 à 49 ans",186.81625,58.1303808904594
"V3Z","2000-2002","50 ans ou plus",45.55643,14.1754939835777
"V4Z","2000-2002","Moins de 30 ans",74.17588,32.5708328720925
"V4Z","2000-2002","De 30 à 49 ans",123.87477,54.3937521299228
"V4Z","2000-2002","50 ans ou plus",29.68648,13.0354149979847
"V5Z","2000-2002","Moins de 30 ans",160.82248,52.6293212597777
"V5Z","2000-2002","De 30 à 49 ans",118.2041,38.6824127642037
"V5Z","2000-2002","50 ans ou plus",26.54924,8.68826597601865
"W0Z","2000-2002","Moins de 30 ans",169.63884,16.203309251489
"W0Z","2000-2002","De 30 à 49 ans",595.08895,56.8408171677776
"W0Z","2000-2002","50 ans ou plus",282.21168,26.9558735807334
"W1Z","2000-2002","Moins de 30 ans",21.64457,19.7710423058472
"W1Z","2000-2002","De 30 à 49 ans",64.49569,58.9130213968124
"W1Z","2000-2002","50 ans ou plus",23.33586,21.3159362973405
"X0Z","2000-2002","Moins de 30 ans",0.63589,4.32194548377121
"X0Z","2000-2002","De 30 à 49 ans",4.86383,33.0579315641556
"X0Z","2000-2002","50 ans ou plus",9.21333,62.6201229520732
"ZZZ","2000-2002","Moins de 30 ans",19.69989,42.7557191519562
"ZZZ","2000-2002","De 30 à 49 ans",20.24221,43.9327450952731
"ZZZ","2000-2002","50 ans ou plus",6.13335,13.3115357527707
"A0Z","2001-2003","Moins de 30 ans",91.87016,13.3606281168352
"A0Z","2001-2003","De 30 à 49 ans",356.88832,51.9020770483264
"A0Z","2001-2003","50 ans ou plus",238.86009,34.7372948348384
"A1Z","2001-2003","Moins de 30 ans",80.39869,24.8113504272745
"A1Z","2001-2003","De 30 à 49 ans",172.9312,53.3672452002525
"A1Z","2001-2003","50 ans ou plus",70.71007,21.8214043724731
"A2Z","2001-2003","Moins de 30 ans",12.45314,29.378879481892
"A2Z","2001-2003","De 30 à 49 ans",23.40441,55.2146158105335
"A2Z","2001-2003","50 ans ou plus",6.53052,15.4065047075746
"A3Z","2001-2003","Moins de 30 ans",6.49147,24.0025661030361
"A3Z","2001-2003","De 30 à 49 ans",16.53485,61.1385141006253
"A3Z","2001-2003","50 ans ou plus",4.01858,14.8589197963387
"B0Z","2001-2003","Moins de 30 ans",74.97596,41.5243871167552
"B0Z","2001-2003","De 30 à 49 ans",81.88972,45.3534764231453
"B0Z","2001-2003","50 ans ou plus",23.69318,13.1221364600995
"B1Z","2001-2003","Moins de 30 ans",16.88643,16.3756457698409
"B1Z","2001-2003","De 30 à 49 ans",66.05931,64.0611343167328
"B1Z","2001-2003","50 ans ou plus",20.17343,19.5632199134264
"B2Z","2001-2003","Moins de 30 ans",67.33514,18.2144695705108
"B2Z","2001-2003","De 30 à 49 ans",222.17428,60.0991794538505
"B2Z","2001-2003","50 ans ou plus",80.16997,21.6863509756386
"B3Z","2001-2003","Moins de 30 ans",70.70582,49.4460747174288
"B3Z","2001-2003","De 30 à 49 ans",54.54287,38.1429820815741
"B3Z","2001-2003","50 ans ou plus",17.74713,12.4109432009971
"B4Z","2001-2003","Moins de 30 ans",94.24269,17.9684809732202
"B4Z","2001-2003","De 30 à 49 ans",311.01126,59.2979668531028
"B4Z","2001-2003","50 ans ou plus",119.23496,22.733552173677
"B5Z","2001-2003","Moins de 30 ans",12.31611,16.2640376103171
"B5Z","2001-2003","De 30 à 49 ans",45.67578,60.3171459008217
"B5Z","2001-2003","50 ans ou plus",17.73414,23.4188164888612
"B6Z","2001-2003","Moins de 30 ans",51.32684,20.7329226321922
"B6Z","2001-2003","De 30 à 49 ans",142.30372,57.482050658742
"B6Z","2001-2003","50 ans ou plus",53.93145,21.7850267090657
"B7Z","2001-2003","Moins de 30 ans",12.44784,11.8616762875678
"B7Z","2001-2003","De 30 à 49 ans",61.68733,58.782498771222
"B7Z","2001-2003","50 ans ou plus",30.80649,29.3558249412102
"C0Z","2001-2003","Moins de 30 ans",19.69937,45.6618255857186
"C0Z","2001-2003","De 30 à 49 ans",18.89152,43.7892831744931
"C0Z","2001-2003","50 ans ou plus",4.55099,10.5488912397883
"C1Z","2001-2003","Moins de 30 ans",18.2136,23.9272691731078
"C1Z","2001-2003","De 30 à 49 ans",43.72608,57.4431021898386
"C1Z","2001-2003","50 ans ou plus",14.181,18.6296286370537
"C2Z","2001-2003","Moins de 30 ans",39.59974,26.8663318620302
"C2Z","2001-2003","De 30 à 49 ans",85.9145,58.2884500948842
"C2Z","2001-2003","50 ans ou plus",21.88117,14.8452180430856
"D0Z","2001-2003","Moins de 30 ans",26.03818,42.4438130313896
"D0Z","2001-2003","De 30 à 49 ans",25.29456,41.2316673189626
"D0Z","2001-2003","50 ans ou plus",10.01467,16.3245196496478
"D1Z","2001-2003","Moins de 30 ans",34.37091,24.1163980780083
"D1Z","2001-2003","De 30 à 49 ans",84.45758,59.2597815997667
"D1Z","2001-2003","50 ans ou plus",23.69242,16.623820322225
"D2Z","2001-2003","Moins de 30 ans",31.18368,17.4254845297225
"D2Z","2001-2003","De 30 à 49 ans",115.24406,64.398543875271
"D2Z","2001-2003","50 ans ou plus",32.52671,18.1759715950064
"D3Z","2001-2003","Moins de 30 ans",124.61259,49.5988629554704
"D3Z","2001-2003","De 30 à 49 ans",102.31458,40.7237088304361
"D3Z","2001-2003","50 ans ou plus",24.31365,9.67742821409355
"D4Z","2001-2003","Moins de 30 ans",32.7415,19.3273812763445
"D4Z","2001-2003","De 30 à 49 ans",101.54814,59.9440960152591
"D4Z","2001-2003","50 ans ou plus",35.1151,20.7285227083965
"D6Z","2001-2003","Moins de 30 ans",42.32206,18.0305067118191
"D6Z","2001-2003","De 30 à 49 ans",143.73943,61.2374434838015
"D6Z","2001-2003","50 ans ou plus",48.66325,20.7320498043794
"E0Z","2001-2003","Moins de 30 ans",95.88957,35.1505982061861
"E0Z","2001-2003","De 30 à 49 ans",142.46669,52.2245472365271
"E0Z","2001-2003","50 ans ou plus",34.44015,12.6248545572869
"E1Z","2001-2003","Moins de 30 ans",74.7977,20.9455932407052
"E1Z","2001-2003","De 30 à 49 ans",216.03023,60.4949259840342
"E1Z","2001-2003","50 ans ou plus",66.27678,18.5594807752606
"E2Z","2001-2003","Moins de 30 ans",50.80529,23.3064960368402
"E2Z","2001-2003","De 30 à 49 ans",127.28542,58.391107240556
"E2Z","2001-2003","50 ans ou plus",39.89697,18.3023967226038
"ENS","2001-2003","Moins de 30 ans",5602.18894,22.771012446529
"ENS","2001-2003","De 30 à 49 ans",14015.34819,56.967673081895
"ENS","2001-2003","50 ans ou plus",4984.74594,20.261314471576
"F0Z","2001-2003","Moins de 30 ans",9.42478,17.9924741021641
"F0Z","2001-2003","De 30 à 49 ans",34.94983,66.7213357924577
"F0Z","2001-2003","50 ans ou plus",8.00718,15.2861901053782
"F1Z","2001-2003","Moins de 30 ans",13.84891,11.8845945081987
"F1Z","2001-2003","De 30 à 49 ans",76.96061,66.0445943365664
"F1Z","2001-2003","50 ans ou plus",25.71873,22.0708111552349
"F2Z","2001-2003","Moins de 30 ans",12.71956,39.6591440562231
"F2Z","2001-2003","De 30 à 49 ans",15.95001,49.7315743852932
"F2Z","2001-2003","50 ans ou plus",3.40263,10.6092815584837
"F3Z","2001-2003","Moins de 30 ans",12.94067,16.0371045180901
"F3Z","2001-2003","De 30 à 49 ans",50.27158,62.3005287013369
"F3Z","2001-2003","50 ans ou plus",17.47981,21.662366780573
"F4Z","2001-2003","Moins de 30 ans",17.29411,17.4325330285129
"F4Z","2001-2003","De 30 à 49 ans",62.6698,63.1714126017643
"F4Z","2001-2003","50 ans ou plus",19.24204,19.3960543697228
"F5Z","2001-2003","Moins de 30 ans",7.241,16.9488272282289
"F5Z","2001-2003","De 30 à 49 ans",27.14578,63.5394469266002
"F5Z","2001-2003","50 ans ou plus",8.33594,19.5117258451709
"G0A","2001-2003","Moins de 30 ans",52.78457,19.1824492369604
"G0A","2001-2003","De 30 à 49 ans",168.88234,61.3735588651965
"G0A","2001-2003","50 ans ou plus",53.50426,19.4439918978431
"G0B","2001-2003","Moins de 30 ans",49.45903,24.091254552087
"G0B","2001-2003","De 30 à 49 ans",112.27258,54.6874312739161
"G0B","2001-2003","50 ans ou plus",43.56708,21.2213141739969
"G1Z","2001-2003","Moins de 30 ans",88.17856,22.7158683545243
"G1Z","2001-2003","De 30 à 49 ans",233.07021,60.0417177114406
"G1Z","2001-2003","50 ans ou plus",66.93168,17.2424139340351
"H0Z","2001-2003","Moins de 30 ans",31.85869,16.8005120306316
"H0Z","2001-2003","De 30 à 49 ans",111.9565,59.0396694012655
"H0Z","2001-2003","50 ans ou plus",45.81409,24.159818568103
"J0Z","2001-2003","Moins de 30 ans",183.81731,42.9104670810366
"J0Z","2001-2003","De 30 à 49 ans",203.36866,47.4745506298864
"J0Z","2001-2003","50 ans ou plus",41.18809,9.61498228907698
"J1Z","2001-2003","Moins de 30 ans",104.01102,22.7588596323626
"J1Z","2001-2003","De 30 à 49 ans",272.82726,59.6978792653133
"J1Z","2001-2003","50 ans ou plus",80.17504,17.5432611023241
"J3Z","2001-2003","Moins de 30 ans",121.1299,16.2731911133445
"J3Z","2001-2003","De 30 à 49 ans",474.9426,63.8061428075868
"J3Z","2001-2003","50 ans ou plus",148.27997,19.9206660790687
"J4Z","2001-2003","Moins de 30 ans",14.69065,18.9362256397009
"J4Z","2001-2003","De 30 à 49 ans",51.1864,65.9791922130055
"J4Z","2001-2003","50 ans ou plus",11.70256,15.0845821472936
"J5Z","2001-2003","Moins de 30 ans",59.6169,34.7856260793032
"J5Z","2001-2003","De 30 à 49 ans",93.77625,54.717128324674
"J5Z","2001-2003","50 ans ou plus",17.99057,10.4972455960228
"J6Z","2001-2003","Moins de 30 ans",7.07475,10.8561084378651
"J6Z","2001-2003","De 30 à 49 ans",41.27241,63.3319563874382
"J6Z","2001-2003","50 ans ou plus",16.82122,25.8119351746967
"K0Z","2001-2003","Moins de 30 ans",26.6101,20.3893703815204
"K0Z","2001-2003","De 30 à 49 ans",77.63609,59.4868487522802
"K0Z","2001-2003","50 ans ou plus",26.26348,20.1237808661994
"L0Z","2001-2003","Moins de 30 ans",118.54406,21.7250733892525
"L0Z","2001-2003","De 30 à 49 ans",333.15745,61.0563705294573
"L0Z","2001-2003","50 ans ou plus",93.954,17.2185560812902
"L1Z","2001-2003","Moins de 30 ans",105.45129,27.3734822602147
"L1Z","2001-2003","De 30 à 49 ans",223.49606,58.0160321759731
"L1Z","2001-2003","50 ans ou plus",56.2842,14.6104855638122
"L2Z","2001-2003","Moins de 30 ans",141.74453,32.8888575907396
"L2Z","2001-2003","De 30 à 49 ans",223.06623,51.75785952215
"L2Z","2001-2003","50 ans ou plus",66.16964,15.3532828871104
"L3Z","2001-2003","Moins de 30 ans",24.82849,17.222789182182
"L3Z","2001-2003","De 30 à 49 ans",90.78439,62.9744462914576
"L3Z","2001-2003","50 ans ou plus",28.5478,19.8027645263604
"L4Z","2001-2003","Moins de 30 ans",64.94424,23.6329285272854
"L4Z","2001-2003","De 30 à 49 ans",169.45437,61.6637135925554
"L4Z","2001-2003","50 ans ou plus",40.40542,14.7033578801592
"L5Z","2001-2003","Moins de 30 ans",61.59405,12.2947823069376
"L5Z","2001-2003","De 30 à 49 ans",303.39537,60.5607201845433
"L5Z","2001-2003","50 ans ou plus",135.98773,27.1444975085191
"L6Z","2001-2003","Moins de 30 ans",3.2143,2.15667890102036
"L6Z","2001-2003","De 30 à 49 ans",83.74856,56.1922509855452
"L6Z","2001-2003","50 ans ou plus",62.07648,41.6510701134345
"M0Z","2001-2003","Moins de 30 ans",14.78576,38.6874621910657
"M0Z","2001-2003","De 30 à 49 ans",19.08616,49.9396103665033
"M0Z","2001-2003","50 ans ou plus",4.34656,11.372927442431
"M1Z","2001-2003","Moins de 30 ans",57.03599,34.2485517200299
"M1Z","2001-2003","De 30 à 49 ans",94.14384,56.5308005237082
"M1Z","2001-2003","50 ans ou plus",15.35565,9.22064775626191
"M2Z","2001-2003","Moins de 30 ans",68.18589,26.1967314466862
"M2Z","2001-2003","De 30 à 49 ans",162.53758,62.4462529308375
"M2Z","2001-2003","50 ans ou plus",29.56049,11.3570156224763
"N0Z","2001-2003","Moins de 30 ans",52.38994,20.8333765788439
"N0Z","2001-2003","De 30 à 49 ans",138.21218,54.9614371332159
"N0Z","2001-2003","50 ans ou plus",60.86907,24.2051862879402
"P0Z","2001-2003","Moins de 30 ans",140.99613,15.6276689687779
"P0Z","2001-2003","De 30 à 49 ans",568.46311,63.0070719248958
"P0Z","2001-2003","50 ans ou plus",192.76188,21.3652591063264
"P1Z","2001-2003","Moins de 30 ans",36.0251,8.80311409204945
"P1Z","2001-2003","De 30 à 49 ans",258.39996,63.1427623868085
"P1Z","2001-2003","50 ans ou plus",114.80626,28.054123521142
"P2Z","2001-2003","Moins de 30 ans",34.24396,9.57225708209903
"P2Z","2001-2003","De 30 à 49 ans",208.13973,58.1815597424678
"P2Z","2001-2003","50 ans ou plus",115.35806,32.2461831754331
"P3Z","2001-2003","Moins de 30 ans",4.87299,9.38488889197033
"P3Z","2001-2003","De 30 à 49 ans",31.28123,60.2445044939901
"P3Z","2001-2003","50 ans ou plus",15.76957,30.3706066140395
"P4Z","2001-2003","Moins de 30 ans",153.57218,36.7432202160496
"P4Z","2001-2003","De 30 à 49 ans",236.44701,56.5716040356819
"P4Z","2001-2003","50 ans ou plus",27.9414,6.68517574826851
"Q0Z","2001-2003","Moins de 30 ans",67.84059,22.4067086106211
"Q0Z","2001-2003","De 30 à 49 ans",171.54522,56.6587607520054
"Q0Z","2001-2003","50 ans ou plus",63.38329,20.9345306373735
"Q1Z","2001-2003","Moins de 30 ans",36.66849,21.1366339927847
"Q1Z","2001-2003","De 30 à 49 ans",100.45722,57.906052064665
"Q1Z","2001-2003","50 ans ou plus",36.3574,20.9573139425504
"Q2Z","2001-2003","Moins de 30 ans",16.48733,8.66462816103872
"Q2Z","2001-2003","De 30 à 49 ans",110.80096,58.2295082518592
"Q2Z","2001-2003","50 ans ou plus",62.99489,33.1058635871021
"R0Z","2001-2003","Moins de 30 ans",151.26848,48.6945515280737
"R0Z","2001-2003","De 30 à 49 ans",135.48498,43.613714766553
"R0Z","2001-2003","50 ans ou plus",23.89419,7.69173370537327
"R1Z","2001-2003","Moins de 30 ans",327.18782,41.7439617892781
"R1Z","2001-2003","De 30 à 49 ans",356.10722,45.4336172555753
"R1Z","2001-2003","50 ans ou plus",100.50172,12.8224209551466
"R2Z","2001-2003","Moins de 30 ans",137.93561,27.6467721225963
"R2Z","2001-2003","De 30 à 49 ans",281.24818,56.371261506401
"R2Z","2001-2003","50 ans ou plus",79.73742,15.9819663710027
"R3Z","2001-2003","Moins de 30 ans",86.3244,16.3279248893211
"R3Z","2001-2003","De 30 à 49 ans",307.87462,58.2332882787287
"R3Z","2001-2003","50 ans ou plus",134.49278,25.4387868319501
"R4Z","2001-2003","Moins de 30 ans",52.18487,12.2859436494615
"R4Z","2001-2003","De 30 à 49 ans",275.67545,64.9025865972252
"R4Z","2001-2003","50 ans ou plus",96.89232,22.8114697533134
"S0Z","2001-2003","Moins de 30 ans",86.3155,33.5507508382489
"S0Z","2001-2003","De 30 à 49 ans",130.11304,50.5748120076592
"S0Z","2001-2003","50 ans ou plus",40.83992,15.8744371540919
"S1Z","2001-2003","Moins de 30 ans",100.66632,32.7771391821214
"S1Z","2001-2003","De 30 à 49 ans",165.43773,53.8668295630974
"S1Z","2001-2003","50 ans ou plus",41.01952,13.3560312547813
"S2Z","2001-2003","Moins de 30 ans",161.79894,49.5769204135073
"S2Z","2001-2003","De 30 à 49 ans",138.2903,42.3736224542636
"S2Z","2001-2003","50 ans ou plus",26.27016,8.04945713222907
"S3Z","2001-2003","Moins de 30 ans",17.5033,8.85583536068431
"S3Z","2001-2003","De 30 à 49 ans",116.77337,59.081758253145
"S3Z","2001-2003","50 ans ou plus",63.37041,32.0624063861707
"T0Z","2001-2003","Moins de 30 ans",84.6237,45.2545884445734
"T0Z","2001-2003","De 30 à 49 ans",79.82803,42.6899868948185
"T0Z","2001-2003","50 ans ou plus",22.54301,12.0554246606081
"T1Z","2001-2003","Moins de 30 ans",18.68752,7.13120354896391
"T1Z","2001-2003","De 30 à 49 ans",153.55806,58.5981330023466
