"Fap","Annee","Age","effectif_age","Pourcentage"
"V4Z","1993-1995","50 ans ou plus",11.2832,8.95569963863523
"V5Z","1993-1995","Moins de 30 ans",123.43864,54.4521857429338
"V5Z","1993-1995","De 30 à 49 ans",85.85617,37.8735225535286
"V5Z","1993-1995","50 ans ou plus",17.39699,7.67429170353758
"W0Z","1993-1995","Moins de 30 ans",149.83412,15.2660922455183
"W0Z","1993-1995","De 30 à 49 ans",659.2732,67.1711188759811
"W0Z","1993-1995","50 ans ou plus",172.37581,17.5627888785006
"W1Z","1993-1995","Moins de 30 ans",17.91924,24.0048258176421
"W1Z","1993-1995","De 30 à 49 ans",47.01885,62.9870075067828
"W1Z","1993-1995","50 ans ou plus",9.7104,13.0081666755751
"X0Z","1993-1995","Moins de 30 ans",0.60578,3.07967146375141
"X0Z","1993-1995","De 30 à 49 ans",5.93061,30.1501046248452
"X0Z","1993-1995","50 ans ou plus",13.13389,66.7702239114034
"ZZZ","1993-1995","Moins de 30 ans",7.20929,35.6078503038819
"ZZZ","1993-1995","De 30 à 49 ans",8.30866,41.0378166928854
"ZZZ","1993-1995","50 ans ou plus",4.7284,23.3543330032327
"A0Z","1994-1996","Moins de 30 ans",131.23485,16.1422550599265
"A0Z","1994-1996","De 30 à 49 ans",411.22929,50.5823574095791
"A0Z","1994-1996","50 ans ou plus",270.52543,33.2753875304944
"A1Z","1994-1996","Moins de 30 ans",98.08681,30.1810992542143
"A1Z","1994-1996","De 30 à 49 ans",162.66045,50.0502685955957
"A1Z","1994-1996","50 ans ou plus",64.2469,19.76863215019
"A2Z","1994-1996","Moins de 30 ans",7.18753,22.1578222257983
"A2Z","1994-1996","De 30 à 49 ans",21.13635,65.1594477939225
"A2Z","1994-1996","50 ans ou plus",4.11401,12.6827299802792
"A3Z","1994-1996","Moins de 30 ans",10.17924,31.9348705882353
"A3Z","1994-1996","De 30 à 49 ans",16.88811,52.9823058823529
"A3Z","1994-1996","50 ans ou plus",4.80765,15.0828235294118
"B0Z","1994-1996","Moins de 30 ans",85.61087,42.8095019026808
"B0Z","1994-1996","De 30 à 49 ans",87.71793,43.8631319975398
"B0Z","1994-1996","50 ans ou plus",26.6522,13.3273660997795
"B1Z","1994-1996","Moins de 30 ans",17.13403,15.9548768490337
"B1Z","1994-1996","De 30 à 49 ans",74.8801,69.7268986889442
"B1Z","1994-1996","50 ans ou plus",15.37642,14.318224462022
"B2Z","1994-1996","Moins de 30 ans",66.31549,18.7455867705501
"B2Z","1994-1996","De 30 à 49 ans",214.39306,60.6030915135173
"B2Z","1994-1996","50 ans ou plus",73.05733,20.6513217159326
"B3Z","1994-1996","Moins de 30 ans",84.50797,59.1719536547349
"B3Z","1994-1996","De 30 à 49 ans",46.5948,32.6253884237385
"B3Z","1994-1996","50 ans ou plus",11.71484,8.20265792152662
"B4Z","1994-1996","Moins de 30 ans",105.97263,19.943593232159
"B4Z","1994-1996","De 30 à 49 ans",336.11533,63.2554596466358
"B4Z","1994-1996","50 ans ou plus",89.27381,16.8009471212052
"B5Z","1994-1996","Moins de 30 ans",13.16828,19.7336404810362
"B5Z","1994-1996","De 30 à 49 ans",42.82724,64.1797833092138
"B5Z","1994-1996","50 ans ou plus",10.73459,16.08657620975
"B6Z","1994-1996","Moins de 30 ans",48.56835,19.1467535176407
"B6Z","1994-1996","De 30 à 49 ans",166.20457,65.521639818842
"B6Z","1994-1996","50 ans ou plus",38.89071,15.3316066635174
"B7Z","1994-1996","Moins de 30 ans",7.35462,7.71450392232777
"B7Z","1994-1996","De 30 à 49 ans",63.81158,66.9340746632636
"B7Z","1994-1996","50 ans ou plus",24.16877,25.3514214144086
"C0Z","1994-1996","Moins de 30 ans",17.25764,46.4399927235856
"C0Z","1994-1996","De 30 à 49 ans",17.45891,46.981606602162
"C0Z","1994-1996","50 ans ou plus",2.44461,6.57840067425236
"C1Z","1994-1996","Moins de 30 ans",19.44881,23.9236644489077
"C1Z","1994-1996","De 30 à 49 ans",53.12331,65.3461184954403
"C1Z","1994-1996","50 ans ou plus",8.72316,10.7302170556519
"C2Z","1994-1996","Moins de 30 ans",37.13411,23.7766908315177
"C2Z","1994-1996","De 30 à 49 ans",100.47346,64.3323993814006
"C2Z","1994-1996","50 ans ou plus",18.57106,11.8909097870816
"D0Z","1994-1996","Moins de 30 ans",21.8613,46.2705037999455
"D0Z","1994-1996","De 30 à 49 ans",18.37286,38.8870510191922
"D0Z","1994-1996","50 ans ou plus",7.01257,14.8424451808623
"D1Z","1994-1996","Moins de 30 ans",31.48153,24.2231204141429
"D1Z","1994-1996","De 30 à 49 ans",82.68612,63.6219345545871
"D1Z","1994-1996","50 ans ou plus",15.79715,12.15494503127
"D2Z","1994-1996","Moins de 30 ans",28.58036,18.3403819063695
"D2Z","1994-1996","De 30 à 49 ans",101.68271,65.2510932218704
"D2Z","1994-1996","50 ans ou plus",25.56989,16.4085248717601
"D3Z","1994-1996","Moins de 30 ans",118.31216,51.3664145933353
"D3Z","1994-1996","De 30 à 49 ans",93.05275,40.3997876088982
"D3Z","1994-1996","50 ans ou plus",18.96489,8.2337977977665
"D4Z","1994-1996","Moins de 30 ans",29.76351,18.842676947545
"D4Z","1994-1996","De 30 à 49 ans",106.13633,67.192766531502
"D4Z","1994-1996","50 ans ou plus",22.05813,13.964556520953
"D6Z","1994-1996","Moins de 30 ans",35.72238,15.7332914394091
"D6Z","1994-1996","De 30 à 49 ans",147.05483,64.7677029907514
"D6Z","1994-1996","50 ans ou plus",44.27242,19.4990055698395
"E0Z","1994-1996","Moins de 30 ans",93.9036,41.9497008864226
"E0Z","1994-1996","De 30 à 49 ans",109.56552,48.9463747019854
"E0Z","1994-1996","50 ans ou plus",20.37896,9.103924411592
"E1Z","1994-1996","Moins de 30 ans",68.38989,22.9893226710752
"E1Z","1994-1996","De 30 à 49 ans",182.42227,61.3214091647171
"E1Z","1994-1996","50 ans ou plus",46.67329,15.6892681642077
"E2Z","1994-1996","Moins de 30 ans",40.04598,18.6939789542085
"E2Z","1994-1996","De 30 à 49 ans",144.8424,67.6142967977571
"E2Z","1994-1996","50 ans ou plus",29.33022,13.6917242480345
"ENS","1994-1996","Moins de 30 ans",5796.55629,25.3908259551401
"ENS","1994-1996","De 30 à 49 ans",13503.13942,59.1481986386802
"ENS","1994-1996","50 ans ou plus",3529.63761,15.4609754061798
"F0Z","1994-1996","Moins de 30 ans",20.90854,27.0630373345849
"F0Z","1994-1996","De 30 à 49 ans",49.01907,63.4479940501168
"F0Z","1994-1996","50 ans ou plus",7.33105,9.48896861529827
"F1Z","1994-1996","Moins de 30 ans",24.88607,16.1357371792378
"F1Z","1994-1996","De 30 à 49 ans",105.57672,68.4542881284984
"F1Z","1994-1996","50 ans ou plus",23.76673,15.4099746922638
"F2Z","1994-1996","Moins de 30 ans",15.29293,42.1635605143465
"F2Z","1994-1996","De 30 à 49 ans",18.50889,51.0301625370928
"F2Z","1994-1996","50 ans ou plus",2.46867,6.80627694856066
"F3Z","1994-1996","Moins de 30 ans",15.78292,18.8575896477844
"F3Z","1994-1996","De 30 à 49 ans",52.5735,62.815340212571
"F3Z","1994-1996","50 ans ou plus",15.3389,18.3270701396446
"F4Z","1994-1996","Moins de 30 ans",25.98322,23.4203118535538
"F4Z","1994-1996","De 30 à 49 ans",66.93146,60.3295382948557
"F4Z","1994-1996","50 ans ou plus",18.02842,16.2501498515906
"F5Z","1994-1996","Moins de 30 ans",5.61522,19.2882419499219
"F5Z","1994-1996","De 30 à 49 ans",18.37904,63.131875568062
"F5Z","1994-1996","50 ans ou plus",5.11788,17.5798824820161
"G0A","1994-1996","Moins de 30 ans",64.08692,22.6962106272739
"G0A","1994-1996","De 30 à 49 ans",182.9882,64.8047796571549
"G0A","1994-1996","50 ans ou plus",35.29325,12.4990097155712
"G0B","1994-1996","Moins de 30 ans",49.02555,25.0149297018203
"G0B","1994-1996","De 30 à 49 ans",117.44769,59.9268281333138
"G0B","1994-1996","50 ans ou plus",29.51192,15.058242164866
"G1Z","1994-1996","Moins de 30 ans",76.72124,21.825014515875
"G1Z","1994-1996","De 30 à 49 ans",229.75628,65.3591384356332
"G1Z","1994-1996","50 ans ou plus",45.05141,12.8158470484919
"H0Z","1994-1996","Moins de 30 ans",19.353,13.4360153248193
"H0Z","1994-1996","De 30 à 49 ans",91.22239,63.3320637630674
"H0Z","1994-1996","50 ans ou plus",33.46285,23.2319209121133
"J0Z","1994-1996","Moins de 30 ans",160.96415,43.7687530376434
"J0Z","1994-1996","De 30 à 49 ans",175.16207,47.6293968774563
"J0Z","1994-1996","50 ans ou plus",31.6342,8.60185008490038
"J1Z","1994-1996","Moins de 30 ans",89.71852,23.1935975308286
"J1Z","1994-1996","De 30 à 49 ans",248.01378,64.1153219582699
"J1Z","1994-1996","50 ans ou plus",49.09221,12.6910805109014
"J3Z","1994-1996","Moins de 30 ans",151.13885,21.3361955543128
"J3Z","1994-1996","De 30 à 49 ans",452.52561,63.8828131105581
"J3Z","1994-1996","50 ans ou plus",104.70386,14.7809913351292
"J4Z","1994-1996","Moins de 30 ans",6.66242,14.7039272150725
"J4Z","1994-1996","De 30 à 49 ans",32.54601,71.8288793232824
"J4Z","1994-1996","50 ans ou plus",6.10205,13.4671934616451
"J5Z","1994-1996","Moins de 30 ans",47.25678,33.5065568773562
"J5Z","1994-1996","De 30 à 49 ans",84.59344,59.9794338253943
"J5Z","1994-1996","50 ans ou plus",9.18719,6.51400929724957
"J6Z","1994-1996","Moins de 30 ans",3.55167,7.29160037167624
"J6Z","1994-1996","De 30 à 49 ans",32.13899,65.9815442958661
"J6Z","1994-1996","50 ans ou plus",13.0184,26.7268553324577
"K0Z","1994-1996","Moins de 30 ans",36.97272,28.8971939739128
"K0Z","1994-1996","De 30 à 49 ans",67.87754,53.0518295611475
"K0Z","1994-1996","50 ans ou plus",23.09545,18.0509764649397
"L0Z","1994-1996","Moins de 30 ans",201.86645,32.4278458103754
"L0Z","1994-1996","De 30 à 49 ans",354.96312,57.0213095030391
"L0Z","1994-1996","50 ans ou plus",65.68002,10.5508446865855
"L1Z","1994-1996","Moins de 30 ans",118.56005,33.7082368526915
"L1Z","1994-1996","De 30 à 49 ans",201.7757,57.3675794394285
"L1Z","1994-1996","50 ans ou plus",31.38852,8.92418370788004
"L2Z","1994-1996","Moins de 30 ans",83.26964,31.4228175170191
"L2Z","1994-1996","De 30 à 49 ans",148.79662,56.1502251890273
"L2Z","1994-1996","50 ans ou plus",32.93111,12.4269572939535
"L3Z","1994-1996","Moins de 30 ans",30.50984,18.2134967315228
"L3Z","1994-1996","De 30 à 49 ans",112.40811,67.1044077609603
"L3Z","1994-1996","50 ans ou plus",24.59431,14.6820955075169
"L4Z","1994-1996","Moins de 30 ans",43.86373,22.6528111008134
"L4Z","1994-1996","De 30 à 49 ans",124.74254,64.4215436046058
"L4Z","1994-1996","50 ans ou plus",25.02855,12.9256452945808
"L5Z","1994-1996","Moins de 30 ans",44.03494,11.8600346479931
"L5Z","1994-1996","De 30 à 49 ans",250.24755,67.3997651314021
"L5Z","1994-1996","50 ans ou plus",77.00597,20.7402002206048
"L6Z","1994-1996","Moins de 30 ans",5.11449,3.37229007988938
"L6Z","1994-1996","De 30 à 49 ans",90.65944,59.7772075339528
"L6Z","1994-1996","50 ans ou plus",55.88829,36.8505023861579
"M0Z","1994-1996","Moins de 30 ans",14.86244,38.9375513820561
"M0Z","1994-1996","De 30 à 49 ans",19.54324,51.2006044547096
"M0Z","1994-1996","50 ans ou plus",3.76426,9.86184416323421
"M1Z","1994-1996","Moins de 30 ans",42.50987,32.4023640459037
"M1Z","1994-1996","De 30 à 49 ans",81.31593,61.98156725935
"M1Z","1994-1996","50 ans ou plus",7.36793,5.61606869474631
"M2Z","1994-1996","Moins de 30 ans",24.96096,19.1099749007483
"M2Z","1994-1996","De 30 à 49 ans",94.68969,72.4939104609614
"M2Z","1994-1996","50 ans ou plus",10.96679,8.39611463829026
"N0Z","1994-1996","Moins de 30 ans",42.39642,20.8518657233024
"N0Z","1994-1996","De 30 à 49 ans",120.06311,59.0507370207693
"N0Z","1994-1996","50 ans ou plus",40.86242,20.0973972559283
"P0Z","1994-1996","Moins de 30 ans",163.23831,18.8300044115544
"P0Z","1994-1996","De 30 à 49 ans",594.36888,68.5621447103358
"P0Z","1994-1996","50 ans ou plus",109.29813,12.6078508781097
"P1Z","1994-1996","Moins de 30 ans",39.22059,9.59631959031525
"P1Z","1994-1996","De 30 à 49 ans",292.63661,71.6010247012206
"P1Z","1994-1996","50 ans ou plus",76.8473,18.8026557084642
"P2Z","1994-1996","Moins de 30 ans",29.4598,9.2216550973655
"P2Z","1994-1996","De 30 à 49 ans",223.98729,70.1136305940157
"P2Z","1994-1996","50 ans ou plus",66.01617,20.6647143086188
"P3Z","1994-1996","Moins de 30 ans",6.41811,11.0173880517462
"P3Z","1994-1996","De 30 à 49 ans",40.28224,69.1488724365228
"P3Z","1994-1996","50 ans ou plus",11.55402,19.833739511731
"P4Z","1994-1996","Moins de 30 ans",403.45484,60.3095200809981
"P4Z","1994-1996","De 30 à 49 ans",245.94449,36.7644471893455
"P4Z","1994-1996","50 ans ou plus",19.57439,2.92603272965641
"Q0Z","1994-1996","Moins de 30 ans",59.09858,18.4289299616167
"Q0Z","1994-1996","De 30 à 49 ans",232.28977,72.4357827570485
"Q0Z","1994-1996","50 ans ou plus",29.29538,9.13528728133479
"Q1Z","1994-1996","Moins de 30 ans",34.4197,20.8290052659355
"Q1Z","1994-1996","De 30 à 49 ans",114.06825,69.0281489939206
"Q1Z","1994-1996","50 ans ou plus",16.76094,10.1428457401439
"Q2Z","1994-1996","Moins de 30 ans",13.97531,7.87800996017677
"Q2Z","1994-1996","De 30 à 49 ans",121.93389,68.735248084164
"Q2Z","1994-1996","50 ans ou plus",41.48725,23.3867419556592
"R0Z","1994-1996","Moins de 30 ans",140.23783,50.3707356439386
"R0Z","1994-1996","De 30 à 49 ans",123.27567,44.278253484808
"R0Z","1994-1996","50 ans ou plus",14.89782,5.35101087125337
"R1Z","1994-1996","Moins de 30 ans",283.70711,40.7171384258744
"R1Z","1994-1996","De 30 à 49 ans",333.13853,47.8114476616477
"R1Z","1994-1996","50 ans ou plus",79.93002,11.4714139124779
"R2Z","1994-1996","Moins de 30 ans",160.44913,33.7227957288739
"R2Z","1994-1996","De 30 à 49 ans",257.54217,54.1295673618231
"R2Z","1994-1996","50 ans ou plus",57.79704,12.147636909303
"R3Z","1994-1996","Moins de 30 ans",97.26985,17.2919434405559
"R3Z","1994-1996","De 30 à 49 ans",332.14207,59.0458594175808
"R3Z","1994-1996","50 ans ou plus",133.10351,23.6621971418633
"R4Z","1994-1996","Moins de 30 ans",47.02333,12.949275617544
"R4Z","1994-1996","De 30 à 49 ans",247.31244,68.1048524042709
"R4Z","1994-1996","50 ans ou plus",68.79906,18.9458719781851
"S0Z","1994-1996","Moins de 30 ans",86.90775,35.8056473036364
"S0Z","1994-1996","De 30 à 49 ans",118.55416,48.8438423424709
"S0Z","1994-1996","50 ans ou plus",37.25888,15.3505103538926
"S1Z","1994-1996","Moins de 30 ans",114.70531,40.9349502377882
"S1Z","1994-1996","De 30 à 49 ans",132.01245,47.1113592868413
"S1Z","1994-1996","50 ans ou plus",33.49587,11.9536904753705
"S2Z","1994-1996","Moins de 30 ans",174.27726,56.2576535160344
"S2Z","1994-1996","De 30 à 49 ans",114.08561,36.8274594089064
"S2Z","1994-1996","50 ans ou plus",21.42122,6.91488707505928
"S3Z","1994-1996","Moins de 30 ans",22.54109,9.90114748926026
"S3Z","1994-1996","De 30 à 49 ans",139.47931,61.2661242207122
"S3Z","1994-1996","50 ans ou plus",65.64099,28.8327282900276
"T0Z","1994-1996","Moins de 30 ans",91.31129,53.1649124220733
"T0Z","1994-1996","De 30 à 49 ans",68.81588,40.0672275405145
"T0Z","1994-1996","50 ans ou plus",11.62387,6.76786003741229
"T1Z","1994-1996","Moins de 30 ans",35.82041,15.8397781006033
"T1Z","1994-1996","De 30 à 49 ans",125.59281,55.5371153326059
"T1Z","1994-1996","50 ans ou plus",64.7289,28.6231065667908
"T2A","1994-1996","Moins de 30 ans",54.25641,23.6334746542526
"T2A","1994-1996","De 30 à 49 ans",131.42362,57.2466330197691
"T2A","1994-1996","50 ans ou plus",43.89438,19.1198923259783
"T2B","1994-1996","Moins de 30 ans",27.7016,9.75362979556868
"T2B","1994-1996","De 30 à 49 ans",195.20777,68.7319260186603
"T2B","1994-1996","50 ans ou plus",61.10387,21.5144441857711
"T2Z","1994-1996","Moins de 30 ans",81.95801,15.9579404987238
"T2Z","1994-1996","De 30 à 49 ans",326.63138,63.5979830044197
"T2Z","1994-1996","50 ans ou plus",104.99825,20.4440764968565
"T3Z","1994-1996","Moins de 30 ans",45.58207,28.5759862279781
"T3Z","1994-1996","De 30 à 49 ans",76.46557,47.9372497834016
"T3Z","1994-1996","50 ans ou plus",37.46416,23.4867639886203
"T4Z","1994-1996","Moins de 30 ans",257.77513,21.6008528752344
"T4Z","1994-1996","De 30 à 49 ans",695.06285,58.2443712156837
"T4Z","1994-1996","50 ans ou plus",240.51828,20.1547759090818
"T6Z","1994-1996","Moins de 30 ans",10.37853,13.5225569435005
"T6Z","1994-1996","De 30 à 49 ans",49.36528,64.319784192159
"T6Z","1994-1996","50 ans ou plus",17.00595,22.1576588643404
"U0Z","1994-1996","Moins de 30 ans",29.05823,23.9282382514952
"U0Z","1994-1996","De 30 à 49 ans",74.0967,61.0155364332089
"U0Z","1994-1996","50 ans ou plus",18.28414,15.056225315296
"U1Z","1994-1996","Moins de 30 ans",58.84838,25.9077493201945
"U1Z","1994-1996","De 30 à 49 ans",141.27149,62.194173382689
"U1Z","1994-1996","50 ans ou plus",27.02599,11.8980772971165
"V0Z","1994-1996","Moins de 30 ans",99.4109,26.0622587932389
"V0Z","1994-1996","De 30 à 49 ans",241.68479,63.3617796777779
"V0Z","1994-1996","50 ans ou plus",40.34055,10.5759615289832
"V1Z","1994-1996","Moins de 30 ans",91.90527,21.4548314969027
"V1Z","1994-1996","De 30 à 49 ans",301.51649,70.3875358451975
"V1Z","1994-1996","50 ans ou plus",34.94455,8.15763265789973
"V2Z","1994-1996","Moins de 30 ans",32.40525,9.71247315003691
"V2Z","1994-1996","De 30 à 49 ans",241.8297,72.4809858936894
"V2Z","1994-1996","50 ans ou plus",59.41076,17.8065409562736
"V3Z","1994-1996","Moins de 30 ans",83.80491,29.2902677917292
"V3Z","1994-1996","De 30 à 49 ans",176.47756,61.6798585146259
"V3Z","1994-1996","50 ans ou plus",25.83615,9.02987369364497
"V4Z","1994-1996","Moins de 30 ans",27.6133,20.6499584769316
"V4Z","1994-1996","De 30 à 49 ans",92.41493,69.110336944463
"V4Z","1994-1996","50 ans ou plus",13.69262,10.2397045786054
"V5Z","1994-1996","Moins de 30 ans",121.2367,52.7875286373824
"V5Z","1994-1996","De 30 à 49 ans",90.98397,39.6152231289514
"V5Z","1994-1996","50 ans ou plus",17.44854,7.59724823366615
"W0Z","1994-1996","Moins de 30 ans",146.2832,14.9677089078819
"W0Z","1994-1996","De 30 à 49 ans",645.31313,66.0284918861096
"W0Z","1994-1996","50 ans ou plus",185.72893,19.0037992060084
"W1Z","1994-1996","Moins de 30 ans",17.28305,21.5543425894644
"W1Z","1994-1996","De 30 à 49 ans",52.50841,65.4852157442151
"W1Z","1994-1996","50 ans ou plus",10.39215,12.9604416663206
"X0Z","1994-1996","Moins de 30 ans",0.588,3.062259166076
"X0Z","1994-1996","De 30 à 49 ans",6.35271,33.0844292974876
"X0Z","1994-1996","50 ans ou plus",12.2608,63.8533115364365
"ZZZ","1994-1996","Moins de 30 ans",5.79823,33.2896990324094
"ZZZ","1994-1996","De 30 à 49 ans",7.90586,45.3903518819302
"ZZZ","1994-1996","50 ans ou plus",3.7134,21.3199490856604
"A0Z","1995-1997","Moins de 30 ans",126.32491,16.2461845874224
"A0Z","1995-1997","De 30 à 49 ans",413.74024,53.2096188335654
"A0Z","1995-1997","50 ans ou plus",237.50148,30.5441965790121
"A1Z","1995-1997","Moins de 30 ans",91.28887,28.2143911061847
"A1Z","1995-1997","De 30 à 49 ans",168.50881,52.0805380784949
"A1Z","1995-1997","50 ans ou plus",63.7566,19.7050708153204
"A2Z","1995-1997","Moins de 30 ans",6.31207,21.5563203851135
"A2Z","1995-1997","De 30 à 49 ans",19.08979,65.1934514865227
"A2Z","1995-1997","50 ans ou plus",3.8799,13.2502281283639
"A3Z","1995-1997","Moins de 30 ans",8.47944,28.5518796324107
"A3Z","1995-1997","De 30 à 49 ans",17.06257,57.4529031232701
"A3Z","1995-1997","50 ans ou plus",4.15635,13.9952172443192
"B0Z","1995-1997","Moins de 30 ans",87.81995,43.0919370582577
"B0Z","1995-1997","De 30 à 49 ans",87.94019,43.1509370293564
"B0Z","1995-1997","50 ans ou plus",28.03657,13.7571259123859
"B1Z","1995-1997","Moins de 30 ans",17.83757,16.3412866265542
"B1Z","1995-1997","De 30 à 49 ans",75.55876,69.2206031599046
"B1Z","1995-1997","50 ans ou plus",15.76013,14.4381102135412
"B2Z","1995-1997","Moins de 30 ans",60.41187,17.3455049586481
"B2Z","1995-1997","De 30 à 49 ans",217.92425,62.5705868562698
"B2Z","1995-1997","50 ans ou plus",69.94933,20.0839081850821
"B3Z","1995-1997","Moins de 30 ans",85.40072,57.7286248893854
"B3Z","1995-1997","De 30 à 49 ans",49.28658,33.3164227292309
"B3Z","1995-1997","50 ans ou plus",13.24749,8.95495238138372
"B4Z","1995-1997","Moins de 30 ans",100.06969,18.7035151166625
"B4Z","1995-1997","De 30 à 49 ans",342.02613,63.9263586481438
"B4Z","1995-1997","50 ans ou plus",92.93564,17.3701262351937
"B5Z","1995-1997","Moins de 30 ans",13.28265,18.6246635294296
"B5Z","1995-1997","De 30 à 49 ans",46.73026,65.5242266522691
"B5Z","1995-1997","50 ans ou plus",11.30462,15.8511098183013
"B6Z","1995-1997","Moins de 30 ans",44.08436,17.7660935800905
"B6Z","1995-1997","De 30 à 49 ans",163.33971,65.8262606785001
"B6Z","1995-1997","50 ans ou plus",40.71354,16.4076457414094
"B7Z","1995-1997","Moins de 30 ans",7.05877,7.72582465385613
"B7Z","1995-1997","De 30 à 49 ans",58.8141,64.3720398560032
"B7Z","1995-1997","50 ans ou plus",25.49304,27.9021354901407
"C0Z","1995-1997","Moins de 30 ans",18.80452,47.1142092114702
"C0Z","1995-1997","De 30 à 49 ans",18.48426,46.3118065634863
"C0Z","1995-1997","50 ans ou plus",2.62385,6.57398422504355
"C1Z","1995-1997","Moins de 30 ans",18.42574,22.7575707722763
"C1Z","1995-1997","De 30 à 49 ans",53.06754,65.5435438283947
"C1Z","1995-1997","50 ans ou plus",9.47204,11.698885399329
"C2Z","1995-1997","Moins de 30 ans",37.15162,23.357984835136
"C2Z","1995-1997","De 30 à 49 ans",102.80846,64.6377856363648
