code_reg;fap_3;emp_fap;emp_region;variable;var_classe
24;T3Z;6206;503600;1.232327244;1,0 - 1,5
27;T3Z;7018;509653;1.377015342;1,0 - 1,5
28;T3Z;8896;685352;1.29801912;1,0 - 1,5
32;T3Z;21603;1494168;1.445821353;1,0 - 1,5
44;T3Z;18016;1187812;1.516738339;1,5 - 2,0
52;T3Z;7168;728925;0.983365916;0,75 - 1,0
53;T3Z;5658;615361;0.919460284;0,75 - 1,0
75;T3Z;14626;1198784;1.220069671;1,0 - 1,5
76;T3Z;21943;1518255;1.445277638;1,0 - 1,5
84;T3Z;22474;1641791;1.368870946;1,0 - 1,5
93;T3Z;27463;1340202;2.049168707;2,0 - 2,5
94;T3Z;1204;70962;1.696682732;1,5 - 2,0
11;T4Z;113945;2970612;3.835741591;3,5 - 4,0
24;T4Z;25562;503600;5.075853852;5,0 - 7,5
27;T4Z;26563;509653;5.211977561;5,0 - 7,5
28;T4Z;39262;685352;5.728735015;5,0 - 7,5
32;T4Z;103863;1494168;6.951226368;5,0 - 7,5
44;T4Z;74485;1187812;6.270773489;5,0 - 7,5
52;T4Z;35895;728925;4.924374936;4,5 - 5,0
53;T4Z;25896;615361;4.208261492;4,0 - 4,5
75;T4Z;55025;1198784;4.590067936;4,5 - 5,0
76;T4Z;73038;1518255;4.810654337;4,5 - 5,0
84;T4Z;83441;1641791;5.082315593;5,0 - 7,5
93;T4Z;66436;1340202;4.957163174;4,5 - 5,0
94;T4Z;1822;70962;2.567571376;2,5 - 3,0
11;T6Z;8253;2970612;0.27782154;0,25 - 0,5
24;T6Z;1357;503600;0.269459889;0,25 - 0,5
27;T6Z;1320;509653;0.258999751;0,25 - 0,5
28;T6Z;1866;685352;0.272268849;0,25 - 0,5
32;T6Z;3741;1494168;0.250373452;0,25 - 0,5
44;T6Z;3100;1187812;0.260984061;0,25 - 0,5
52;T6Z;2457;728925;0.337071715;0,25 - 0,5
53;T6Z;2358;615361;0.383189705;0,25 - 0,5
75;T6Z;5056;1198784;0.421760718;0,25 - 0,5
76;T6Z;5899;1518255;0.388538157;0,25 - 0,5
84;T6Z;5655;1641791;0.344440918;0,25 - 0,5
93;T6Z;4915;1340202;0.366735761;0,25 - 0,5
94;T6Z;229;70962;0.322707928;0,25 - 0,5
11;U0Z;81666;2970612;2.749130482;2,5 - 3,0
24;U0Z;5036;503600;1;0,75 - 1,0
27;U0Z;4234;509653;0.830761322;0,75 - 1,0
28;U0Z;6699;685352;0.977453921;0,75 - 1,0
32;U0Z;11780;1494168;0.788398627;0,75 - 1,0
44;U0Z;10494;1187812;0.883473142;0,75 - 1,0
52;U0Z;9523;728925;1.306444422;1,0 - 1,5
53;U0Z;8753;615361;1.422417085;1,0 - 1,5
75;U0Z;15550;1198784;1.297147776;1,0 - 1,5
76;U0Z;17921;1518255;1.180368252;1,0 - 1,5
84;U0Z;21759;1641791;1.325320945;1,0 - 1,5
93;U0Z;16959;1340202;1.26540626;1,0 - 1,5
94;U0Z;654;70962;0.921620022;0,75 - 1,0
11;U1Z;178344;2970612;6.003611377;5,0 - 7,5
24;U1Z;10691;503600;2.122915012;2,0 - 2,5
27;U1Z;9393;509653;1.843018681;1,5 - 2,0
28;U1Z;12426;685352;1.813082912;1,5 - 2,0
32;U1Z;23073;1494168;1.544203865;1,5 - 2,0
44;U1Z;19649;1187812;1.654218008;1,5 - 2,0
52;U1Z;20978;728925;2.877936688;2,5 - 3,0
53;U1Z;20337;615361;3.304889325;3,0 - 3,5
75;U1Z;36696;1198784;3.061101917;3,0 - 3,5
76;U1Z;53047;1518255;3.493945352;3,0 - 3,5
84;U1Z;47523;1641791;2.894582806;2,5 - 3,0
93;U1Z;42874;1340202;3.199069991;3,0 - 3,5
94;U1Z;1591;70962;2.242045038;2,0 - 2,5
11;V0Z;35246;2970612;1.186489518;1,0 - 1,5
24;V0Z;6037;503600;1.198768864;1,0 - 1,5
27;V0Z;6061;509653;1.189240522;1,0 - 1,5
28;V0Z;8313;685352;1.212953344;1,0 - 1,5
32;V0Z;17484;1494168;1.170149541;1,0 - 1,5
44;V0Z;12808;1187812;1.078285116;1,0 - 1,5
52;V0Z;8231;728925;1.129197105;1,0 - 1,5
53;V0Z;8359;615361;1.358389628;1,0 - 1,5
75;V0Z;15245;1198784;1.271705328;1,0 - 1,5
76;V0Z;18932;1518255;1.246957856;1,0 - 1,5
84;V0Z;21248;1641791;1.294196399;1,0 - 1,5
93;V0Z;18570;1340202;1.38561202;1,0 - 1,5
94;V0Z;682;70962;0.96107776;0,75 - 1,0
11;V1Z;7452;2970612;0.250857399;0,25 - 0,5
24;V1Z;1222;503600;0.242652899;0,1 - 0,25
27;V1Z;1425;509653;0.279602004;0,25 - 0,5
28;V1Z;1794;685352;0.261763298;0,25 - 0,5
32;V1Z;3963;1494168;0.265231219;0,25 - 0,5
44;V1Z;3009;1187812;0.253322916;0,25 - 0,5
52;V1Z;2381;728925;0.326645402;0,25 - 0,5
53;V1Z;3166;615361;0.514494744;0,5 - 0,75
75;V1Z;3896;1198784;0.324995996;0,25 - 0,5
76;V1Z;5124;1518255;0.337492714;0,25 - 0,5
84;V1Z;6475;1641791;0.394386374;0,25 - 0,5
93;V1Z;4742;1340202;0.353827259;0,25 - 0,5
94;V1Z;239;70962;0.336799977;0,25 - 0,5
11;V2Z;5204;2970612;0.175182757;0,1 - 0,25
24;V2Z;596;503600;0.118347895;0,1 - 0,25
27;V2Z;575;509653;0.112821861;0,1 - 0,25
28;V2Z;841;685352;0.122710665;0,1 - 0,25
32;V2Z;1600;1494168;0.107083005;0,1 - 0,25
44;V2Z;1621;1187812;0.136469408;0,1 - 0,25
52;V2Z;1106;728925;0.151730288;0,1 - 0,25
53;V2Z;943;615361;0.153243381;0,1 - 0,25
75;V2Z;1913;1198784;0.159578373;0,1 - 0,25
76;V2Z;2293;1518255;0.151028648;0,1 - 0,25
84;V2Z;2526;1641791;0.153856368;0,1 - 0,25
93;V2Z;2123;1340202;0.158408956;0,1 - 0,25
94;V2Z;95;70962;0.133874468;0,1 - 0,25
11;V3Z;15460;2970612;0.52043148;0,5 - 0,75
24;V3Z;1879;503600;0.373113582;0,25 - 0,5
27;V3Z;2005;509653;0.393404925;0,25 - 0,5
28;V3Z;2505;685352;0.365505609;0,25 - 0,5
32;V3Z;4672;1494168;0.312682376;0,25 - 0,5
44;V3Z;4708;1187812;0.39635902;0,25 - 0,5
52;V3Z;3215;728925;0.441060466;0,25 - 0,5
53;V3Z;3629;615361;0.589735131;0,5 - 0,75
75;V3Z;6307;1198784;0.526116465;0,5 - 0,75
76;V3Z;9099;1518255;0.599306441;0,5 - 0,75
84;V3Z;9193;1641791;0.559937288;0,5 - 0,75
93;V3Z;8499;1340202;0.634158134;0,5 - 0,75
94;V3Z;330;70962;0.465037626;0,25 - 0,5
11;V4Z;25274;2970612;0.850801114;0,75 - 1,0
24;V4Z;4724;503600;0.938046068;0,75 - 1,0
27;V4Z;4864;509653;0.954374839;0,75 - 1,0
28;V4Z;6988;685352;1.019622034;1,0 - 1,5
32;V4Z;16218;1494168;1.085420113;1,0 - 1,5
44;V4Z;10570;1187812;0.889871461;0,75 - 1,0
52;V4Z;7903;728925;1.084199335;1,0 - 1,5
53;V4Z;7656;615361;1.244147744;1,0 - 1,5
75;V4Z;13050;1198784;1.088603118;1,0 - 1,5
76;V4Z;17660;1518255;1.163177464;1,0 - 1,5
84;V4Z;17862;1641791;1.087958211;1,0 - 1,5
93;V4Z;12101;1340202;0.902923589;0,75 - 1,0
94;V4Z;414;70962;0.58341084;0,5 - 0,75
11;V5Z;62176;2970612;2.093036721;2,0 - 2,5
24;V5Z;11863;503600;2.355639396;2,0 - 2,5
27;V5Z;13458;509653;2.640620187;2,5 - 3,0
28;V5Z;19031;685352;2.776821254;2,5 - 3,0
32;V5Z;39001;1494168;2.610215183;2,5 - 3,0
44;V5Z;27368;1187812;2.304068321;2,0 - 2,5
52;V5Z;19583;728925;2.686558974;2,5 - 3,0
53;V5Z;18584;615361;3.020015893;3,0 - 3,5
75;V5Z;34137;1198784;2.847635604;2,5 - 3,0
76;V5Z;45933;1518255;3.025381112;3,0 - 3,5
84;V5Z;42734;1641791;2.602889162;2,5 - 3,0
93;V5Z;35358;1340202;2.638259009;2,5 - 3,0
94;V5Z;1614;70962;2.274456752;2,0 - 2,5
11;W0Z;27171;2970612;0.914660009;0,75 - 1,0
24;W0Z;3192;503600;0.633836378;0,5 - 0,75
27;W0Z;3161;509653;0.620225918;0,5 - 0,75
28;W0Z;4216;685352;0.615158342;0,5 - 0,75
32;W0Z;8126;1494168;0.543847814;0,5 - 0,75
44;W0Z;7315;1187812;0.615838197;0,5 - 0,75
52;W0Z;5312;728925;0.728744384;0,5 - 0,75
53;W0Z;5776;615361;0.93863602;0,75 - 1,0
75;W0Z;9094;1198784;0.75860205;0,75 - 1,0
76;W0Z;11656;1518255;0.767723472;0,75 - 1,0
84;W0Z;13458;1641791;0.819714568;0,75 - 1,0
93;W0Z;9377;1340202;0.699670647;0,5 - 0,75
94;W0Z;389;70962;0.548180716;0,5 - 0,75
11;W1Z;13975;2970612;0.470441781;0,25 - 0,5
24;W1Z;2792;503600;0.554408261;0,5 - 0,75
27;W1Z;2595;509653;0.509169965;0,5 - 0,75
28;W1Z;3268;685352;0.476835261;0,25 - 0,5
32;W1Z;7280;1494168;0.487227675;0,25 - 0,5
44;W1Z;5432;1187812;0.457311426;0,25 - 0,5
52;W1Z;4262;728925;0.584696642;0,5 - 0,75
53;W1Z;4045;615361;0.657337725;0,5 - 0,75
75;W1Z;7529;1198784;0.628053094;0,5 - 0,75
76;W1Z;10087;1518255;0.664381148;0,5 - 0,75
84;W1Z;9005;1641791;0.548486379;0,5 - 0,75
93;W1Z;7420;1340202;0.553647883;0,5 - 0,75
94;W1Z;309;70962;0.435444322;0,25 - 0,5
11;ZZZ;66591;2970612;2.241659294;2,0 - 2,5
24;ZZZ;9279;503600;1.842533757;1,5 - 2,0
27;ZZZ;15605;509653;3.061887206;3,0 - 3,5
28;ZZZ;16602;685352;2.422404837;2,0 - 2,5
32;ZZZ;36616;1494168;2.450594578;2,0 - 2,5
44;ZZZ;32121;1187812;2.704215819;2,5 - 3,0
52;ZZZ;17597;728925;2.41410296;2,0 - 2,5
53;ZZZ;15727;615361;2.555735576;2,5 - 3,0
75;ZZZ;27896;1198784;2.327024718;2,0 - 2,5
76;ZZZ;39028;1518255;2.570582676;2,5 - 3,0
84;ZZZ;38355;1641791;2.336168246;2,0 - 2,5
93;ZZZ;29477;1340202;2.199444561;2,0 - 2,5
94;ZZZ;1753;70962;2.470336236;2,0 - 2,5
