"Fap","Anciennete","Annee","Pourcentage","libelle","code_domaine","libelle_domaine","code_fap_agregee","libelle_fap_agregee"
"U0Z92","Moins d’un an","2017-2019",13.4947813795218,"Journalistes et cadres de l'édition","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z92","De 1 an à moins de 5 ans","2017-2019",22.2089626509356,"Journalistes et cadres de l'édition","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z92","De 5 ans à moins de 10 ans","2017-2019",15.9318883374636,"Journalistes et cadres de l'édition","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z92","10 ans ou plus","2017-2019",48.3643676320791,"Journalistes et cadres de l'édition","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"L5Z91","Moins d’un an","2003-2005",11.7955780755793,"Juristes","L","Gestion, administration des entreprises","L5Z","Cadres des services administratifs, comptables et financiers"
"L5Z91","De 1 an à moins de 5 ans","2003-2005",32.8384987502184,"Juristes","L","Gestion, administration des entreprises","L5Z","Cadres des services administratifs, comptables et financiers"
"L5Z91","De 5 ans à moins de 10 ans","2003-2005",19.5884996179884,"Juristes","L","Gestion, administration des entreprises","L5Z","Cadres des services administratifs, comptables et financiers"
"L5Z91","10 ans ou plus","2003-2005",35.7774235562139,"Juristes","L","Gestion, administration des entreprises","L5Z","Cadres des services administratifs, comptables et financiers"
"L5Z91","Moins d’un an","2017-2019",15.464805851344,"Juristes","L","Gestion, administration des entreprises","L5Z","Cadres des services administratifs, comptables et financiers"
"L5Z91","De 1 an à moins de 5 ans","2017-2019",31.4181887767623,"Juristes","L","Gestion, administration des entreprises","L5Z","Cadres des services administratifs, comptables et financiers"
"L5Z91","De 5 ans à moins de 10 ans","2017-2019",16.6630453304892,"Juristes","L","Gestion, administration des entreprises","L5Z","Cadres des services administratifs, comptables et financiers"
"L5Z91","10 ans ou plus","2017-2019",36.4539600414046,"Juristes","L","Gestion, administration des entreprises","L5Z","Cadres des services administratifs, comptables et financiers"
"P3Z91","Moins d’un an","2003-2005",0,"Magistrats","P","Administration publique, professions juridiques, armée et police","P3Z","Professionnels du droit (hors juristes en entreprise)"
"P3Z91","De 1 an à moins de 5 ans","2003-2005",25.1233441932851,"Magistrats","P","Administration publique, professions juridiques, armée et police","P3Z","Professionnels du droit (hors juristes en entreprise)"
"P3Z91","De 5 ans à moins de 10 ans","2003-2005",10.2080187042633,"Magistrats","P","Administration publique, professions juridiques, armée et police","P3Z","Professionnels du droit (hors juristes en entreprise)"
"P3Z91","10 ans ou plus","2003-2005",64.6686371024516,"Magistrats","P","Administration publique, professions juridiques, armée et police","P3Z","Professionnels du droit (hors juristes en entreprise)"
"P3Z91","Moins d’un an","2017-2019",0.940589180456032,"Magistrats","P","Administration publique, professions juridiques, armée et police","P3Z","Professionnels du droit (hors juristes en entreprise)"
"P3Z91","De 1 an à moins de 5 ans","2017-2019",19.1971439043864,"Magistrats","P","Administration publique, professions juridiques, armée et police","P3Z","Professionnels du droit (hors juristes en entreprise)"
"P3Z91","De 5 ans à moins de 10 ans","2017-2019",8.59608150591716,"Magistrats","P","Administration publique, professions juridiques, armée et police","P3Z","Professionnels du droit (hors juristes en entreprise)"
"P3Z91","10 ans ou plus","2017-2019",71.2661854092404,"Magistrats","P","Administration publique, professions juridiques, armée et police","P3Z","Professionnels du droit (hors juristes en entreprise)"
"G","Moins d’un an","1982-1984",8.84768661633482,"Maintenance","G","Maintenance",NA,NA
"G","De 1 an à moins de 5 ans","1982-1984",20.0999050041999,"Maintenance","G","Maintenance",NA,NA
"G","De 5 ans à moins de 10 ans","1982-1984",22.2278709410451,"Maintenance","G","Maintenance",NA,NA
"G","10 ans ou plus","1982-1984",48.8245374384202,"Maintenance","G","Maintenance",NA,NA
"G","Moins d’un an","2017-2019",11.4045554010584,"Maintenance","G","Maintenance",NA,NA
"G","De 1 an à moins de 5 ans","2017-2019",24.5802236288818,"Maintenance","G","Maintenance",NA,NA
"G","De 5 ans à moins de 10 ans","2017-2019",15.5279382899784,"Maintenance","G","Maintenance",NA,NA
"G","10 ans ou plus","2017-2019",48.4872826800814,"Maintenance","G","Maintenance",NA,NA
"G0A42","Moins d’un an","2003-2005",14.158230596397,"Mainteniciens en biens électrodomestiques","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A42","De 1 an à moins de 5 ans","2003-2005",24.7982302372106,"Mainteniciens en biens électrodomestiques","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A42","De 5 ans à moins de 10 ans","2003-2005",26.5203366859537,"Mainteniciens en biens électrodomestiques","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A42","10 ans ou plus","2003-2005",34.5232024804388,"Mainteniciens en biens électrodomestiques","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A42","Moins d’un an","2017-2019",9.33693808995592,"Mainteniciens en biens électrodomestiques","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A42","De 1 an à moins de 5 ans","2017-2019",25.5311421255748,"Mainteniciens en biens électrodomestiques","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A42","De 5 ans à moins de 10 ans","2017-2019",11.4452333015991,"Mainteniciens en biens électrodomestiques","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A42","10 ans ou plus","2017-2019",53.6866864828702,"Mainteniciens en biens électrodomestiques","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"A1Z00","Moins d’un an","2003-2005",5.25301240938414,"Maraîchers, horticulteurs indépendants","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z00","De 1 an à moins de 5 ans","2003-2005",15.424098150865,"Maraîchers, horticulteurs indépendants","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z00","De 5 ans à moins de 10 ans","2003-2005",20.3980071537111,"Maraîchers, horticulteurs indépendants","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z00","10 ans ou plus","2003-2005",58.9248822860398,"Maraîchers, horticulteurs indépendants","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z00","Moins d’un an","2017-2019",3.71604496055235,"Maraîchers, horticulteurs indépendants","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z00","De 1 an à moins de 5 ans","2017-2019",17.7528277741785,"Maraîchers, horticulteurs indépendants","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z00","De 5 ans à moins de 10 ans","2017-2019",19.3299075545179,"Maraîchers, horticulteurs indépendants","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z00","10 ans ou plus","2017-2019",59.2012197107513,"Maraîchers, horticulteurs indépendants","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z40","Moins d’un an","2003-2005",22.7248943002342,"Maraîchers, horticulteurs salariés","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z40","De 1 an à moins de 5 ans","2003-2005",31.0629274577509,"Maraîchers, horticulteurs salariés","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z40","De 5 ans à moins de 10 ans","2003-2005",15.4431491989525,"Maraîchers, horticulteurs salariés","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z40","10 ans ou plus","2003-2005",30.7690290430623,"Maraîchers, horticulteurs salariés","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z40","Moins d’un an","2017-2019",27.2097038038032,"Maraîchers, horticulteurs salariés","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z40","De 1 an à moins de 5 ans","2017-2019",21.9482610354259,"Maraîchers, horticulteurs salariés","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z40","De 5 ans à moins de 10 ans","2017-2019",13.1301039046689,"Maraîchers, horticulteurs salariés","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z40","10 ans ou plus","2017-2019",37.711931256102,"Maraîchers, horticulteurs salariés","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z","Moins d’un an","1982-1984",10.7804705624841,"Maraîchers, jardiniers, viticulteurs","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z","De 1 an à moins de 5 ans","1982-1984",19.062215555311,"Maraîchers, jardiniers, viticulteurs","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z","De 5 ans à moins de 10 ans","1982-1984",19.5429322860301,"Maraîchers, jardiniers, viticulteurs","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z","10 ans ou plus","1982-1984",50.6143815961747,"Maraîchers, jardiniers, viticulteurs","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z","Moins d’un an","2017-2019",16.3509699809191,"Maraîchers, jardiniers, viticulteurs","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z","De 1 an à moins de 5 ans","2017-2019",23.9135487681099,"Maraîchers, jardiniers, viticulteurs","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z","De 5 ans à moins de 10 ans","2017-2019",15.5092193942687,"Maraîchers, jardiniers, viticulteurs","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z","10 ans ou plus","2017-2019",44.2262618567022,"Maraîchers, jardiniers, viticulteurs","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A3Z41","Moins d’un an","2003-2005",12.0968508965411,"Marins salariés","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z41","De 1 an à moins de 5 ans","2003-2005",16.5281508018823,"Marins salariés","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z41","De 5 ans à moins de 10 ans","2003-2005",47.9224884846893,"Marins salariés","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z41","10 ans ou plus","2003-2005",23.4525098168873,"Marins salariés","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z41","Moins d’un an","2017-2019",23.088537246037,"Marins salariés","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z41","De 1 an à moins de 5 ans","2017-2019",7.86042225154136,"Marins salariés","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z41","De 5 ans à moins de 10 ans","2017-2019",20.6288113705948,"Marins salariés","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z41","10 ans ou plus","2017-2019",48.4222291318269,"Marins salariés","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z","Moins d’un an","1982-1984",16.4737041772632,"Marins, pêcheurs, aquaculteurs","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z","De 1 an à moins de 5 ans","1982-1984",22.2712551460567,"Marins, pêcheurs, aquaculteurs","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z","De 5 ans à moins de 10 ans","1982-1984",19.0049317840132,"Marins, pêcheurs, aquaculteurs","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z","10 ans ou plus","1982-1984",42.250108892667,"Marins, pêcheurs, aquaculteurs","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z","Moins d’un an","2017-2019",20.3376945918582,"Marins, pêcheurs, aquaculteurs","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z","De 1 an à moins de 5 ans","2017-2019",27.9583738202178,"Marins, pêcheurs, aquaculteurs","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z","De 5 ans à moins de 10 ans","2017-2019",15.1872957252645,"Marins, pêcheurs, aquaculteurs","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z","10 ans ou plus","2017-2019",36.5166358626594,"Marins, pêcheurs, aquaculteurs","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z00","Moins d’un an","2003-2005",1.88384987684683,"Marins, pêcheurs, aquaculteurs indépendants","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z00","De 1 an à moins de 5 ans","2003-2005",17.4880002199387,"Marins, pêcheurs, aquaculteurs indépendants","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z00","De 5 ans à moins de 10 ans","2003-2005",11.431063591024,"Marins, pêcheurs, aquaculteurs indépendants","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z00","10 ans ou plus","2003-2005",69.1970863121905,"Marins, pêcheurs, aquaculteurs indépendants","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z00","Moins d’un an","2017-2019",9.10224751180858,"Marins, pêcheurs, aquaculteurs indépendants","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z00","De 1 an à moins de 5 ans","2017-2019",27.0639758635832,"Marins, pêcheurs, aquaculteurs indépendants","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z00","De 5 ans à moins de 10 ans","2017-2019",14.7354694796879,"Marins, pêcheurs, aquaculteurs indépendants","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z00","10 ans ou plus","2017-2019",49.0983071449203,"Marins, pêcheurs, aquaculteurs indépendants","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"F","Moins d’un an","1982-1984",12.4065244749895,"Matériaux souples, bois, industries graphiques","F","Matériaux souples, bois, industries graphiques",NA,NA
"F","De 1 an à moins de 5 ans","1982-1984",23.2068676472182,"Matériaux souples, bois, industries graphiques","F","Matériaux souples, bois, industries graphiques",NA,NA
"F","De 5 ans à moins de 10 ans","1982-1984",24.2417729120488,"Matériaux souples, bois, industries graphiques","F","Matériaux souples, bois, industries graphiques",NA,NA
"F","10 ans ou plus","1982-1984",40.1448349657435,"Matériaux souples, bois, industries graphiques","F","Matériaux souples, bois, industries graphiques",NA,NA
"F","Moins d’un an","2017-2019",10.965834377957,"Matériaux souples, bois, industries graphiques","F","Matériaux souples, bois, industries graphiques",NA,NA
"F","De 1 an à moins de 5 ans","2017-2019",23.3241178577592,"Matériaux souples, bois, industries graphiques","F","Matériaux souples, bois, industries graphiques",NA,NA
"F","De 5 ans à moins de 10 ans","2017-2019",16.1074834456526,"Matériaux souples, bois, industries graphiques","F","Matériaux souples, bois, industries graphiques",NA,NA
"F","10 ans ou plus","2017-2019",49.6025643186312,"Matériaux souples, bois, industries graphiques","F","Matériaux souples, bois, industries graphiques",NA,NA
"B2Z40","Moins d’un an","2003-2005",13.6400725767398,"Maçons","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z40","De 1 an à moins de 5 ans","2003-2005",33.5173352158428,"Maçons","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z40","De 5 ans à moins de 10 ans","2003-2005",17.0409257771758,"Maçons","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z40","10 ans ou plus","2003-2005",35.8016664302416,"Maçons","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z40","Moins d’un an","2017-2019",13.0856533825261,"Maçons","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z40","De 1 an à moins de 5 ans","2017-2019",32.3576590257371,"Maçons","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z40","De 5 ans à moins de 10 ans","2017-2019",18.6672692503549,"Maçons","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z40","10 ans ou plus","2017-2019",35.8894183413819,"Maçons","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"S2Z80","Moins d’un an","2003-2005",19.3580987627937,"Maîtres d'hôtel","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"S2Z80","De 1 an à moins de 5 ans","2003-2005",35.1143617720674,"Maîtres d'hôtel","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"S2Z80","De 5 ans à moins de 10 ans","2003-2005",17.9729283943614,"Maîtres d'hôtel","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"S2Z80","10 ans ou plus","2003-2005",27.5546110707774,"Maîtres d'hôtel","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"S2Z80","Moins d’un an","2017-2019",23.3053919553477,"Maîtres d'hôtel","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"S2Z80","De 1 an à moins de 5 ans","2017-2019",31.8508477863217,"Maîtres d'hôtel","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"S2Z80","De 5 ans à moins de 10 ans","2017-2019",20.0039796010096,"Maîtres d'hôtel","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"S2Z80","10 ans ou plus","2017-2019",24.839780657321,"Maîtres d'hôtel","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"S2Z81","Moins d’un an","2003-2005",11.2311015118791,"Maîtrise de l'hôtellerie","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"S2Z81","De 1 an à moins de 5 ans","2003-2005",24.3842194752079,"Maîtrise de l'hôtellerie","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"S2Z81","De 5 ans à moins de 10 ans","2003-2005",21.9563012466601,"Maîtrise de l'hôtellerie","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"S2Z81","10 ans ou plus","2003-2005",42.4283777662529,"Maîtrise de l'hôtellerie","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"S2Z81","Moins d’un an","2017-2019",12.7975329433036,"Maîtrise de l'hôtellerie","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"S2Z81","De 1 an à moins de 5 ans","2017-2019",27.7613591717653,"Maîtrise de l'hôtellerie","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"S2Z81","De 5 ans à moins de 10 ans","2017-2019",18.4793222665013,"Maîtrise de l'hôtellerie","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"S2Z81","10 ans ou plus","2017-2019",40.9617856184298,"Maîtrise de l'hôtellerie","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"R3Z80","Moins d’un an","2003-2005",10.6061633698399,"Maîtrise des magasins","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"R3Z80","De 1 an à moins de 5 ans","2003-2005",27.5326874716095,"Maîtrise des magasins","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"R3Z80","De 5 ans à moins de 10 ans","2003-2005",19.5520107961273,"Maîtrise des magasins","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"R3Z80","10 ans ou plus","2003-2005",42.3091383624232,"Maîtrise des magasins","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"R3Z80","Moins d’un an","2017-2019",10.2289326583298,"Maîtrise des magasins","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"R3Z80","De 1 an à moins de 5 ans","2017-2019",28.0130286186554,"Maîtrise des magasins","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"R3Z80","De 5 ans à moins de 10 ans","2017-2019",20.7780370355306,"Maîtrise des magasins","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"R3Z80","10 ans ou plus","2017-2019",40.9800016874843,"Maîtrise des magasins","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"R3Z","Moins d’un an","1982-1984",10.6733188349444,"Maîtrise des magasins et intermédiaires du commerce","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"R3Z","De 1 an à moins de 5 ans","1982-1984",23.4923055050796,"Maîtrise des magasins et intermédiaires du commerce","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"R3Z","De 5 ans à moins de 10 ans","1982-1984",20.1047880294657,"Maîtrise des magasins et intermédiaires du commerce","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"R3Z","10 ans ou plus","1982-1984",45.7295876305103,"Maîtrise des magasins et intermédiaires du commerce","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"R3Z","Moins d’un an","2017-2019",10.4623286740527,"Maîtrise des magasins et intermédiaires du commerce","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"R3Z","De 1 an à moins de 5 ans","2017-2019",26.562539745808,"Maîtrise des magasins et intermédiaires du commerce","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"R3Z","De 5 ans à moins de 10 ans","2017-2019",20.6877750500503,"Maîtrise des magasins et intermédiaires du commerce","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"R3Z","10 ans ou plus","2017-2019",42.287356530089,"Maîtrise des magasins et intermédiaires du commerce","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"B4Z42","Moins d’un an","2003-2005",8.11834226699814,"Menuisiers et ouvriers de l'agencement et de l'isolation","B","Bâtiment, travaux publics","B4Z","Ouvriers qualifiés du second œuvre du bâtiment"
"B4Z42","De 1 an à moins de 5 ans","2003-2005",33.3670238844872,"Menuisiers et ouvriers de l'agencement et de l'isolation","B","Bâtiment, travaux publics","B4Z","Ouvriers qualifiés du second œuvre du bâtiment"
"B4Z42","De 5 ans à moins de 10 ans","2003-2005",18.4759234472295,"Menuisiers et ouvriers de l'agencement et de l'isolation","B","Bâtiment, travaux publics","B4Z","Ouvriers qualifiés du second œuvre du bâtiment"
"B4Z42","10 ans ou plus","2003-2005",40.0387104012851,"Menuisiers et ouvriers de l'agencement et de l'isolation","B","Bâtiment, travaux publics","B4Z","Ouvriers qualifiés du second œuvre du bâtiment"
"B4Z42","Moins d’un an","2017-2019",11.1657263856596,"Menuisiers et ouvriers de l'agencement et de l'isolation","B","Bâtiment, travaux publics","B4Z","Ouvriers qualifiés du second œuvre du bâtiment"
"B4Z42","De 1 an à moins de 5 ans","2017-2019",31.6562177744768,"Menuisiers et ouvriers de l'agencement et de l'isolation","B","Bâtiment, travaux publics","B4Z","Ouvriers qualifiés du second œuvre du bâtiment"
"B4Z42","De 5 ans à moins de 10 ans","2017-2019",17.6268470919743,"Menuisiers et ouvriers de l'agencement et de l'isolation","B","Bâtiment, travaux publics","B4Z","Ouvriers qualifiés du second œuvre du bâtiment"
"B4Z42","10 ans ou plus","2017-2019",39.5512087478893,"Menuisiers et ouvriers de l'agencement et de l'isolation","B","Bâtiment, travaux publics","B4Z","Ouvriers qualifiés du second œuvre du bâtiment"
"D4Z40","Moins d’un an","2003-2005",4.35163002238525,"Monteurs, ajusteurs et autres ouvriers qualifiés de la mécanique","D","Mécanique, travail des métaux","D4Z","Ouvriers qualifiés de la mécanique"
"D4Z40","De 1 an à moins de 5 ans","2003-2005",14.9704986952167,"Monteurs, ajusteurs et autres ouvriers qualifiés de la mécanique","D","Mécanique, travail des métaux","D4Z","Ouvriers qualifiés de la mécanique"
"D4Z40","De 5 ans à moins de 10 ans","2003-2005",16.7484529952434,"Monteurs, ajusteurs et autres ouvriers qualifiés de la mécanique","D","Mécanique, travail des métaux","D4Z","Ouvriers qualifiés de la mécanique"
"D4Z40","10 ans ou plus","2003-2005",63.9294182871545,"Monteurs, ajusteurs et autres ouvriers qualifiés de la mécanique","D","Mécanique, travail des métaux","D4Z","Ouvriers qualifiés de la mécanique"
"D4Z40","Moins d’un an","2017-2019",7.4425542073451,"Monteurs, ajusteurs et autres ouvriers qualifiés de la mécanique","D","Mécanique, travail des métaux","D4Z","Ouvriers qualifiés de la mécanique"
"D4Z40","De 1 an à moins de 5 ans","2017-2019",18.960519604533,"Monteurs, ajusteurs et autres ouvriers qualifiés de la mécanique","D","Mécanique, travail des métaux","D4Z","Ouvriers qualifiés de la mécanique"
"D4Z40","De 5 ans à moins de 10 ans","2017-2019",16.0138277334084,"Monteurs, ajusteurs et autres ouvriers qualifiés de la mécanique","D","Mécanique, travail des métaux","D4Z","Ouvriers qualifiés de la mécanique"
"D4Z40","10 ans ou plus","2017-2019",57.5830984547135,"Monteurs, ajusteurs et autres ouvriers qualifiés de la mécanique","D","Mécanique, travail des métaux","D4Z","Ouvriers qualifiés de la mécanique"
"G0B41","Moins d’un an","2003-2005",9.18541469847111,"Mécaniciens et électroniciens de véhicules","G","Maintenance","G0B","Ouvriers qualifiés de la réparation automobile"
"G0B41","De 1 an à moins de 5 ans","2003-2005",29.7030400133455,"Mécaniciens et électroniciens de véhicules","G","Maintenance","G0B","Ouvriers qualifiés de la réparation automobile"
"G0B41","De 5 ans à moins de 10 ans","2003-2005",16.8167826510167,"Mécaniciens et électroniciens de véhicules","G","Maintenance","G0B","Ouvriers qualifiés de la réparation automobile"
"G0B41","10 ans ou plus","2003-2005",44.2947626371667,"Mécaniciens et électroniciens de véhicules","G","Maintenance","G0B","Ouvriers qualifiés de la réparation automobile"
"G0B41","Moins d’un an","2017-2019",15.2262274357374,"Mécaniciens et électroniciens de véhicules","G","Maintenance","G0B","Ouvriers qualifiés de la réparation automobile"
"G0B41","De 1 an à moins de 5 ans","2017-2019",30.8832836852461,"Mécaniciens et électroniciens de véhicules","G","Maintenance","G0B","Ouvriers qualifiés de la réparation automobile"
"G0B41","De 5 ans à moins de 10 ans","2017-2019",16.371223855815,"Mécaniciens et électroniciens de véhicules","G","Maintenance","G0B","Ouvriers qualifiés de la réparation automobile"
"G0B41","10 ans ou plus","2017-2019",37.5192650232015,"Mécaniciens et électroniciens de véhicules","G","Maintenance","G0B","Ouvriers qualifiés de la réparation automobile"
"D","Moins d’un an","1982-1984",11.5792779567928,"Mécanique, travail des métaux","D","Mécanique, travail des métaux",NA,NA
"D","De 1 an à moins de 5 ans","1982-1984",20.8756089482805,"Mécanique, travail des métaux","D","Mécanique, travail des métaux",NA,NA
"D","De 5 ans à moins de 10 ans","1982-1984",20.3355283063347,"Mécanique, travail des métaux","D","Mécanique, travail des métaux",NA,NA
